106/09/25,0.46,0.52,0.46,0.52,131000,61580,+0.06,4
106/09/26,0.49,0.53,0.49,0.53,295000,152690,+0.01,4
106/09/27,0.50,0.51,0.50,0.51,338000,169690,-0.02,4
106/09/28,0.48,0.49,0.48,0.49,212000,103190,-0.02,2
106/09/29,0.49,0.51,0.48,0.51,380000,188370,+0.02,4
106/09/30,0.48,0.48,0.47,0.47,237000,112760,-0.04,2
106/10/02,---,---,---,---,0,0,---,0
106/10/03,---,---,---,---,0,0,---,0
106/10/05,---,---,---,---,0,0,---,0
106/10/06,---,---,---,---,0,0,---,0
106/10/11,---,---,---,---,0,0,---,0
106/10/12,---,---,---,---,0,0,---,0
106/10/13,---,---,---,---,0,0,---,0
106/10/16,---,---,---,---,0,0,---,0
106/10/17,---,---,---,---,0,0,---,0
106/10/18,---,---,---,---,0,0,---,0
106/10/19,0.35,0.35,0.35,0.35,28000,9800,-0.01,1
106/10/20,0.32,0.32,0.32,0.32,28000,8960,-0.03,1
106/10/23,0.32,0.32,0.32,0.32,98000,31360,0.00,1
106/10/24,---,---,---,---,0,0,---,0
106/10/25,---,---,---,---,0,0,---,0
106/10/26,0.32,0.32,0.32,0.32,98000,31360,+0.01,1
106/10/27,0.31,0.34,0.31,0.34,61000,20080,+0.02,3
106/10/30,0.36,0.37,0.35,0.35,100000,35470,+0.01,3
106/10/31,0.34,0.34,0.34,0.34,39000,13260,-0.01,1
106/11/01,0.30,0.31,0.30,0.31,99000,30400,-0.03,3
106/11/02,0.27,0.27,0.27,0.27,99000,26730,-0.04,1
106/11/03,---,---,---,---,0,0,---,0
106/11/06,---,---,---,---,0,0,---,0
106/11/07,---,---,---,---,0,0,---,0
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,---,---,---,---,0,0,---,0
106/11/13,0.25,0.27,0.25,0.27,160000,40800,+0.01,4
106/11/14,0.27,0.27,0.27,0.27,100000,27000,0.00,1
106/11/15,---,---,---,---,0,0,---,0
106/11/16,---,---,---,---,0,0,---,0
106/11/17,0.25,0.25,0.25,0.25,4000,1000,-0.02,1
106/11/20,0.25,0.26,0.25,0.26,158000,40100,+0.01,2
106/11/21,0.22,0.22,0.22,0.22,98000,21560,-0.04,1
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,0.17,0.17,0.17,0.17,4000,680,0.00,1
106/12/01,0.15,0.15,0.15,0.15,3000,450,-0.02,1
106/12/04,0.14,0.14,0.13,0.13,9000,1230,-0.02,2
106/12/05,0.10,0.13,0.09,0.13,426000,40410,0.00,8
106/12/06,0.12,0.12,0.12,0.12,412000,49440,-0.01,5
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,0.07,0.07,0.07,0.07,10000,700,-0.01,1
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,0.04,0.04,0.04,0.04,10000,400,-0.02,1
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,---,---,---,---,0,0,---,0
107/01/10,---,---,---,---,0,0,---,0
107/01/11,---,---,---,---,0,0,---,0
107/01/12,---,---,---,---,0,0,---,0
107/01/15,---,---,---,---,0,0,---,0
107/01/16,---,---,---,---,0,0,---,0
107/01/17,---,---,---,---,0,0,---,0
