106/09/25,1.01,1.03,1.01,1.03,130000,133880,+0.03,3
106/09/26,1.04,1.04,0.88,0.88,146000,142860,-0.15,16
106/09/27,0.93,0.99,0.92,0.97,412000,394570,+0.09,11
106/09/28,1.04,1.15,1.02,1.11,710000,775650,+0.14,34
106/09/29,1.14,1.23,1.11,1.13,725000,844100,+0.02,40
106/09/30,1.17,1.28,1.17,1.21,565000,694270,+0.08,35
106/10/02,1.30,1.30,1.21,1.26,247000,309060,+0.05,17
106/10/03,1.36,1.54,1.36,1.51,600000,860640,+0.25,28
106/10/05,1.51,1.51,1.40,1.46,480000,699980,-0.05,29
106/10/06,---,---,---,---,0,0,---,0
106/10/11,1.70,1.77,1.70,1.77,35000,61250,+0.18,2
106/10/12,1.96,2.60,1.96,2.52,737000,1617700,+0.75,36
106/10/13,2.22,2.31,2.00,2.28,876000,1884650,-0.24,49
106/10/16,2.26,2.40,2.14,2.19,466000,1065830,-0.09,26
106/10/17,2.19,2.57,2.13,2.39,678000,1625260,+0.20,36
106/10/18,2.27,2.30,2.15,2.18,505000,1119180,-0.21,39
106/10/19,2.25,2.64,2.21,2.45,478000,1196400,+0.27,29
106/10/20,2.26,2.49,2.17,2.32,357000,839210,-0.13,36
106/10/23,2.39,2.67,2.37,2.67,211000,512460,+0.35,16
106/10/24,2.62,3.42,2.58,3.15,462000,1341840,+0.48,72
106/10/25,3.05,3.44,3.03,3.33,285000,915460,+0.18,41
106/10/26,3.30,3.56,3.18,3.18,251000,828920,-0.15,34
106/10/27,3.30,3.37,2.74,2.77,60000,190010,-0.41,13
106/10/30,2.60,2.76,1.65,2.62,268000,631770,-0.15,48
106/10/31,2.88,2.88,2.60,2.74,185000,507130,+0.12,35
106/11/01,2.72,3.32,2.72,3.32,159000,480320,+0.58,32
106/11/02,3.21,3.68,3.16,3.47,192000,647950,+0.15,35
106/11/03,3.64,4.31,3.60,4.14,336000,1324120,+0.67,53
106/11/06,4.19,4.25,3.47,3.57,205000,824780,-0.57,36
106/11/07,3.51,3.72,3.00,3.35,56000,199950,-0.22,7
106/11/08,3.42,3.81,3.39,3.81,88000,322210,+0.46,18
106/11/09,3.85,4.18,3.40,3.40,106000,404830,-0.41,15
106/11/10,3.31,3.62,3.31,3.60,62000,217890,+0.20,11
106/11/13,3.65,4.02,3.49,3.95,142000,540830,+0.35,35
106/11/14,4.00,4.07,3.88,3.90,89000,353940,-0.05,14
106/11/15,3.90,3.96,3.59,3.59,30000,114500,-0.31,3
106/11/16,3.72,3.97,3.72,3.97,70000,268950,+0.38,8
106/11/17,4.12,5.55,4.09,5.50,76000,330420,+1.53,16
106/11/20,5.05,5.05,4.31,4.47,45000,204390,-1.03,13
106/11/21,4.46,4.90,4.46,4.90,50000,228980,+0.43,10
106/11/22,4.83,4.83,4.52,4.63,31000,142330,-0.27,5
106/11/23,4.90,4.90,4.90,4.90,3000,14700,+0.27,1
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,5.60,5.60,5.60,5.60,8000,44800,-0.30,1
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,2.94,2.94,2.94,2.94,10000,29400,-1.32,1
106/12/07,3.28,3.49,3.28,3.49,30000,100700,+0.55,3
106/12/08,3.86,3.86,3.86,3.86,30000,115800,+0.37,2
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,3.81,3.81,3.81,3.81,10000,38100,-0.80,1
106/12/28,4.18,4.42,4.18,4.42,50000,214900,+0.61,5
106/12/29,4.31,4.31,4.05,4.05,51000,219550,-0.37,2
107/01/02,---,---,---,---,0,0,---,0
107/01/03,5.20,5.20,5.20,5.20,1000,5200,+1.08,1
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,---,---,---,---,0,0,---,0
107/01/10,---,---,---,---,0,0,---,0
107/01/11,3.43,3.43,3.43,3.43,10000,34300,-0.12,1
107/01/12,---,---,---,---,0,0,---,0
107/01/15,---,---,---,---,0,0,---,0
107/01/16,3.43,3.53,3.43,3.50,70000,243900,+0.32,7
107/01/17,3.35,3.50,3.35,3.50,100000,343400,0.00,6
107/01/18,3.66,3.84,3.66,3.66,71000,265860,+0.16,8
107/01/19,3.01,3.01,2.92,2.92,41000,122420,-0.74,4
107/01/22,3.12,3.52,3.12,3.52,40000,134800,+0.60,4
107/01/23,2.92,2.92,2.92,2.92,40000,116800,-0.60,1
107/01/24,2.34,2.34,2.34,2.34,1000,2340,-0.58,1
107/01/25,---,---,---,---,0,0,---,0
107/01/26,---,---,---,---,0,0,---,0
107/01/29,---,---,---,---,0,0,---,0
107/01/30,2.84,2.84,2.84,2.84,1000,2840,+0.44,1
107/01/31,---,---,---,---,0,0,---,0
107/02/01,---,---,---,---,0,0,---,0
107/02/02,3.01,3.01,3.01,3.01,10000,30100,+0.17,1
107/02/05,2.54,2.54,2.54,2.54,10000,25400,-0.47,2
107/02/06,1.95,1.95,1.66,1.66,3000,5270,-0.88,2
107/02/07,2.35,2.35,2.35,2.35,1000,2350,+0.69,1
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
107/02/12,---,---,---,---,0,0,---,0
107/02/21,---,---,---,---,0,0,---,0
107/02/22,---,---,---,---,0,0,---,0
107/02/23,---,---,---,---,0,0,---,0
107/02/26,---,---,---,---,0,0,---,0
107/02/27,---,---,---,---,0,0,---,0
107/03/01,---,---,---,---,0,0,---,0
107/03/02,---,---,---,---,0,0,---,0
107/03/05,2.40,2.40,2.40,2.40,10000,24000,-0.37,1
107/03/06,2.62,2.62,2.62,2.62,10000,26200,+0.22,1
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,---,---,---,---,0,0,---,0
107/03/12,---,---,---,---,0,0,---,0
107/03/13,---,---,---,---,0,0,---,0
107/03/14,---,---,---,---,0,0,---,0
107/03/15,---,---,---,---,0,0,---,0
107/03/16,---,---,---,---,0,0,---,0
107/03/19,---,---,---,---,0,0,---,0
107/03/20,---,---,---,---,0,0,---,0
107/03/21,---,---,---,---,0,0,---,0
107/03/22,---,---,---,---,0,0,---,0
107/03/23,---,---,---,---,0,0,---,0
107/03/26,---,---,---,---,0,0,---,0
107/03/27,---,---,---,---,0,0,---,0
107/03/28,---,---,---,---,0,0,---,0
107/03/29,---,---,---,---,0,0,---,0
107/03/30,---,---,---,---,0,0,---,0
107/03/31,---,---,---,---,0,0,---,0
107/04/02,---,---,---,---,0,0,---,0
107/04/03,---,---,---,---,0,0,---,0
107/04/09,---,---,---,---,0,0,---,0
107/04/10,---,---,---,---,0,0,---,0
107/04/11,---,---,---,---,0,0,---,0
107/04/12,---,---,---,---,0,0,---,0
107/04/13,---,---,---,---,0,0,---,0
107/04/16,---,---,---,---,0,0,---,0
