107/06/11,1.17,1.17,1.17,1.17,10000,11700,0.00,1
107/06/12,1.37,1.46,1.36,1.40,223000,304180,+0.23,5
107/06/13,1.39,1.47,1.37,1.42,606000,862610,+0.02,13
107/06/14,1.41,1.44,1.39,1.40,491000,697070,-0.02,12
107/06/15,1.38,1.39,1.35,1.39,244000,336510,-0.01,5
107/06/19,1.39,1.39,1.27,1.27,265000,352820,-0.12,5
107/06/20,1.24,1.24,1.22,1.22,136000,167640,-0.05,2
107/06/21,1.23,1.23,1.23,1.23,50000,61500,+0.01,1
107/06/22,1.12,1.15,1.12,1.14,250000,284500,-0.09,4
107/06/25,1.10,1.10,1.08,1.08,250000,272000,-0.06,2
107/06/26,0.92,0.92,0.88,0.88,319000,286210,-0.20,4
107/06/27,0.91,1.01,0.89,0.89,663000,608970,+0.01,6
107/06/28,0.83,0.85,0.83,0.85,469000,395450,-0.04,6
107/06/29,0.82,0.89,0.81,0.85,851000,723790,0.00,8
107/07/02,0.85,0.85,0.82,0.83,192000,160900,-0.02,3
107/07/03,0.83,0.85,0.81,0.81,994000,827140,-0.02,6
107/07/04,0.78,0.78,0.78,0.78,86000,67080,-0.03,1
107/07/05,---,---,---,---,0,0,---,0
107/07/06,---,---,---,---,0,0,---,0
107/07/09,0.71,0.79,0.71,0.78,858000,619530,+0.06,16
107/07/10,0.78,0.82,0.78,0.79,1016000,817350,+0.01,14
107/07/11,0.73,0.78,0.68,0.78,508000,367680,-0.01,5
107/07/12,0.74,0.79,0.74,0.79,120000,94300,+0.01,2
107/07/13,0.83,0.83,0.83,0.83,199000,165170,+0.04,1
107/07/16,0.81,0.81,0.81,0.81,261000,211410,-0.02,3
107/07/17,0.80,0.80,0.80,0.80,62000,49600,-0.01,1
107/07/18,---,---,---,---,0,0,---,0
107/07/19,---,---,---,---,0,0,---,0
107/07/20,---,---,---,---,0,0,---,0
107/07/23,---,---,---,---,0,0,---,0
107/07/24,---,---,---,---,0,0,---,0
107/07/25,---,---,---,---,0,0,---,0
107/07/26,---,---,---,---,0,0,---,0
107/07/27,0.81,0.81,0.81,0.81,210000,170100,-0.03,3
107/07/30,0.81,0.81,0.81,0.81,210000,170100,0.00,2
107/07/31,0.82,0.82,0.82,0.82,215000,176300,+0.01,2
107/08/01,0.80,0.85,0.80,0.85,967000,806250,+0.03,16
107/08/02,0.96,0.96,0.90,0.90,767000,725740,+0.05,16
107/08/03,0.92,0.97,0.91,0.92,400000,386840,+0.02,4
107/08/06,---,---,---,---,0,0,---,0
107/08/07,0.96,1.01,0.96,1.01,155000,152970,+0.06,3
107/08/08,1.03,1.07,1.03,1.07,598000,627890,+0.06,6
107/08/09,1.07,1.29,1.07,1.20,503000,549090,+0.13,5
107/08/10,1.24,1.31,1.22,1.24,542000,683820,+0.04,19
107/08/13,1.10,1.12,0.88,1.00,1074000,1067890,-0.24,24
107/08/14,0.99,1.04,0.98,1.03,780000,793000,+0.03,13
107/08/15,0.94,0.95,0.86,0.89,1003000,906610,-0.14,13
107/08/16,0.81,0.86,0.81,0.84,576000,487470,-0.05,5
107/08/17,0.88,0.88,0.88,0.88,448000,394240,+0.04,1
107/08/20,0.78,0.78,0.74,0.74,355000,267900,-0.14,4
107/08/21,0.75,0.81,0.75,0.81,128000,97500,+0.07,4
107/08/22,---,---,---,---,0,0,---,0
107/08/23,0.77,0.77,0.77,0.77,23000,17710,-0.04,1
