106/09/30,1.21,1.21,1.21,1.21,10000,12100,0.00,1
106/10/02,1.28,1.38,1.27,1.38,538000,715980,+0.17,10
106/10/03,1.34,1.35,1.30,1.34,528000,703620,-0.04,16
106/10/05,1.32,1.34,1.32,1.32,154000,204180,-0.02,6
106/10/06,1.38,1.49,1.38,1.42,165000,238800,+0.10,11
106/10/11,1.32,1.32,1.22,1.23,189000,237940,-0.19,7
106/10/12,1.16,1.20,1.16,1.20,207000,245240,-0.03,6
106/10/13,1.18,1.26,1.16,1.23,453000,552500,+0.03,20
106/10/16,1.15,1.19,1.09,1.13,356000,412610,-0.10,10
106/10/17,1.16,1.28,1.13,1.22,449000,544470,+0.09,23
106/10/18,1.22,1.30,1.20,1.25,460000,569850,+0.03,18
106/10/19,1.40,1.40,1.30,1.30,297000,412090,+0.05,19
106/10/20,1.20,1.28,1.14,1.24,221000,270000,-0.06,11
106/10/23,1.26,1.31,1.26,1.31,150000,192750,+0.07,2
106/10/24,1.21,1.23,1.21,1.23,150000,183000,-0.08,2
106/10/25,1.26,1.33,1.26,1.33,320000,413500,+0.10,7
106/10/26,1.20,1.26,1.15,1.26,425000,517890,-0.07,16
106/10/27,1.19,1.23,1.17,1.23,350000,419300,-0.03,10
106/10/30,0.94,0.97,0.72,0.72,233000,202960,-0.51,10
106/10/31,0.70,0.71,0.67,0.67,47000,32190,-0.05,3
106/11/01,0.76,0.77,0.76,0.77,97000,73940,+0.10,3
106/11/02,0.61,0.61,0.55,0.55,327000,188620,-0.22,7
106/11/03,0.53,0.56,0.53,0.55,227000,124470,0.00,5
106/11/06,0.47,0.47,0.44,0.45,247000,113660,-0.10,8
106/11/07,0.42,0.44,0.42,0.44,21000,9220,-0.01,2
106/11/08,0.40,0.40,0.40,0.40,150000,60000,-0.04,2
106/11/09,0.43,0.43,0.39,0.41,180000,73800,+0.01,5
106/11/10,0.37,0.37,0.37,0.37,30000,11100,-0.04,2
106/11/13,---,---,---,---,0,0,---,0
106/11/14,---,---,---,---,0,0,---,0
106/11/15,0.54,0.54,0.54,0.54,26000,14040,+0.07,1
106/11/16,0.43,0.43,0.43,0.43,26000,11180,-0.11,1
106/11/17,0.48,0.48,0.48,0.48,38000,18240,+0.05,1
106/11/20,0.44,0.44,0.44,0.44,38000,16720,-0.04,1
106/11/21,---,---,---,---,0,0,---,0
106/11/22,0.42,0.42,0.42,0.42,100000,42000,0.00,1
106/11/23,0.35,0.35,0.35,0.35,100000,35000,-0.07,2
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,0.43,0.43,0.43,0.43,100000,43000,+0.01,1
106/11/30,0.43,0.43,0.42,0.42,110000,46300,-0.01,3
106/12/01,0.42,0.42,0.42,0.42,10000,4200,0.00,1
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,0.37,0.37,0.37,0.37,19000,7030,+0.09,1
107/01/09,0.36,0.36,0.36,0.36,19000,6840,-0.01,1
107/01/10,---,---,---,---,0,0,---,0
107/01/11,0.31,0.31,0.31,0.31,33000,10230,+0.01,2
107/01/12,0.26,0.26,0.26,0.26,33000,8580,-0.05,1
107/01/15,---,---,---,---,0,0,---,0
107/01/16,---,---,---,---,0,0,---,0
107/01/17,---,---,---,---,0,0,---,0
107/01/18,---,---,---,---,0,0,---,0
