107/06/22,1.57,1.61,1.57,1.60,286000,451830,+0.18,13
107/06/25,1.61,1.68,1.60,1.68,409000,676570,+0.08,15
107/06/26,1.62,1.62,1.54,1.58,437000,694220,-0.10,25
107/06/27,1.56,1.58,1.53,1.55,375000,582640,-0.03,14
107/06/28,1.50,1.54,1.48,1.54,343000,515240,-0.01,15
107/06/29,1.52,1.55,1.50,1.50,171000,258470,-0.04,9
107/07/02,1.48,1.59,1.48,1.59,339000,515980,+0.09,13
107/07/03,1.56,1.61,1.54,1.61,612000,962480,+0.02,27
107/07/04,1.64,1.82,1.60,1.82,454000,769350,+0.21,27
107/07/05,1.78,1.81,1.74,1.80,571000,1018200,-0.02,27
107/07/06,1.74,1.74,1.62,1.62,106000,179720,-0.18,10
107/07/09,1.58,1.63,1.56,1.61,766000,1224220,-0.01,13
107/07/10,1.53,1.53,1.46,1.46,62000,93460,-0.15,11
107/07/11,1.45,1.45,1.42,1.45,34000,48540,-0.01,5
107/07/12,1.42,1.44,1.41,1.44,724000,1024460,-0.01,7
107/07/13,1.36,1.43,1.36,1.43,20000,27710,-0.01,6
107/07/16,1.39,1.39,1.36,1.36,102000,138780,-0.07,2
107/07/17,1.36,1.38,1.36,1.38,165000,226400,+0.02,6
107/07/18,1.37,1.46,1.36,1.45,421000,588740,+0.07,23
107/07/19,1.38,1.38,1.35,1.35,200000,273570,-0.10,14
107/07/20,1.34,1.42,1.34,1.42,259000,357290,+0.07,8
107/07/23,1.43,1.50,1.41,1.50,651000,949730,+0.08,23
107/07/24,1.37,1.37,1.34,1.35,342000,464140,-0.15,17
107/07/25,---,---,---,---,0,0,---,0
107/07/26,1.30,1.30,1.30,1.30,5000,6500,-0.05,1
107/07/27,1.32,1.32,1.32,1.32,10000,13200,+0.02,1
107/07/30,1.31,1.36,1.31,1.35,339000,457050,+0.03,13
107/07/31,1.39,1.39,1.32,1.32,263000,357670,-0.03,14
107/08/01,1.29,1.38,1.29,1.38,213000,287000,+0.06,9
107/08/02,1.37,1.52,1.37,1.52,598000,855190,+0.14,30
107/08/03,1.50,1.57,1.47,1.52,424000,643780,0.00,20
107/08/06,1.54,1.54,1.48,1.50,45000,68530,-0.02,4
107/08/07,1.38,1.41,1.38,1.41,21000,29010,-0.09,2
107/08/08,1.41,1.46,1.41,1.46,444000,637780,+0.05,12
107/08/09,1.41,1.46,1.40,1.40,383000,543160,-0.06,18
107/08/10,1.35,1.39,1.35,1.39,72000,100000,-0.01,2
107/08/13,1.50,1.64,1.50,1.64,310000,475270,+0.25,11
107/08/14,1.62,1.70,1.59,1.62,629000,1036300,-0.02,18
107/08/15,1.63,1.75,1.63,1.75,182000,301540,+0.13,10
107/08/16,1.85,1.87,1.72,1.72,97000,175090,-0.03,7
107/08/17,1.68,1.73,1.67,1.73,30000,50440,+0.01,3
107/08/20,1.80,1.96,1.80,1.96,2000,3760,+0.23,2
107/08/21,1.90,1.91,1.90,1.91,33000,63010,-0.05,4
107/08/22,1.93,1.93,1.93,1.93,1000,1930,+0.02,1
107/08/23,1.91,1.92,1.90,1.92,3000,5730,-0.01,3
107/08/24,2.09,2.09,2.09,2.09,129000,269610,+0.17,1
