106/09/25,1.01,1.02,0.78,0.89,2322000,2082060,-0.09,99
106/09/26,0.88,1.10,0.85,0.89,3402000,3308720,0.00,104
106/09/27,0.99,1.14,0.88,1.13,4611000,4668560,+0.24,177
106/09/28,1.13,1.46,1.06,1.40,5572000,6970750,+0.27,302
106/09/29,1.36,1.36,1.15,1.25,3354000,4261080,-0.15,194
106/09/30,1.24,1.43,1.24,1.31,3363000,4445750,+0.06,119
106/10/02,1.32,1.75,1.27,1.67,3143000,4519820,+0.36,139
106/10/03,1.40,1.76,1.40,1.64,2194000,3453470,-0.03,115
106/10/05,1.67,1.75,1.61,1.64,1516000,2560370,0.00,46
106/10/06,1.60,1.61,1.39,1.43,1261000,1886660,-0.21,48
106/10/11,1.39,1.64,1.39,1.48,1168000,1739870,+0.05,44
106/10/12,1.58,2.07,1.53,2.01,1445000,2651180,+0.53,68
106/10/13,2.11,2.22,1.84,1.87,535000,1101320,-0.14,32
106/10/16,1.90,2.08,1.89,2.08,146000,289970,+0.21,15
106/10/17,2.00,2.38,1.95,2.34,418000,883680,+0.26,28
106/10/18,2.16,2.17,2.07,2.16,204000,437380,-0.18,11
106/10/19,2.36,2.36,2.31,2.31,25000,58250,+0.15,3
106/10/20,2.35,2.87,2.35,2.87,146000,398520,+0.56,14
106/10/23,2.84,2.84,2.71,2.78,87000,243640,-0.09,10
106/10/24,---,---,---,---,0,0,---,0
106/10/25,3.40,3.40,2.83,2.83,31000,90800,0.00,3
106/10/26,3.20,3.35,3.20,3.22,23000,74250,+0.39,4
106/10/27,3.25,3.73,3.25,3.45,25000,85840,+0.23,5
106/10/30,3.59,3.59,3.59,3.59,3000,10770,+0.14,2
106/10/31,3.59,3.62,3.59,3.62,7000,25250,+0.03,3
106/11/01,3.81,4.25,3.81,4.25,7000,27650,+0.63,4
106/11/02,3.97,4.25,3.97,4.25,6000,24660,0.00,2
106/11/03,4.42,4.49,4.42,4.49,6000,26730,+0.24,3
106/11/06,---,---,---,---,0,0,---,0
106/11/07,4.00,4.00,4.00,4.00,1000,4000,-0.23,1
106/11/08,3.20,3.20,3.20,3.20,1000,3200,-0.80,1
106/11/09,3.16,3.16,2.49,2.57,30000,79340,-0.63,5
106/11/10,2.34,2.39,2.34,2.39,17000,40130,-0.18,2
106/11/13,2.68,2.68,2.68,2.68,17000,45560,+0.29,1
106/11/14,2.52,2.78,2.52,2.78,35000,93060,+0.10,8
106/11/15,2.52,2.52,2.52,2.52,10000,25200,-0.26,1
106/11/16,---,---,---,---,0,0,---,0
106/11/17,2.79,2.79,2.79,2.79,1000,2790,+0.21,1
106/11/20,3.07,3.07,3.07,3.07,1000,3070,+0.28,1
106/11/21,---,---,---,---,0,0,---,0
106/11/22,2.85,2.85,2.62,2.62,49000,139420,-0.46,4
106/11/23,2.16,2.73,2.16,2.73,110000,273700,+0.11,11
106/11/24,2.93,2.93,2.93,2.93,10000,29300,+0.20,1
106/11/27,2.72,2.72,2.72,2.72,50000,136000,-0.21,1
106/11/28,2.44,2.44,2.44,2.44,50000,122000,-0.28,1
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,2.74,2.74,2.74,2.74,10000,27400,+0.28,1
106/12/06,2.68,2.68,2.68,2.68,10000,26800,-0.06,2
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,2.40,2.40,2.40,2.40,10000,24000,-0.03,1
106/12/14,2.70,2.70,2.70,2.70,10000,27000,+0.30,1
106/12/15,---,---,---,---,0,0,---,0
106/12/18,2.69,2.72,2.69,2.72,20000,54100,+0.12,2
106/12/19,2.79,2.79,2.79,2.79,20000,55800,+0.07,1
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,---,---,---,---,0,0,---,0
107/01/10,---,---,---,---,0,0,---,0
107/01/11,---,---,---,---,0,0,---,0
107/01/12,---,---,---,---,0,0,---,0
107/01/15,---,---,---,---,0,0,---,0
107/01/16,---,---,---,---,0,0,---,0
107/01/17,---,---,---,---,0,0,---,0
107/01/18,---,---,---,---,0,0,---,0
107/01/19,---,---,---,---,0,0,---,0
107/01/22,---,---,---,---,0,0,---,0
107/01/23,---,---,---,---,0,0,---,0
107/01/24,---,---,---,---,0,0,---,0
107/01/25,---,---,---,---,0,0,---,0
107/01/26,---,---,---,---,0,0,---,0
107/01/29,---,---,---,---,0,0,---,0
107/01/30,---,---,---,---,0,0,---,0
107/01/31,---,---,---,---,0,0,---,0
107/02/01,---,---,---,---,0,0,---,0
107/02/02,---,---,---,---,0,0,---,0
107/02/05,---,---,---,---,0,0,---,0
107/02/06,---,---,---,---,0,0,---,0
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
107/02/12,---,---,---,---,0,0,---,0
107/02/21,---,---,---,---,0,0,---,0
107/02/22,---,---,---,---,0,0,---,0
107/02/23,---,---,---,---,0,0,---,0
107/02/26,---,---,---,---,0,0,---,0
107/02/27,---,---,---,---,0,0,---,0
107/03/01,---,---,---,---,0,0,---,0
107/03/02,---,---,---,---,0,0,---,0
107/03/05,---,---,---,---,0,0,---,0
107/03/06,---,---,---,---,0,0,---,0
107/03/07,---,---,---,---,0,0,---,0
107/03/08,---,---,---,---,0,0,---,0
107/03/09,---,---,---,---,0,0,---,0
107/03/12,---,---,---,---,0,0,---,0
107/03/13,---,---,---,---,0,0,---,0
107/03/14,---,---,---,---,0,0,---,0
107/03/15,---,---,---,---,0,0,---,0
107/03/16,---,---,---,---,0,0,---,0
