106/09/25,0.78,0.78,0.64,0.66,152000,105550,-0.12,13
106/09/26,0.64,0.67,0.58,0.58,283000,176300,-0.08,10
106/09/27,0.61,0.66,0.61,0.62,270000,167600,+0.04,6
106/09/28,0.67,0.67,0.58,0.58,455000,286450,-0.04,10
106/09/29,0.51,0.52,0.51,0.52,301000,154510,-0.06,6
106/09/30,0.56,0.60,0.56,0.58,501000,289170,+0.06,10
106/10/02,0.59,0.74,0.56,0.73,1873000,1246100,+0.15,34
106/10/03,0.78,0.82,0.74,0.74,1051000,823740,+0.01,45
106/10/05,0.73,0.73,0.71,0.71,171000,123040,-0.03,10
106/10/06,0.74,0.80,0.72,0.72,935000,719880,+0.01,17
106/10/11,0.79,0.79,0.64,0.64,1202000,869060,-0.08,47
106/10/12,0.67,0.69,0.62,0.63,494000,313970,-0.01,9
106/10/13,0.62,0.63,0.57,0.59,110000,65500,-0.04,6
106/10/16,0.59,0.59,0.55,0.57,305000,175250,-0.02,5
106/10/17,0.55,0.58,0.55,0.55,581000,331310,-0.02,7
106/10/18,0.57,0.57,0.52,0.52,914000,486990,-0.03,19
106/10/19,0.53,0.53,0.53,0.53,71000,37630,+0.01,3
106/10/20,0.51,0.56,0.51,0.55,556000,293300,+0.02,6
106/10/23,0.56,0.56,0.54,0.54,536000,291400,-0.01,11
106/10/24,---,---,---,---,0,0,---,0
106/10/25,0.45,0.45,0.45,0.45,19000,8550,-0.04,1
106/10/26,0.42,0.42,0.42,0.42,1000,420,-0.03,1
106/10/27,0.45,0.45,0.35,0.35,100000,37000,-0.07,4
106/10/30,---,---,---,---,0,0,---,0
106/10/31,0.24,0.29,0.24,0.29,150000,38500,+0.01,4
106/11/01,0.29,0.29,0.28,0.28,106000,30680,-0.01,3
106/11/02,0.25,0.25,0.25,0.25,13000,3250,-0.03,2
106/11/03,0.26,0.27,0.26,0.27,51000,13760,+0.02,3
106/11/06,0.20,0.22,0.20,0.22,50000,10900,-0.05,3
106/11/07,0.21,0.21,0.21,0.21,10000,2100,-0.01,1
106/11/08,---,---,---,---,0,0,---,0
106/11/09,0.21,0.21,0.20,0.20,30000,6050,-0.02,2
106/11/10,---,---,---,---,0,0,---,0
106/11/13,0.14,0.14,0.14,0.14,555000,77700,-0.05,6
106/11/14,0.15,0.15,0.14,0.15,792000,118300,+0.01,8
106/11/15,---,---,---,---,0,0,---,0
106/11/16,---,---,---,---,0,0,---,0
106/11/17,0.16,0.19,0.16,0.19,35000,6050,+0.05,3
106/11/20,---,---,---,---,0,0,---,0
106/11/21,---,---,---,---,0,0,---,0
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,0.13,0.13,0.13,0.13,100000,13000,-0.02,1
106/11/28,0.09,0.09,0.09,0.09,50000,4500,-0.04,1
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,0.03,0.03,0.03,0.03,20000,600,-0.01,1
106/12/26,0.01,0.01,0.01,0.01,100000,1000,-0.02,1
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,0.01,0.01,0.01,0.01,310000,3100,0.00,3
107/01/09,---,---,---,---,0,0,---,0
