107/06/13,1.00,1.00,0.96,0.96,85000,84800,0.00,3
107/06/14,0.90,0.90,0.83,0.83,249000,216270,-0.13,4
107/06/15,0.79,0.85,0.79,0.84,1708000,1426040,+0.01,19
107/06/19,0.85,0.85,0.79,0.79,1718000,1384370,-0.05,22
107/06/20,0.72,0.73,0.72,0.72,380000,273900,-0.07,6
107/06/21,---,---,---,---,0,0,---,0
107/06/22,0.63,0.63,0.63,0.63,70000,44100,-0.02,1
107/06/25,---,---,---,---,0,0,---,0
107/06/26,---,---,---,---,0,0,---,0
107/06/27,0.55,0.55,0.55,0.55,127000,69850,+0.02,1
107/06/28,0.49,0.49,0.49,0.49,127000,62230,-0.06,1
107/06/29,0.61,0.63,0.61,0.63,320000,201400,+0.14,3
107/07/02,0.66,0.67,0.65,0.67,320000,213110,+0.04,7
107/07/03,---,---,---,---,0,0,---,0
107/07/04,0.61,0.61,0.61,0.61,10000,6100,+0.04,1
107/07/05,0.56,0.56,0.55,0.55,17000,9450,-0.06,3
107/07/06,0.49,0.53,0.49,0.53,399000,196690,-0.02,9
107/07/09,0.56,0.69,0.56,0.57,698000,433410,+0.04,13
107/07/10,0.55,0.55,0.53,0.54,307000,166660,-0.03,4
107/07/11,0.58,0.59,0.58,0.59,96000,55780,+0.05,2
107/07/12,0.55,0.57,0.55,0.57,96000,53000,-0.02,2
107/07/13,0.60,0.60,0.58,0.58,20000,11800,+0.01,2
107/07/16,0.62,0.62,0.62,0.62,108000,66960,+0.04,2
107/07/17,0.60,0.71,0.58,0.71,1152000,688780,+0.09,13
107/07/18,0.75,0.80,0.66,0.80,1203000,826150,+0.09,32
107/07/19,0.79,0.82,0.75,0.80,321000,256250,0.00,11
107/07/20,0.75,0.75,0.75,0.75,10000,7500,-0.05,1
107/07/23,0.75,0.75,0.74,0.74,2000,1490,-0.01,2
107/07/24,0.61,0.61,0.61,0.61,1000,610,-0.13,1
107/07/25,0.66,0.75,0.66,0.75,331000,232160,+0.14,7
107/07/26,0.74,0.83,0.73,0.76,728000,570100,+0.01,24
107/07/27,0.74,0.76,0.72,0.72,485000,354560,-0.04,11
107/07/30,0.80,0.80,0.77,0.77,105000,83850,+0.05,2
107/07/31,0.72,0.76,0.72,0.76,6000,4360,-0.01,2
107/08/01,0.92,0.97,0.87,0.87,37000,34380,+0.11,8
