106/09/25,0.69,0.70,0.64,0.64,782000,540660,-0.12,19
106/09/26,0.67,0.67,0.66,0.66,363000,239680,+0.02,3
106/09/27,---,---,---,---,0,0,---,0
106/09/28,0.63,0.63,0.63,0.63,5000,3150,+0.01,1
106/09/29,---,---,---,---,0,0,---,0
106/09/30,0.58,0.58,0.58,0.58,5000,2900,-0.04,1
106/10/02,0.65,0.65,0.65,0.65,10000,6500,+0.07,1
106/10/03,0.68,0.70,0.67,0.70,815000,556500,+0.05,13
106/10/05,0.69,0.71,0.66,0.66,1261000,878530,-0.04,18
106/10/06,0.65,0.65,0.62,0.62,446000,289470,-0.04,8
106/10/11,0.67,0.67,0.65,0.65,531000,352230,+0.03,3
106/10/12,0.64,0.66,0.64,0.65,708000,460430,0.00,11
106/10/13,0.62,0.62,0.62,0.62,407000,252340,-0.03,4
106/10/16,---,---,---,---,0,0,---,0
106/10/17,0.60,0.60,0.60,0.60,200000,120000,-0.02,1
106/10/18,0.60,0.60,0.57,0.57,130000,74400,-0.03,3
106/10/19,0.56,0.56,0.56,0.56,20000,11200,-0.01,1
106/10/20,0.49,0.49,0.49,0.49,100000,49000,-0.07,1
106/10/23,0.47,0.48,0.46,0.46,145000,68400,-0.03,4
106/10/24,0.45,0.45,0.45,0.45,50000,22500,-0.01,1
106/10/25,0.42,0.42,0.41,0.41,145000,60800,-0.04,3
106/10/26,0.41,0.42,0.41,0.42,242000,99320,+0.01,3
106/10/27,0.36,0.36,0.28,0.28,546000,169930,-0.14,17
106/10/30,0.25,0.25,0.23,0.23,30000,7000,-0.05,4
106/10/31,0.21,0.23,0.21,0.22,49000,10740,-0.01,4
106/11/01,---,---,---,---,0,0,---,0
106/11/02,0.21,0.21,0.20,0.20,72000,14420,-0.02,6
106/11/03,0.20,0.20,0.20,0.20,20000,4000,0.00,1
106/11/06,0.18,0.18,0.13,0.13,273000,38510,-0.07,13
106/11/07,0.12,0.16,0.12,0.16,635000,94580,+0.03,8
106/11/08,0.17,0.21,0.17,0.21,906000,167260,+0.05,14
106/11/09,0.25,0.29,0.24,0.24,424000,109980,+0.03,10
106/11/10,0.20,0.22,0.20,0.22,9000,1880,-0.02,2
106/11/13,0.15,0.15,0.15,0.15,30000,4500,-0.07,1
106/11/14,---,---,---,---,0,0,---,0
106/11/15,---,---,---,---,0,0,---,0
106/11/16,0.14,0.14,0.14,0.14,10000,1400,+0.01,1
106/11/17,0.18,0.22,0.18,0.20,176000,34320,+0.06,5
106/11/20,0.18,0.18,0.15,0.15,100000,17400,-0.05,2
106/11/21,0.18,0.18,0.17,0.18,72000,12920,+0.03,3
106/11/22,0.16,0.16,0.16,0.16,248000,39680,-0.02,1
106/11/23,0.14,0.15,0.14,0.15,60000,8500,-0.01,2
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,0.16,0.16,0.15,0.15,733000,116080,+0.02,10
106/11/29,0.14,0.15,0.14,0.15,763000,109120,0.00,6
106/11/30,0.15,0.15,0.15,0.15,70000,10500,0.00,1
106/12/01,---,---,---,---,0,0,---,0
106/12/04,0.13,0.14,0.13,0.14,322000,43080,+0.02,4
106/12/05,0.13,0.13,0.13,0.13,150000,19500,-0.01,2
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,0.07,0.07,0.07,0.07,50000,3500,-0.02,1
106/12/14,---,---,---,---,0,0,---,0
106/12/15,0.05,0.05,0.05,0.05,200000,10000,-0.02,1
106/12/18,---,---,---,---,0,0,---,0
106/12/19,0.03,0.03,0.03,0.03,10000,300,-0.02,1
106/12/20,0.04,0.04,0.03,0.03,60000,2000,0.00,2
106/12/21,0.05,0.06,0.05,0.06,51000,2560,+0.03,2
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,0.07,0.07,0.07,0.07,100000,7000,+0.02,6
107/01/10,0.08,0.08,0.08,0.08,5000,400,+0.01,1
