106/09/25,0.77,0.80,0.77,0.80,207000,164390,-0.32,3
106/09/26,0.81,0.84,0.81,0.84,203000,167490,+0.04,4
106/09/27,0.62,0.67,0.59,0.67,407000,255540,-0.17,15
106/09/28,0.67,0.70,0.64,0.69,201000,134300,+0.02,7
106/09/29,0.61,0.65,0.59,0.65,262000,162280,-0.04,8
106/09/30,0.70,0.87,0.68,0.87,621000,488760,+0.22,19
106/10/02,0.87,0.90,0.83,0.83,495000,425250,-0.04,19
106/10/03,0.84,0.88,0.80,0.88,282000,235870,+0.05,14
106/10/05,0.85,0.88,0.80,0.84,175000,148440,-0.04,11
106/10/06,0.90,1.03,0.90,0.93,177000,168410,+0.09,11
106/10/11,0.88,0.88,0.84,0.84,142000,121220,-0.09,14
106/10/12,1.60,1.60,1.60,1.60,2000,3200,+0.76,1
106/10/13,1.49,1.56,1.44,1.52,253000,378860,-0.08,7
106/10/16,1.64,1.66,1.58,1.58,199000,321340,+0.06,10
106/10/17,1.59,1.74,1.56,1.68,315000,516960,+0.10,14
106/10/18,1.54,1.54,1.48,1.49,200000,302800,-0.19,11
106/10/19,1.42,1.63,1.41,1.63,379000,573580,+0.14,20
106/10/20,1.60,1.67,1.58,1.62,365000,590590,-0.01,17
106/10/23,1.70,1.78,1.54,1.55,267000,434920,-0.07,19
106/10/24,1.54,1.58,1.45,1.56,344000,521550,+0.01,26
106/10/25,1.58,1.59,1.43,1.43,330000,496880,-0.13,14
106/10/26,1.33,1.49,1.30,1.49,321000,433840,+0.06,22
106/10/27,1.49,1.51,1.25,1.28,308000,418810,-0.21,15
106/10/30,1.37,1.44,1.26,1.37,392000,524630,+0.09,19
106/10/31,1.35,1.41,1.31,1.35,270000,370630,-0.02,13
106/11/01,1.42,1.65,1.41,1.65,369000,565790,+0.30,25
106/11/02,1.58,1.59,1.51,1.51,389000,604350,-0.14,20
106/11/03,1.54,1.56,1.41,1.41,155000,225300,-0.10,9
106/11/06,1.45,1.66,1.45,1.52,599000,949220,+0.11,31
106/11/07,1.43,1.49,1.37,1.49,451000,639090,-0.03,30
106/11/08,1.60,2.10,1.58,2.10,569000,1002890,+0.61,43
106/11/09,2.24,2.42,2.04,2.04,440000,948220,-0.06,30
106/11/10,1.86,2.35,1.86,2.35,157000,336970,+0.31,14
106/11/13,3.15,3.30,3.15,3.30,13000,41400,+0.95,2
106/11/14,2.98,2.98,2.91,2.91,40000,118500,-0.39,2
106/11/15,3.05,3.29,3.05,3.29,4000,12680,+0.38,2
106/11/16,3.39,3.44,3.19,3.19,50000,167850,-0.10,4
106/11/17,3.58,3.58,3.58,3.58,65000,232700,+0.39,2
106/11/20,---,---,---,---,0,0,---,0
106/11/21,---,---,---,---,0,0,---,0
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,---,---,---,---,0,0,---,0
106/11/28,---,---,---,---,0,0,---,0
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,---,---,---,---,0,0,---,0
107/01/10,2.27,2.27,2.27,2.27,10000,22700,-0.55,1
107/01/11,2.31,2.36,2.31,2.36,10000,23550,+0.09,2
107/01/12,---,---,---,---,0,0,---,0
107/01/15,---,---,---,---,0,0,---,0
107/01/16,---,---,---,---,0,0,---,0
107/01/17,---,---,---,---,0,0,---,0
107/01/18,---,---,---,---,0,0,---,0
107/01/19,---,---,---,---,0,0,---,0
107/01/22,---,---,---,---,0,0,---,0
107/01/23,---,---,---,---,0,0,---,0
107/01/24,---,---,---,---,0,0,---,0
107/01/25,---,---,---,---,0,0,---,0
107/01/26,---,---,---,---,0,0,---,0
107/01/29,---,---,---,---,0,0,---,0
107/01/30,---,---,---,---,0,0,---,0
107/01/31,---,---,---,---,0,0,---,0
107/02/01,---,---,---,---,0,0,---,0
107/02/02,---,---,---,---,0,0,---,0
107/02/05,---,---,---,---,0,0,---,0
107/02/06,---,---,---,---,0,0,---,0
107/02/07,---,---,---,---,0,0,---,0
107/02/08,---,---,---,---,0,0,---,0
107/02/09,---,---,---,---,0,0,---,0
