106/09/25,1.19,1.31,1.19,1.31,855000,1058350,+0.10,15
106/09/26,1.34,1.47,1.28,1.36,1123000,1560230,+0.05,48
106/09/27,1.21,1.21,1.13,1.19,292000,344000,-0.17,18
106/09/28,---,---,---,---,0,0,---,0
106/09/29,---,---,---,---,0,0,---,0
106/09/30,---,---,---,---,0,0,---,0
106/10/02,1.14,1.14,1.14,1.14,300000,342000,0.00,1
106/10/03,---,---,---,---,0,0,---,0
106/10/05,1.16,1.25,1.16,1.25,80000,96100,+0.11,4
106/10/06,1.20,1.20,1.17,1.17,30000,35550,-0.08,2
106/10/11,1.12,1.12,1.12,1.12,30000,33600,-0.05,1
106/10/12,1.16,1.16,1.16,1.16,10000,11600,+0.04,1
106/10/13,1.06,1.06,1.05,1.05,51000,53830,-0.11,2
106/10/16,1.07,1.07,1.01,1.01,20000,20800,-0.04,2
106/10/17,---,---,---,---,0,0,---,0
106/10/18,---,---,---,---,0,0,---,0
106/10/19,1.01,1.01,1.01,1.01,10000,10100,-0.02,1
106/10/20,---,---,---,---,0,0,---,0
106/10/23,---,---,---,---,0,0,---,0
106/10/24,1.11,1.11,1.11,1.11,50000,55500,+0.10,4
106/10/25,---,---,---,---,0,0,---,0
106/10/26,1.15,1.15,1.15,1.15,40000,46000,+0.04,2
106/10/27,---,---,---,---,0,0,---,0
106/10/30,1.14,1.50,1.14,1.50,229000,314520,+0.46,14
106/10/31,1.30,1.51,1.30,1.33,214000,292560,-0.17,12
106/11/01,1.28,1.39,1.28,1.39,29000,39760,+0.06,2
106/11/02,1.46,2.03,1.46,1.74,239000,384040,+0.35,15
106/11/03,1.89,1.89,1.83,1.83,167000,312090,+0.09,8
106/11/06,2.26,2.26,2.03,2.03,24000,51940,+0.20,2
106/11/07,2.05,2.05,2.01,2.01,24000,48800,-0.02,2
106/11/08,---,---,---,---,0,0,---,0
106/11/09,---,---,---,---,0,0,---,0
106/11/10,---,---,---,---,0,0,---,0
106/11/13,2.42,2.42,2.42,2.42,70000,169400,+0.42,1
106/11/14,---,---,---,---,0,0,---,0
106/11/15,---,---,---,---,0,0,---,0
106/11/16,2.88,2.90,2.88,2.90,9000,25980,+0.39,3
106/11/17,2.75,2.75,2.75,2.75,9000,24750,-0.15,1
106/11/20,3.03,3.03,3.03,3.03,10000,30300,+0.28,1
106/11/21,2.91,2.91,2.91,2.91,10000,29100,-0.12,2
106/11/22,---,---,---,---,0,0,---,0
106/11/23,---,---,---,---,0,0,---,0
106/11/24,---,---,---,---,0,0,---,0
106/11/27,2.95,2.97,2.95,2.97,6000,17760,+0.36,2
106/11/28,3.20,3.20,3.20,3.20,6000,19200,+0.23,1
106/11/29,---,---,---,---,0,0,---,0
106/11/30,---,---,---,---,0,0,---,0
106/12/01,---,---,---,---,0,0,---,0
106/12/04,---,---,---,---,0,0,---,0
106/12/05,---,---,---,---,0,0,---,0
106/12/06,---,---,---,---,0,0,---,0
106/12/07,---,---,---,---,0,0,---,0
106/12/08,---,---,---,---,0,0,---,0
106/12/11,---,---,---,---,0,0,---,0
106/12/12,---,---,---,---,0,0,---,0
106/12/13,---,---,---,---,0,0,---,0
106/12/14,---,---,---,---,0,0,---,0
106/12/15,---,---,---,---,0,0,---,0
106/12/18,---,---,---,---,0,0,---,0
106/12/19,---,---,---,---,0,0,---,0
106/12/20,---,---,---,---,0,0,---,0
106/12/21,---,---,---,---,0,0,---,0
106/12/22,---,---,---,---,0,0,---,0
106/12/25,---,---,---,---,0,0,---,0
106/12/26,---,---,---,---,0,0,---,0
106/12/27,---,---,---,---,0,0,---,0
106/12/28,---,---,---,---,0,0,---,0
106/12/29,---,---,---,---,0,0,---,0
107/01/02,---,---,---,---,0,0,---,0
107/01/03,---,---,---,---,0,0,---,0
107/01/04,---,---,---,---,0,0,---,0
107/01/05,---,---,---,---,0,0,---,0
107/01/08,---,---,---,---,0,0,---,0
107/01/09,---,---,---,---,0,0,---,0
107/01/10,---,---,---,---,0,0,---,0
107/01/11,---,---,---,---,0,0,---,0
