106/09/25,1.12,1.22,1.12,1.14,632000,729780,-0.03,9
106/09/26,1.09,1.26,1.09,1.26,955000,1110600,+0.12,18
106/09/27,1.17,1.20,1.15,1.18,564000,660980,-0.08,12
106/09/28,1.05,1.05,0.99,1.02,134000,137440,-0.16,8
106/09/29,1.01,1.01,0.89,0.96,72000,68200,-0.06,4
106/09/30,0.89,0.89,0.89,0.89,5000,4450,-0.07,1
106/10/02,0.88,0.88,0.88,0.88,20000,17600,-0.01,1
106/10/03,0.79,0.79,0.72,0.72,733000,546990,-0.16,14
106/10/05,0.69,0.73,0.69,0.73,50000,35700,+0.01,2
106/10/06,0.64,0.67,0.63,0.66,115000,75200,-0.07,5
106/10/11,0.67,0.67,0.60,0.60,470000,309200,-0.06,6
106/10/12,0.52,0.52,0.36,0.39,916000,396710,-0.21,36
106/10/13,0.45,0.48,0.42,0.42,613000,280650,+0.03,13
106/10/16,0.40,0.44,0.39,0.44,97000,40820,+0.02,8
106/10/17,0.37,0.42,0.37,0.42,223000,83080,-0.02,6
106/10/18,0.41,0.43,0.41,0.42,163000,68860,0.00,3
106/10/19,0.39,0.39,0.32,0.36,201000,72490,-0.06,8
106/10/20,0.40,0.40,0.34,0.38,126000,48160,+0.02,4
106/10/23,0.35,0.35,0.31,0.31,23000,7930,-0.07,2
106/10/24,0.27,0.27,0.21,0.24,357000,82190,-0.07,8
106/10/25,0.21,0.21,0.20,0.20,40000,8300,-0.04,2
106/10/26,---,---,---,---,0,0,---,0
106/10/27,0.22,0.35,0.22,0.35,123000,32300,+0.14,7
106/10/30,0.32,0.38,0.30,0.32,505000,173300,-0.03,8
106/10/31,0.26,0.26,0.26,0.26,275000,71500,-0.06,7
106/11/01,0.25,0.25,0.18,0.20,795000,164100,-0.06,18
106/11/02,0.18,0.19,0.15,0.16,1460000,243380,-0.04,29
106/11/03,0.15,0.15,0.11,0.12,1266000,155170,-0.04,35
106/11/06,0.11,0.14,0.11,0.14,1725000,224040,+0.02,20
106/11/07,0.14,0.17,0.14,0.16,405000,64100,+0.02,9
