93/02/11,--,--,--,--,0,0,,0
93/02/12,--,--,--,--,0,0,,0
93/02/13,--,--,--,--,0,0,,0
93/02/16,--,--,--,--,0,0,,0
93/02/17,45.50,45.50,45.50,45.50,2000,91000,X,1
93/02/18,45.50,45.50,45.50,45.50,1000,45500,,1
93/02/19,--,--,--,--,0,0,,0
93/02/20,45.50,45.50,45.50,45.50,5000,227500,X,1
93/02/23,--,--,--,--,0,0,,0
93/02/24,--,--,--,--,0,0,,0
93/02/25,--,--,--,--,0,0,,0
93/02/26,45.50,45.50,45.50,45.50,3000,136500,X,1
93/02/27,--,--,--,--,0,0,,0
93/03/01,--,--,--,--,0,0,,0
93/03/02,--,--,--,--,0,0,,0
93/03/03,--,--,--,--,0,0,,0
93/03/04,--,--,--,--,0,0,,0
93/03/05,--,--,--,--,0,0,,0
93/03/08,45.50,45.50,45.50,45.50,3000,136500,X,2
93/03/09,--,--,--,--,0,0,,0
93/03/10,--,--,--,--,0,0,,0
93/03/11,--,--,--,--,0,0,,0
93/03/12,--,--,--,--,0,0,,0
93/03/15,--,--,--,--,0,0,,0
93/03/16,45.50,45.50,45.50,45.50,10000,455000,X,1
93/03/17,--,--,--,--,0,0,,0
93/03/18,45.50,45.50,45.50,45.50,1000,45500,X,1
93/03/19,--,--,--,--,0,0,,0
93/03/22,43.00,43.10,43.00,43.10,17000,732500,X,3
93/03/23,44.40,45.50,44.40,45.50,45000,2031000,2.40,4
93/03/24,--,--,--,--,0,0,,0
93/03/25,45.50,45.50,45.50,45.50,20000,910000,X,2
93/03/26,--,--,--,--,0,0,,0
93/03/29,--,--,--,--,0,0,,0
93/03/30,--,--,--,--,0,0,,0
93/03/31,--,--,--,--,0,0,,0
93/04/01,45.50,45.50,45.50,45.50,312000,14196000,X,12
93/04/02,45.50,45.50,45.50,45.50,1562000,71071000,,26
93/04/05,45.50,45.50,45.50,45.50,101000,4595500,,4
93/04/06,45.50,45.50,45.50,45.50,535000,24342500,,15
93/04/07,45.50,45.50,45.50,45.50,281000,12785500,,29
93/04/08,--,--,--,--,0,0,,0
93/04/09,--,--,--,--,0,0,,0
93/04/12,45.50,45.50,45.50,45.50,827000,37628500,X,13
93/04/13,--,--,--,--,0,0,,0
93/04/14,45.50,45.50,45.50,45.50,100000,4550000,X,1
93/04/15,--,--,--,--,0,0,,0
93/04/16,45.50,45.50,45.50,45.50,5000,227500,X,1
93/04/19,--,--,--,--,0,0,,0
93/04/20,--,--,--,--,0,0,,0
93/04/21,--,--,--,--,0,0,,0
93/04/22,--,--,--,--,0,0,,0
93/04/23,--,--,--,--,0,0,,0
93/04/26,--,--,--,--,0,0,,0
93/04/27,--,--,--,--,0,0,,0
93/04/28,--,--,--,--,0,0,,0
93/04/29,--,--,--,--,0,0,,0
93/04/30,--,--,--,--,0,0,,0
93/05/03,--,--,--,--,0,0,,0
93/05/04,--,--,--,--,0,0,,0
93/05/05,45.00,45.00,45.00,45.00,1000,45000,X,1
93/05/06,45.00,45.10,45.00,45.00,51000,2295500,,3
93/05/07,--,--,--,--,0,0,,0
93/05/10,45.00,45.00,45.00,45.00,15000,675000,X,1
