108/07/22,2.08,2.09,2.08,2.09,16000,33300,-0.16,2
108/07/23,2.13,2.13,1.94,1.94,43000,86010,-0.15,9
108/07/24,1.90,1.90,1.87,1.89,21000,39600,-0.05,4
108/07/25,1.92,1.97,1.81,1.97,92000,177190,+0.08,11
108/07/26,1.98,2.02,1.82,1.85,67000,128960,-0.12,14
108/07/29,1.87,1.87,1.76,1.78,245000,444980,-0.07,15
108/07/30,1.65,1.66,1.52,1.54,144000,225230,-0.24,9
108/07/31,1.61,1.74,1.60,1.74,622000,1040840,+0.20,26
108/08/01,1.67,1.84,1.64,1.68,1603000,2783920,-0.06,40
108/08/02,1.57,1.68,1.54,1.68,590000,957300,0.00,23
108/08/05,1.78,1.79,1.42,1.42,1777000,3088900,-0.26,37
108/08/06,1.22,1.43,1.21,1.30,441000,569810,-0.12,15
108/08/07,1.37,1.37,1.15,1.16,358000,460280,-0.14,17
108/08/08,1.19,1.22,1.12,1.21,403000,473640,+0.05,12
108/08/12,1.22,1.42,1.21,1.40,731000,965510,+0.19,19
108/08/13,1.25,1.35,1.25,1.27,536000,711850,-0.13,14
108/08/14,1.33,1.33,1.17,1.17,73000,86190,-0.10,3
108/08/15,1.09,1.18,1.09,1.15,63000,70650,-0.02,4
108/08/16,1.21,1.21,1.16,1.19,101000,119950,+0.04,4
108/08/19,1.22,1.22,1.22,1.22,140000,170800,+0.03,1
108/08/20,1.22,1.22,1.19,1.19,85000,101300,-0.03,3
108/08/21,1.08,1.08,1.02,1.04,124000,131120,-0.15,6
108/08/22,1.05,1.07,0.87,0.87,196000,196200,-0.17,11
108/08/23,0.92,0.92,0.81,0.85,130000,111320,-0.02,16
108/08/26,0.74,0.74,0.71,0.71,24000,17250,-0.14,4
108/08/27,0.65,0.80,0.61,0.80,275000,186400,+0.09,16
108/08/28,0.83,0.85,0.80,0.81,100000,82400,+0.01,10
108/08/29,0.80,0.87,0.80,0.87,165000,138750,+0.06,10
108/08/30,0.91,0.93,0.84,0.84,140000,125000,-0.03,14
108/09/02,0.84,0.91,0.84,0.88,56000,49090,+0.04,7
108/09/03,0.87,0.89,0.82,0.83,51000,42920,-0.05,5
108/09/04,0.55,0.64,0.55,0.57,490000,308350,-0.26,7
108/09/05,0.57,0.62,0.56,0.57,1548000,917120,0.00,15
108/09/06,0.55,0.58,0.54,0.58,591000,320300,+0.01,13
108/09/09,0.60,0.64,0.58,0.59,484000,298100,+0.01,16
108/09/10,0.52,0.52,0.52,0.52,150000,78000,-0.07,1
108/09/11,---,---,---,---,0,0,---,0
108/09/12,0.52,0.52,0.52,0.52,15000,7800,+0.01,1
108/09/16,---,---,---,---,0,0,---,0
108/09/17,0.50,0.50,0.50,0.50,14000,7000,-0.02,1
108/09/18,0.58,0.79,0.58,0.79,61000,42930,+0.29,10
108/09/19,0.84,0.90,0.82,0.90,32000,27630,+0.11,4
108/09/20,0.88,0.88,0.88,0.88,5000,4400,-0.02,1
108/09/23,0.91,0.94,0.91,0.94,25000,23200,+0.06,2
108/09/24,---,---,---,---,0,0,---,0
108/09/25,---,---,---,---,0,0,---,0
108/09/26,0.78,0.78,0.78,0.78,10000,7800,-0.09,1
