108/12/02,1.32,1.38,1.32,1.32,124000,164700,-0.26,9
108/12/03,1.30,1.30,1.22,1.22,137000,175860,-0.10,6
108/12/04,1.24,1.25,1.22,1.22,126000,156900,0.00,5
108/12/05,1.16,1.17,1.16,1.17,160000,186000,-0.05,13
108/12/06,1.17,1.17,0.94,0.95,1145000,1133900,-0.22,70
108/12/09,0.90,0.97,0.90,0.96,626000,586310,+0.01,36
108/12/10,0.96,0.96,0.92,0.95,394000,374630,-0.01,12
108/12/11,0.91,0.91,0.87,0.91,533000,477890,-0.04,30
108/12/12,0.87,0.88,0.70,0.71,2595000,2039280,-0.20,92
108/12/13,0.74,0.81,0.71,0.74,2001000,1496660,+0.03,40
108/12/16,0.76,0.76,0.71,0.71,1095000,809040,-0.03,27
108/12/17,0.67,0.70,0.61,0.69,762000,512420,-0.02,40
108/12/18,0.71,0.84,0.71,0.82,1965000,1532750,+0.13,56
108/12/19,0.82,0.83,0.77,0.77,1056000,848940,-0.05,25
108/12/20,0.82,0.88,0.82,0.86,2062000,1787040,+0.09,60
108/12/23,0.90,0.90,0.80,0.82,1373000,1120750,-0.04,17
108/12/24,0.76,0.80,0.76,0.78,305000,236580,-0.04,11
108/12/25,0.78,0.78,0.76,0.76,299000,229020,-0.02,10
108/12/26,0.72,0.74,0.70,0.72,358000,260670,-0.04,11
108/12/27,0.70,0.83,0.70,0.83,897000,689690,+0.11,26
108/12/30,0.79,0.83,0.79,0.79,778000,637870,-0.04,16
108/12/31,0.80,0.80,0.77,0.79,372000,294130,0.00,9
109/01/02,0.72,0.74,0.68,0.70,499000,350610,-0.09,15
109/01/03,0.68,0.82,0.68,0.82,1753000,1344950,+0.12,42
109/01/06,0.89,0.93,0.86,0.89,1319000,1166930,+0.07,46
109/01/07,0.85,0.93,0.83,0.83,1367000,1211160,-0.06,29
109/01/08,0.91,0.91,0.80,0.85,1283000,1079240,+0.02,39
109/01/09,0.80,0.82,0.78,0.82,224000,177690,-0.03,10
109/01/10,0.83,0.89,0.82,0.87,919000,784490,+0.05,21
109/01/13,0.82,1.03,0.82,1.00,2446000,2277480,+0.13,58
109/01/14,0.89,0.91,0.85,0.86,1445000,1287590,-0.14,26
109/01/15,0.81,0.93,0.81,0.92,556000,490850,+0.06,18
109/01/16,0.92,0.96,0.89,0.95,604000,558290,+0.03,28
109/01/17,0.90,0.95,0.90,0.94,362000,338550,-0.01,7
109/01/20,0.89,0.89,0.82,0.83,409000,353210,-0.11,26
109/01/30,0.92,1.07,0.91,1.03,414000,405170,+0.20,18
109/01/31,0.95,1.05,0.95,1.05,618000,610700,+0.02,17
109/02/03,1.10,1.27,1.10,1.17,1044000,1254810,+0.12,35
109/02/04,0.99,1.04,0.92,0.93,666000,654740,-0.24,32
109/02/05,0.95,0.95,0.90,0.93,131000,120610,0.00,10
109/02/06,0.83,0.91,0.83,0.87,431000,377020,-0.06,19
109/02/07,0.83,0.89,0.82,0.88,306000,267290,+0.01,11
109/02/10,0.93,0.94,0.81,0.82,526000,473790,-0.06,26
109/02/11,0.80,0.82,0.80,0.80,455000,371340,-0.02,14
109/02/12,0.78,0.79,0.75,0.75,495000,381610,-0.05,12
109/02/13,0.74,0.74,0.67,0.68,504000,354010,-0.07,12
109/02/14,0.70,0.79,0.70,0.79,880000,656440,+0.11,17
109/02/17,0.85,0.96,0.85,0.91,1123000,1004190,+0.12,55
109/02/18,0.92,0.96,0.89,0.96,358000,326550,+0.05,22
109/02/19,0.93,0.93,0.93,0.93,36000,33480,-0.03,3
109/02/20,0.91,1.00,0.90,1.00,887000,864300,+0.07,20
109/02/21,0.98,1.03,0.95,1.03,879000,873910,+0.03,19
109/02/24,1.06,1.14,0.94,0.94,1362000,1470730,-0.09,52
109/02/25,0.96,1.00,0.89,0.90,596000,579880,-0.04,18
109/02/26,0.94,0.97,0.93,0.97,349000,331550,+0.07,8
109/02/27,0.95,1.18,0.95,1.18,864000,935580,+0.21,32
109/03/02,1.29,1.29,1.08,1.10,902000,1078980,-0.08,34
109/03/03,1.02,1.10,0.99,1.10,255000,263770,0.00,15
109/03/04,1.07,1.13,1.01,1.11,559000,608490,+0.01,23
109/03/05,1.04,1.04,1.00,1.04,352000,359390,-0.07,9
109/03/06,1.05,1.07,1.05,1.07,43000,45510,+0.03,6
109/03/09,1.13,1.41,1.11,1.41,1369000,1687390,+0.34,29
109/03/10,1.38,1.44,1.30,1.30,1419000,1959620,-0.11,67
109/03/11,1.24,1.37,1.22,1.35,319000,403480,+0.05,34
109/03/12,1.33,1.68,1.33,1.65,338000,497430,+0.30,19
109/03/13,1.95,1.95,1.50,1.50,812000,1520320,-0.15,23
109/03/16,1.48,1.63,1.48,1.61,227000,341540,+0.11,32
109/03/17,1.81,1.85,1.59,1.65,110000,188120,+0.04,8
109/03/18,---,---,---,---,0,0,---,0
109/03/19,1.88,2.45,1.88,2.45,255000,548200,+0.63,6
109/03/20,2.40,2.40,1.97,2.07,147000,308540,-0.38,13
109/03/23,2.16,2.29,2.16,2.29,76000,173310,+0.22,5
109/03/24,2.10,2.10,2.10,2.10,3000,6300,-0.19,1
109/03/25,---,---,---,---,0,0,---,0
109/03/26,1.53,1.53,1.50,1.50,13000,19800,-0.29,3
109/03/27,---,---,---,---,0,0,---,0
109/03/30,1.34,1.34,1.34,1.34,1000,1340,-0.14,1
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,1.20,1.20,1.20,1.20,5000,6000,-0.10,1
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,1.00,1.15,1.00,1.15,76000,77600,-0.22,4
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,1.80,1.80,1.72,1.72,138000,237760,-0.32,2
109/04/24,---,---,---,---,0,0,---,0
109/04/27,1.92,1.92,1.92,1.92,90000,172800,-0.06,1
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,1.77,1.97,1.77,1.97,30000,55100,+0.33,2
109/05/15,1.98,1.98,1.90,1.90,7000,13460,-0.07,2
109/05/18,1.99,1.99,1.99,1.99,2000,3980,+0.09,2
109/05/19,2.07,2.07,2.07,2.07,5000,10350,+0.08,1
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
109/06/08,1.46,1.46,1.46,1.46,3000,4380,-0.05,1
109/06/09,---,---,---,---,0,0,---,0
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,---,---,---,---,0,0,---,0
109/06/15,---,---,---,---,0,0,---,0
109/06/16,---,---,---,---,0,0,---,0
109/06/17,---,---,---,---,0,0,---,0
109/06/18,---,---,---,---,0,0,---,0
109/06/19,0.83,0.83,0.83,0.83,50000,41500,-0.63,1
109/06/22,---,---,---,---,0,0,---,0
