109/09/02,1.14,1.14,1.14,1.14,4000,4560,-0.03,1
109/09/03,---,---,---,---,0,0,---,0
109/09/04,1.19,1.19,1.19,1.19,65000,77350,+0.08,2
109/09/07,1.23,1.35,1.23,1.34,114000,148970,+0.15,5
109/09/08,1.38,1.47,1.38,1.44,54000,75170,+0.10,6
109/09/09,1.41,1.41,1.39,1.39,11000,15390,-0.05,3
109/09/10,1.39,1.48,1.39,1.48,18000,25570,+0.09,4
109/09/11,1.46,1.47,1.43,1.43,18000,26230,-0.05,4
109/09/14,1.45,1.45,1.38,1.40,101000,145090,-0.03,7
109/09/15,1.40,1.40,1.39,1.39,69000,96590,-0.01,3
109/09/16,1.36,1.36,1.36,1.36,31000,42160,-0.03,2
109/09/17,1.31,1.34,1.31,1.34,74000,99130,-0.02,3
109/09/18,1.34,1.35,1.34,1.35,73000,98100,+0.01,2
109/09/21,1.37,1.41,1.36,1.41,140000,194370,+0.06,4
109/09/22,1.40,1.40,1.38,1.38,139000,193540,-0.03,2
109/09/23,1.36,1.39,1.36,1.39,151000,205390,+0.01,2
109/09/24,1.46,1.48,1.46,1.47,7000,10250,+0.08,3
109/09/25,1.55,1.55,1.53,1.53,35000,54230,+0.06,3
109/09/28,1.53,1.59,1.53,1.57,66000,102550,+0.04,7
109/09/29,1.51,1.52,1.51,1.52,174000,262980,-0.05,2
109/09/30,1.52,1.52,1.51,1.51,6000,9110,-0.01,2
109/10/05,1.51,1.54,1.51,1.54,87000,132190,+0.03,4
109/10/06,1.48,1.48,1.42,1.42,87000,127020,-0.12,3
109/10/07,1.42,1.43,1.42,1.42,89000,126800,0.00,3
109/10/08,1.31,1.31,1.27,1.28,108000,137970,-0.14,4
109/10/12,1.35,1.35,1.29,1.29,24000,32100,+0.01,2
109/10/13,1.36,1.41,1.36,1.41,126000,173400,+0.12,5
109/10/14,1.41,1.41,1.36,1.41,146000,202030,0.00,5
109/10/15,1.44,1.44,1.42,1.44,25000,35900,+0.03,4
109/10/16,1.42,1.43,1.42,1.43,10000,14250,-0.01,2
109/10/19,1.44,1.44,1.44,1.44,5000,7200,+0.01,1
109/10/20,1.46,1.47,1.46,1.47,10000,14650,+0.03,2
109/10/21,1.37,1.38,1.37,1.38,10000,13750,-0.09,2
109/10/22,1.34,1.34,1.34,1.34,20000,26800,-0.04,1
109/10/23,1.33,1.35,1.33,1.35,11000,14750,+0.01,2
109/10/26,1.35,1.37,1.35,1.37,11000,14950,+0.02,2
109/10/27,1.42,1.43,1.42,1.43,10000,14250,+0.06,2
109/10/28,1.39,1.43,1.39,1.43,31000,43980,0.00,3
109/10/29,1.49,1.49,1.49,1.49,10000,14900,+0.06,2
109/10/30,1.44,1.44,1.40,1.40,155000,223020,-0.09,4
109/11/02,1.41,1.41,1.41,1.41,8000,11280,+0.01,2
109/11/03,1.38,1.38,1.38,1.38,5000,6900,-0.03,1
109/11/04,1.38,1.38,1.36,1.36,40000,55000,-0.02,3
109/11/05,1.28,1.28,1.26,1.26,43000,54620,-0.10,2
109/11/06,---,---,---,---,0,0,---,0
109/11/09,1.28,1.28,1.28,1.28,170000,217600,-0.03,2
109/11/10,1.30,1.53,1.30,1.51,97000,133990,+0.23,7
109/11/11,1.51,1.59,1.51,1.59,106000,163140,+0.08,5
109/11/12,1.57,1.67,1.57,1.67,37000,58630,+0.08,3
109/11/13,---,---,---,---,0,0,---,0
109/11/16,---,---,---,---,0,0,---,0
109/11/17,1.60,1.60,1.60,1.60,21000,33600,-0.04,1
109/11/18,---,---,---,---,0,0,---,0
109/11/19,---,---,---,---,0,0,---,0
109/11/20,---,---,---,---,0,0,---,0
109/11/23,1.46,1.46,1.46,1.46,8000,11680,0.00,1
109/11/24,1.52,1.53,1.52,1.53,9000,13690,+0.07,2
109/11/25,---,---,---,---,0,0,---,0
109/11/26,---,---,---,---,0,0,---,0
109/11/27,---,---,---,---,0,0,---,0
109/11/30,1.44,1.44,1.44,1.44,30000,43200,+0.03,1
109/12/01,1.48,1.48,1.48,1.48,30000,44400,+0.04,1
109/12/02,---,---,---,---,0,0,---,0
109/12/03,---,---,---,---,0,0,---,0
109/12/04,---,---,---,---,0,0,---,0
109/12/07,---,---,---,---,0,0,---,0
109/12/08,1.47,1.47,1.47,1.47,25000,36750,-0.11,1
109/12/09,---,---,---,---,0,0,---,0
109/12/10,1.41,1.41,1.41,1.41,1000,1410,-0.06,1
109/12/11,1.45,1.45,1.45,1.45,1000,1450,+0.04,1
109/12/14,1.37,1.37,1.37,1.37,1000,1370,-0.08,1
109/12/15,---,---,---,---,0,0,---,0
109/12/16,1.36,1.36,1.36,1.36,1000,1360,-0.05,1
109/12/17,1.40,1.40,1.40,1.40,3000,4200,+0.04,1
109/12/18,1.33,1.34,1.33,1.34,4000,5330,-0.06,2
109/12/21,---,---,---,---,0,0,---,0
109/12/22,1.30,1.30,1.30,1.30,20000,26000,-0.02,1
109/12/23,---,---,---,---,0,0,---,0
109/12/24,---,---,---,---,0,0,---,0
109/12/25,---,---,---,---,0,0,---,0
109/12/28,---,---,---,---,0,0,---,0
109/12/29,---,---,---,---,0,0,---,0
109/12/30,0.87,0.87,0.87,0.87,17000,14790,-0.31,1
109/12/31,0.92,0.92,0.86,0.86,135000,121820,-0.01,5
