109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,1.28,1.28,1.28,1.28,47000,60160,0.00,1
109/05/14,1.21,1.23,0.98,0.98,101000,122040,-0.30,3
109/05/15,1.07,1.13,1.05,1.10,165000,181220,+0.12,9
109/05/18,1.22,1.26,1.20,1.22,104000,128460,+0.12,27
109/05/19,1.24,1.24,1.20,1.20,7000,8480,-0.02,2
109/05/20,1.22,1.22,1.17,1.17,82000,99340,-0.03,2
109/05/21,1.18,1.23,1.17,1.18,229000,274820,+0.01,8
109/05/22,1.15,1.18,1.14,1.18,141000,162640,0.00,4
109/05/25,---,---,---,---,0,0,---,0
109/05/26,1.29,1.34,1.23,1.26,112000,145430,+0.10,14
109/05/27,1.24,1.25,1.17,1.17,118000,140380,-0.09,6
109/05/28,1.17,1.19,1.17,1.19,30000,35500,+0.02,2
109/05/29,1.22,1.27,1.22,1.24,289000,360010,+0.05,6
109/06/01,1.37,1.51,1.35,1.48,466000,657680,+0.24,31
109/06/02,1.36,1.43,1.36,1.40,226000,315850,-0.08,26
109/06/03,1.47,1.75,1.47,1.64,193000,301260,+0.24,21
109/06/04,1.66,1.68,1.62,1.63,254000,420560,-0.01,26
109/06/05,1.59,1.62,1.57,1.57,80000,128300,-0.06,4
109/06/08,1.53,1.53,1.41,1.41,65000,94630,-0.16,3
109/06/09,1.37,1.37,1.33,1.33,29000,38970,-0.08,2
109/06/10,1.24,1.31,1.24,1.25,78000,99600,-0.08,4
109/06/11,1.26,1.26,1.15,1.15,128000,155280,-0.10,3
109/06/12,1.01,1.10,1.01,1.10,40000,43100,-0.05,2
109/06/15,1.11,1.11,1.09,1.09,41000,45300,-0.01,3
109/06/16,---,---,---,---,0,0,---,0
109/06/17,1.14,1.31,1.14,1.31,211000,251270,+0.22,11
109/06/18,1.32,1.36,1.30,1.30,320000,422100,-0.01,17
109/06/19,1.33,1.33,1.29,1.32,110000,144200,+0.02,5
109/06/22,1.38,1.49,1.38,1.42,13000,18670,+0.10,4
109/06/23,1.43,1.43,1.37,1.37,13000,18140,-0.05,9
109/06/24,1.30,1.30,1.29,1.29,51000,66290,-0.08,2
109/06/29,1.20,1.38,1.20,1.29,134000,175130,0.00,11
109/06/30,1.27,1.28,1.25,1.26,84000,106740,-0.03,12
109/07/01,1.31,1.34,1.31,1.33,157000,209110,+0.07,6
109/07/02,1.45,1.49,1.38,1.38,253000,367500,+0.05,14
109/07/03,1.38,1.42,1.36,1.40,336000,468170,+0.02,18
109/07/06,1.39,1.48,1.37,1.48,246000,344990,+0.08,13
109/07/07,1.48,1.48,1.37,1.37,35000,51580,-0.11,3
109/07/08,1.37,1.38,1.37,1.38,3000,4120,+0.01,2
109/07/09,1.33,1.33,1.33,1.33,1000,1330,-0.05,1
109/07/10,1.21,1.21,1.21,1.21,1000,1210,-0.12,1
109/07/13,1.19,1.33,1.19,1.33,52000,68880,+0.12,3
109/07/14,1.28,1.28,1.23,1.23,52000,64050,-0.10,3
109/07/15,1.26,1.26,1.15,1.15,41000,47560,-0.08,5
109/07/16,1.15,1.15,1.06,1.06,67000,74070,-0.09,8
109/07/17,0.98,0.98,0.97,0.97,27000,26200,-0.09,3
109/07/20,0.85,0.85,0.85,0.85,50000,42500,-0.12,1
109/07/21,0.96,0.96,0.96,0.96,50000,48000,+0.11,1
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,0.98,0.98,0.98,0.98,3000,2940,+0.03,1
109/07/27,1.08,1.17,1.08,1.17,112000,126780,+0.19,8
109/07/28,1.12,1.12,1.12,1.12,45000,50400,-0.05,7
109/07/29,1.09,1.17,1.09,1.10,145000,163820,-0.02,16
109/07/30,1.12,1.12,1.10,1.11,81000,90000,+0.01,17
109/07/31,---,---,---,---,0,0,---,0
109/08/03,1.22,1.31,1.22,1.31,105000,135410,+0.16,12
109/08/04,1.35,1.57,1.31,1.57,370000,519100,+0.26,39
109/08/05,1.64,1.64,1.54,1.54,273000,435630,-0.03,30
109/08/06,1.53,1.58,1.53,1.58,172000,270360,+0.04,6
109/08/07,1.62,1.67,1.55,1.67,160000,255400,+0.09,16
