108/07/09,2.53,2.60,2.53,2.60,255000,660090,+0.12,6
108/07/10,2.54,2.54,2.47,2.47,250000,634300,-0.13,3
108/07/11,---,---,---,---,0,0,---,0
108/07/12,---,---,---,---,0,0,---,0
108/07/15,---,---,---,---,0,0,---,0
108/07/16,---,---,---,---,0,0,---,0
108/07/17,1.96,2.00,1.96,2.00,300000,596000,-0.07,3
108/07/18,2.03,2.16,2.03,2.16,300000,628500,+0.16,2
108/07/19,2.04,2.04,2.04,2.04,1000,2040,-0.12,1
108/07/22,1.96,1.96,1.96,1.96,1000,1960,-0.08,1
108/07/23,---,---,---,---,0,0,---,0
108/07/24,1.80,1.80,1.80,1.80,5000,9000,-0.14,1
108/07/25,---,---,---,---,0,0,---,0
108/07/26,---,---,---,---,0,0,---,0
108/07/29,1.86,1.86,1.86,1.86,5000,9300,+0.10,1
108/07/30,1.79,1.97,1.79,1.97,6000,10920,+0.11,2
108/07/31,1.90,1.92,1.90,1.92,9000,17260,-0.05,2
108/08/01,1.96,1.96,1.96,1.96,8000,15680,+0.04,1
108/08/02,2.11,2.11,2.11,2.11,20000,42200,+0.15,1
108/08/05,2.19,2.19,2.19,2.19,20000,43800,+0.08,1
108/08/06,---,---,---,---,0,0,---,0
108/08/07,2.58,2.58,2.58,2.58,30000,77400,+0.28,1
108/08/08,2.84,2.84,2.84,2.84,52000,147680,+0.26,3
108/08/12,2.96,2.96,2.80,2.81,57000,167650,-0.03,3
108/08/13,2.85,2.85,2.85,2.85,5000,14250,+0.04,1
108/08/14,2.78,2.90,2.78,2.90,4000,11480,+0.05,3
108/08/15,3.29,3.29,3.22,3.22,4000,13020,+0.32,2
108/08/16,3.07,3.07,3.07,3.07,2000,6140,-0.15,1
108/08/19,---,---,---,---,0,0,---,0
108/08/20,2.47,2.56,2.47,2.56,45000,111800,-0.04,3
108/08/21,2.58,2.58,2.54,2.54,33000,83980,-0.02,2
108/08/22,---,---,---,---,0,0,---,0
108/08/23,2.60,2.60,2.60,2.60,12000,31200,+0.04,1
108/08/26,---,---,---,---,0,0,---,0
108/08/27,---,---,---,---,0,0,---,0
108/08/28,---,---,---,---,0,0,---,0
108/08/29,2.67,2.67,2.67,2.67,15000,40050,+0.06,1
108/08/30,2.51,2.51,2.51,2.51,15000,37650,-0.16,1
108/09/02,2.41,2.41,2.41,2.41,25000,60250,-0.10,1
108/09/03,2.28,2.41,2.28,2.41,31000,71040,0.00,5
108/09/04,2.28,2.28,2.28,2.28,24000,54720,-0.13,1
108/09/05,2.20,2.20,2.14,2.14,69000,150710,-0.14,5
108/09/06,2.08,2.08,2.05,2.05,23000,47240,-0.09,2
108/09/09,1.99,1.99,1.96,1.97,215000,423810,-0.08,3
108/09/10,1.94,2.02,1.94,2.02,270000,537720,+0.05,4
108/09/11,1.95,1.99,1.95,1.99,83000,164000,-0.03,5
108/09/12,---,---,---,---,0,0,---,0
108/09/16,2.01,2.01,2.01,2.01,8000,16080,+0.07,1
108/09/17,1.88,1.88,1.83,1.83,35000,65250,-0.18,3
108/09/18,1.80,1.81,1.80,1.81,13000,23470,-0.02,2
108/09/19,1.68,1.68,1.65,1.65,26000,43080,-0.16,2
108/09/20,---,---,---,---,0,0,---,0
108/09/23,---,---,---,---,0,0,---,0
108/09/24,1.44,1.57,1.44,1.55,417000,611440,+0.04,7
108/09/25,1.50,1.53,1.50,1.50,450000,684970,-0.05,5
108/09/26,1.35,1.48,1.34,1.48,269000,387260,-0.02,12
108/09/27,1.45,1.60,1.41,1.60,271000,418480,+0.12,8
108/10/01,1.41,1.50,1.41,1.50,153000,223350,-0.10,3
108/10/02,1.33,1.36,1.33,1.36,221000,298350,-0.14,5
108/10/03,1.31,1.31,1.14,1.14,107000,138920,-0.22,4
108/10/04,---,---,---,---,0,0,---,0
108/10/07,1.06,1.06,1.06,1.06,4000,4240,-0.06,1
108/10/08,1.10,1.13,1.10,1.13,155000,173410,+0.07,2
108/10/09,1.17,1.17,1.17,1.17,155000,181350,+0.04,2
108/10/14,0.71,0.71,0.70,0.70,2000,1410,-0.47,2
108/10/15,0.57,0.57,0.57,0.57,40000,22800,-0.13,2
108/10/16,0.62,0.64,0.62,0.63,245000,154050,+0.06,4
108/10/17,0.58,0.58,0.58,0.58,195000,113100,-0.05,2
108/10/18,0.49,0.49,0.49,0.49,10000,4900,-0.09,1
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,0.48,0.48,0.48,0.48,15000,7200,+0.04,1
108/10/24,0.48,0.48,0.48,0.48,2000,960,0.00,1
108/10/25,0.40,0.40,0.40,0.40,15000,6000,-0.08,1
108/10/28,---,---,---,---,0,0,---,0
108/10/29,0.38,0.38,0.38,0.38,20000,7600,-0.01,1
