109/04/22,0.90,0.92,0.90,0.92,230000,207600,0.00,4
109/04/23,0.94,1.11,0.94,1.03,1070000,1100000,+0.11,62
109/04/24,1.10,1.10,1.10,1.10,250000,275000,+0.07,1
109/04/27,1.07,1.07,1.06,1.06,420000,447400,-0.04,18
109/04/28,1.12,1.12,1.10,1.10,299000,334190,+0.04,4
109/04/29,1.08,1.13,1.08,1.12,10000,11070,+0.02,3
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,1.10,1.17,1.10,1.16,104000,119340,+0.07,3
109/05/06,1.17,1.39,1.13,1.35,535000,708390,+0.19,18
109/05/07,1.33,1.61,1.33,1.61,1290000,1948010,+0.26,43
109/05/08,1.67,1.77,1.49,1.49,899000,1484520,-0.12,15
109/05/11,---,---,---,---,0,0,---,0
109/05/12,1.44,1.44,1.44,1.44,1000,1440,-0.15,1
109/05/13,1.46,1.46,1.32,1.36,321000,436470,-0.08,7
109/05/14,1.45,1.62,1.45,1.48,2403000,3739130,+0.12,50
109/05/15,1.51,1.59,1.11,1.41,2323000,3522620,-0.07,57
109/05/18,1.39,1.53,1.39,1.45,1518000,2260120,+0.04,38
109/05/19,1.47,1.48,1.40,1.41,1237000,1762930,-0.04,23
109/05/20,1.45,1.45,1.40,1.42,80000,114450,+0.01,7
109/05/21,1.48,1.51,1.46,1.46,73000,108580,+0.04,5
109/05/22,1.55,1.60,1.52,1.53,190000,292740,+0.07,16
109/05/25,1.50,1.52,1.46,1.46,462000,691650,-0.07,21
109/05/26,1.48,1.48,1.45,1.45,308000,450370,-0.01,12
109/05/27,1.44,1.45,1.40,1.40,31000,44650,-0.05,4
109/05/28,1.43,1.49,1.43,1.48,430000,626700,+0.08,13
109/05/29,1.49,1.49,1.49,1.49,200000,298000,+0.01,3
109/06/01,---,---,---,---,0,0,---,0
109/06/02,1.54,1.54,1.54,1.54,10000,15400,+0.07,1
109/06/03,1.54,1.54,1.54,1.54,10000,15400,0.00,1
