109/01/09,1.36,1.36,1.36,1.36,2000,2720,0.00,1
109/01/10,1.29,1.34,1.24,1.24,17000,21410,-0.12,7
109/01/13,1.32,1.32,1.01,1.02,50000,54810,-0.22,14
109/01/14,1.16,1.26,1.16,1.23,37000,45530,+0.21,9
109/01/15,1.31,1.32,1.09,1.10,62000,73740,-0.13,18
109/01/16,1.10,1.12,1.04,1.05,66000,70600,-0.05,11
109/01/17,1.11,1.11,1.03,1.03,47000,50320,-0.02,13
109/01/20,1.10,1.20,1.09,1.20,36000,41250,+0.17,15
109/01/30,1.18,1.18,0.90,0.97,39000,41400,-0.23,5
109/01/31,0.91,0.91,0.85,0.85,50000,44100,-0.12,4
109/02/03,0.61,0.61,0.61,0.61,20000,12200,-0.24,2
109/02/04,0.90,0.96,0.90,0.96,90000,83200,+0.35,3
109/02/05,0.94,0.94,0.91,0.91,50000,45900,-0.05,5
109/02/06,1.02,1.02,0.98,1.01,177000,174930,+0.10,8
109/02/07,1.10,1.10,0.98,0.98,208000,220400,-0.03,13
109/02/10,1.06,1.06,1.03,1.03,3000,3130,+0.05,3
109/02/11,1.09,1.09,1.03,1.06,126000,134860,+0.03,17
109/02/12,1.10,1.14,1.06,1.13,124000,136720,+0.07,16
109/02/13,1.13,1.29,1.13,1.29,295000,361660,+0.16,45
109/02/14,1.20,1.20,1.03,1.03,269000,298390,-0.26,36
109/02/17,0.88,0.88,0.78,0.79,45000,38020,-0.24,8
109/02/18,0.79,0.81,0.76,0.76,463000,360810,-0.03,11
109/02/19,0.78,0.80,0.77,0.77,458000,357410,+0.01,13
109/02/20,0.78,0.79,0.69,0.69,205000,158400,-0.08,5
109/02/21,---,---,---,---,0,0,---,0
109/02/24,0.58,0.70,0.58,0.70,20000,11820,+0.05,4
109/02/25,0.75,0.76,0.70,0.72,150000,112180,+0.02,8
109/02/26,0.69,0.73,0.68,0.68,165000,116000,-0.04,14
109/02/27,0.61,0.61,0.54,0.54,268000,156310,-0.14,6
109/03/02,0.39,0.54,0.39,0.50,604000,304200,-0.04,7
109/03/03,0.55,0.58,0.48,0.48,498000,279540,-0.02,15
109/03/04,0.48,0.48,0.48,0.48,10000,4800,0.00,1
109/03/05,0.52,0.52,0.52,0.52,15000,7800,+0.04,1
109/03/06,0.47,0.47,0.46,0.46,37000,17190,-0.06,2
109/03/09,0.42,0.42,0.29,0.29,187000,65480,-0.17,8
109/03/10,0.27,0.31,0.27,0.31,61000,16810,+0.02,7
109/03/11,0.34,0.34,0.32,0.32,39000,12680,+0.01,2
109/03/12,0.20,0.20,0.17,0.17,50000,9200,-0.15,3
109/03/13,0.10,0.20,0.10,0.20,51000,5200,+0.03,6
109/03/16,0.22,0.22,0.20,0.20,310000,62040,0.00,2
109/03/17,0.26,0.26,0.26,0.26,1000,260,+0.06,1
109/03/18,0.23,0.23,0.23,0.23,10000,2300,-0.03,1
109/03/19,0.08,0.08,0.08,0.08,10000,800,-0.15,1
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,0.10,0.10,0.10,0.10,145000,14500,+0.02,1
109/03/26,0.23,0.23,0.23,0.23,50000,11500,+0.13,5
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,0.23,0.23,0.23,0.23,2000,460,0.00,1
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,---,---,---,---,0,0,---,0
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
