109/01/16,1.89,1.89,1.87,1.87,6000,11280,+0.21,2
109/01/17,1.66,1.66,1.63,1.63,6000,9930,-0.24,2
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,---,---,---,---,0,0,---,0
109/02/11,0.95,0.95,0.95,0.95,11000,10450,+0.07,1
109/02/12,1.04,1.09,1.04,1.09,82000,87730,+0.14,8
109/02/13,1.13,1.13,1.07,1.07,71000,79510,-0.02,12
109/02/14,---,---,---,---,0,0,---,0
109/02/17,1.15,1.23,1.15,1.23,50000,60690,+0.16,5
109/02/18,1.17,1.20,1.17,1.19,50000,59470,-0.04,5
109/02/19,---,---,---,---,0,0,---,0
109/02/20,---,---,---,---,0,0,---,0
109/02/21,---,---,---,---,0,0,---,0
109/02/24,1.01,1.06,1.01,1.06,24000,24670,0.00,3
109/02/25,0.97,1.02,0.97,1.02,24000,23380,-0.04,3
109/02/26,1.05,1.05,1.05,1.05,11000,11550,+0.03,1
109/02/27,0.97,0.97,0.97,0.97,11000,10670,-0.08,1
109/03/02,0.79,0.85,0.79,0.85,317000,261790,-0.12,5
109/03/03,0.92,0.97,0.92,0.97,449000,418490,+0.12,8
109/03/04,0.88,0.91,0.86,0.86,200000,175420,-0.11,11
109/03/05,0.97,0.98,0.97,0.98,67000,65100,+0.12,2
109/03/06,0.92,0.97,0.92,0.97,118000,111030,-0.01,3
109/03/09,0.90,0.90,0.85,0.85,157000,135950,-0.12,2
109/03/10,0.77,0.86,0.77,0.86,360000,287160,+0.01,5
109/03/11,0.92,0.92,0.89,0.91,408000,368680,+0.05,5
109/03/12,0.61,0.61,0.61,0.61,98000,59780,-0.30,1
109/03/13,---,---,---,---,0,0,---,0
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,0.53,0.58,0.53,0.58,83000,45990,+0.10,2
109/04/08,0.55,0.58,0.55,0.58,212000,120900,0.00,4
109/04/09,0.63,0.63,0.63,0.63,129000,81270,+0.05,1
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,0.61,0.62,0.61,0.62,245000,150920,0.00,3
109/04/17,0.61,0.61,0.61,0.61,195000,118950,-0.01,1
109/04/20,---,---,---,---,0,0,---,0
109/04/21,0.52,0.52,0.52,0.52,50000,26000,-0.07,1
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,0.51,0.52,0.51,0.52,150000,76700,+0.03,4
109/04/28,0.51,0.54,0.51,0.54,163000,84760,+0.02,5
109/04/29,0.53,0.56,0.53,0.56,148000,80340,+0.02,4
109/04/30,0.58,0.58,0.57,0.58,85000,49140,+0.02,3
109/05/04,---,---,---,---,0,0,---,0
109/05/05,0.59,0.62,0.59,0.62,268000,161750,+0.08,3
109/05/06,0.59,0.63,0.59,0.60,395000,246180,-0.02,4
109/05/07,0.60,0.60,0.58,0.58,297000,176200,-0.02,3
109/05/08,0.62,0.62,0.62,0.62,100000,62000,+0.04,1
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,0.50,0.50,0.47,0.47,55000,26750,-0.04,2
109/05/15,0.43,0.43,0.43,0.43,25000,10750,-0.04,1
109/05/18,0.37,0.37,0.37,0.37,310000,114700,-0.06,1
109/05/19,0.37,0.40,0.37,0.40,20000,7880,+0.03,2
109/05/20,0.40,0.40,0.40,0.40,20000,8000,0.00,1
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
