108/07/11,1.02,1.02,1.00,1.00,200000,202000,0.00,3
108/07/12,1.09,1.09,1.09,1.09,200000,218000,+0.09,1
108/07/15,---,---,---,---,0,0,---,0
108/07/16,0.93,0.93,0.90,0.93,85000,77950,-0.08,8
108/07/17,0.95,0.96,0.93,0.96,110000,103920,+0.03,11
108/07/18,0.93,1.01,0.93,0.95,44000,41780,-0.01,7
108/07/19,0.95,1.00,0.95,1.00,40000,39500,+0.05,5
108/07/22,1.03,1.07,0.97,1.02,123000,125920,+0.02,9
108/07/23,1.03,1.04,0.94,0.94,83000,83540,-0.08,5
108/07/24,0.98,0.98,0.94,0.94,40000,38500,0.00,4
108/07/25,1.00,1.20,1.00,1.16,102000,109200,+0.22,9
108/07/26,1.09,1.16,1.09,1.16,45000,49550,0.00,3
108/07/29,---,---,---,---,0,0,---,0
108/07/30,1.15,1.15,1.15,1.15,5000,5750,-0.01,1
108/07/31,---,---,---,---,0,0,---,0
108/08/01,1.29,1.38,1.29,1.33,39000,52050,+0.18,3
108/08/02,1.21,1.21,1.21,1.21,8000,9680,-0.12,1
108/08/05,1.06,1.06,1.06,1.06,13000,13780,-0.15,2
108/08/06,0.95,1.21,0.95,1.21,106000,125340,+0.15,4
108/08/07,1.23,1.35,1.23,1.30,145000,183660,+0.09,5
108/08/08,1.29,1.29,1.28,1.28,49000,63090,-0.02,2
108/08/12,0.90,0.90,0.90,0.90,9000,8100,-0.38,1
108/08/13,0.95,0.95,0.91,0.91,32000,29600,+0.01,2
108/08/14,0.92,0.92,0.92,0.92,20000,18400,+0.01,1
108/08/15,0.82,0.82,0.82,0.82,15000,12300,-0.10,2
108/08/16,0.93,0.93,0.92,0.92,6000,5570,+0.10,2
108/08/19,0.94,0.94,0.91,0.91,6000,5490,-0.01,2
108/08/20,0.92,0.92,0.92,0.92,20000,18400,+0.01,1
108/08/21,0.93,0.93,0.93,0.93,20000,18600,+0.01,1
108/08/22,---,---,---,---,0,0,---,0
108/08/23,---,---,---,---,0,0,---,0
108/08/26,---,---,---,---,0,0,---,0
108/08/27,1.00,1.00,1.00,1.00,130000,130000,+0.04,3
108/08/28,1.11,1.20,1.09,1.13,204000,229480,+0.13,6
108/08/29,1.15,1.15,1.10,1.12,89000,101500,-0.01,6
108/08/30,1.06,1.06,1.06,1.06,5000,5300,-0.06,1
108/09/02,1.15,1.20,1.15,1.20,115000,133690,+0.14,5
108/09/03,1.35,1.35,1.15,1.15,110000,144500,-0.05,4
108/09/04,1.17,1.17,1.17,1.17,5000,5850,+0.02,1
108/09/05,1.16,1.16,1.08,1.08,10000,11200,-0.09,2
108/09/06,0.98,0.98,0.98,0.98,10000,9800,-0.10,1
108/09/09,---,---,---,---,0,0,---,0
108/09/10,0.89,0.94,0.89,0.94,142000,132480,+0.01,4
108/09/11,0.97,0.97,0.97,0.97,142000,137740,+0.03,1
108/09/12,0.82,0.82,0.82,0.82,5000,4100,-0.15,1
108/09/16,0.75,0.75,0.73,0.73,25000,18550,-0.09,3
108/09/17,0.75,0.75,0.75,0.75,20000,15000,+0.02,1
108/09/18,0.75,0.75,0.75,0.75,10000,7500,0.00,1
108/09/19,0.82,0.82,0.82,0.82,10000,8200,+0.07,1
108/09/20,0.73,0.73,0.73,0.73,5000,3650,-0.09,1
108/09/23,0.95,1.01,0.95,0.99,35000,34650,+0.26,4
