109/03/30,0.99,1.03,0.98,1.01,158000,158560,+0.02,9
109/03/31,0.98,1.03,0.96,1.03,394000,390700,+0.02,24
109/04/01,1.02,1.06,1.02,1.04,374000,391510,+0.01,10
109/04/06,1.04,1.13,1.04,1.11,1239000,1352250,+0.07,41
109/04/07,1.09,1.15,1.04,1.10,1095000,1203110,-0.01,43
109/04/08,1.12,1.14,1.07,1.09,124000,135710,-0.01,16
109/04/09,1.04,1.05,0.91,0.91,234000,229070,-0.18,20
109/04/10,0.92,0.93,0.90,0.90,151000,137210,-0.01,7
109/04/13,0.94,0.95,0.91,0.92,90000,83850,+0.02,6
109/04/14,0.96,0.96,0.92,0.92,40000,38200,0.00,2
109/04/15,0.92,0.92,0.92,0.92,1000,920,0.00,1
109/04/16,1.04,1.09,1.04,1.09,60000,64400,+0.17,5
109/04/17,1.17,1.17,1.03,1.04,133000,146340,-0.05,6
109/04/20,1.09,1.12,1.09,1.12,80000,88000,+0.08,3
109/04/21,1.14,1.14,1.08,1.08,90000,100500,-0.04,4
109/04/22,1.13,1.20,1.13,1.19,512000,600400,+0.11,14
109/04/23,1.20,1.20,1.17,1.19,182000,215820,0.00,12
109/04/24,1.27,1.35,1.27,1.28,315000,408620,+0.09,12
109/04/27,1.34,1.34,1.26,1.28,384000,488840,0.00,29
109/04/28,---,---,---,---,0,0,---,0
109/04/29,1.30,1.30,1.30,1.30,3000,3900,+0.02,1
109/04/30,1.29,1.29,1.29,1.29,3000,3870,-0.01,1
109/05/04,1.31,1.31,1.31,1.31,8000,10480,+0.02,1
109/05/05,1.32,1.38,1.32,1.38,140000,192120,+0.07,8
109/05/06,1.60,1.67,1.47,1.47,215000,347150,+0.09,25
109/05/07,1.50,1.55,1.49,1.55,84000,126200,+0.08,3
109/05/08,1.61,1.61,1.61,1.61,6000,9660,+0.06,1
109/05/11,1.58,1.69,1.58,1.65,155000,250920,+0.04,10
109/05/12,1.65,1.78,1.65,1.78,320000,553970,+0.13,19
109/05/13,---,---,---,---,0,0,---,0
109/05/14,2.80,2.83,2.66,2.66,175000,477440,+0.40,5
109/05/15,3.25,3.26,3.19,3.19,30000,97000,+0.53,3
109/05/18,3.27,3.73,3.03,3.73,51000,176890,+0.54,16
109/05/19,3.22,3.22,3.19,3.19,30000,96300,-0.54,3
109/05/20,---,---,---,---,0,0,---,0
