108/12/16,2.11,2.11,2.11,2.11,2000,4220,+0.07,1
108/12/17,---,---,---,---,0,0,---,0
108/12/18,1.97,1.97,1.97,1.97,29000,57130,-0.03,2
108/12/19,1.84,1.96,1.84,1.96,95000,178020,-0.01,6
108/12/20,1.83,1.83,1.80,1.83,66000,120540,-0.13,4
108/12/23,1.76,1.76,1.76,1.76,2000,3520,-0.07,1
108/12/24,1.79,1.86,1.79,1.86,50000,91110,+0.10,2
108/12/25,1.88,1.89,1.88,1.89,55000,103900,+0.03,3
108/12/26,1.97,1.97,1.97,1.97,5000,9850,+0.08,1
108/12/27,---,---,---,---,0,0,---,0
108/12/30,---,---,---,---,0,0,---,0
108/12/31,2.84,2.84,2.84,2.84,6000,17040,+0.43,1
109/01/02,2.57,2.85,2.57,2.80,186000,515630,-0.04,8
109/01/03,2.65,2.74,2.56,2.64,287000,766840,-0.16,27
109/01/06,2.22,2.23,2.01,2.01,107000,228690,-0.63,5
109/01/07,2.08,2.08,1.99,1.99,61000,123460,-0.02,2
109/01/08,1.81,1.81,1.78,1.78,61000,108910,-0.21,4
109/01/09,1.94,2.16,1.94,2.15,137000,289970,+0.37,4
109/01/10,2.01,2.01,1.89,1.96,137000,268150,-0.19,18
109/01/13,1.78,1.78,1.78,1.78,10000,17800,-0.18,1
109/01/14,1.96,1.96,1.96,1.96,10000,19600,+0.18,1
109/01/15,---,---,---,---,0,0,---,0
109/01/16,2.12,2.21,2.12,2.21,39000,85060,+0.25,3
109/01/17,1.87,1.87,1.86,1.86,39000,72640,-0.35,3
109/01/20,---,---,---,---,0,0,---,0
109/01/30,1.58,1.58,1.58,1.58,10000,15800,-0.55,1
109/01/31,1.36,1.36,1.34,1.34,45000,61000,-0.24,2
109/02/03,0.98,0.98,0.95,0.95,35000,33650,-0.39,4
109/02/04,1.47,1.47,1.45,1.45,66000,96360,+0.50,2
109/02/05,1.30,1.30,1.30,1.30,66000,85800,-0.15,2
109/02/06,1.41,1.55,1.41,1.55,645000,936730,+0.25,6
109/02/07,1.36,1.36,1.23,1.23,87000,113380,-0.32,3
109/02/10,1.23,1.23,1.23,1.23,38000,46740,0.00,1
109/02/11,---,---,---,---,0,0,---,0
109/02/12,1.75,1.75,1.75,1.75,4000,7000,-0.01,1
109/02/13,1.82,1.82,1.82,1.82,4000,7280,+0.07,1
109/02/14,---,---,---,---,0,0,---,0
109/02/17,---,---,---,---,0,0,---,0
109/02/18,1.81,1.81,1.81,1.81,26000,47060,+0.14,2
109/02/19,1.56,1.56,1.56,1.56,26000,40560,-0.25,2
109/02/20,---,---,---,---,0,0,---,0
109/02/21,---,---,---,---,0,0,---,0
109/02/24,---,---,---,---,0,0,---,0
109/02/25,1.11,1.11,1.08,1.08,20000,21900,-0.11,2
109/02/26,1.10,1.10,1.10,1.10,20000,22000,+0.02,1
109/02/27,---,---,---,---,0,0,---,0
109/03/02,---,---,---,---,0,0,---,0
109/03/03,---,---,---,---,0,0,---,0
109/03/04,---,---,---,---,0,0,---,0
109/03/05,---,---,---,---,0,0,---,0
109/03/06,---,---,---,---,0,0,---,0
109/03/09,---,---,---,---,0,0,---,0
109/03/10,---,---,---,---,0,0,---,0
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,---,---,---,---,0,0,---,0
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,0.13,0.13,0.13,0.13,596000,77480,+0.04,4
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,0.47,0.51,0.47,0.49,802000,400640,+0.15,9
109/04/13,0.40,0.40,0.39,0.39,352000,137800,-0.10,10
109/04/14,0.43,0.43,0.43,0.43,450000,193500,+0.04,5
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,0.38,0.38,0.35,0.35,829000,291020,-0.04,18
109/04/20,0.42,0.42,0.42,0.42,260000,109200,+0.07,2
109/04/21,0.45,0.61,0.45,0.56,97000,53240,+0.14,9
109/04/22,0.53,0.62,0.53,0.62,53000,29020,+0.06,8
109/04/23,0.65,0.65,0.64,0.64,7000,4500,+0.02,2
109/04/24,0.69,0.69,0.56,0.56,2062000,1205480,-0.08,11
109/04/27,0.63,0.63,0.63,0.63,20000,12600,+0.07,1
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,0.05,0.05,0.05,0.05,10000,500,-0.52,1
