109/05/13,0.72,0.72,0.72,0.72,20000,14400,-0.05,1
109/05/14,0.76,0.76,0.70,0.70,126000,88680,-0.02,5
109/05/15,0.61,0.63,0.61,0.63,98000,60540,-0.07,2
109/05/18,0.48,0.51,0.45,0.45,98000,46440,-0.18,6
109/05/19,0.47,0.48,0.44,0.44,244000,115740,-0.01,3
109/05/20,0.43,0.43,0.42,0.42,181000,77680,-0.02,2
109/05/21,0.46,0.50,0.46,0.50,423000,207320,+0.08,10
109/05/22,0.50,0.56,0.50,0.56,533000,284230,+0.06,9
109/05/25,0.49,0.51,0.46,0.51,340000,165460,-0.05,12
109/05/26,0.51,0.51,0.47,0.47,242000,121670,-0.04,5
109/05/27,0.49,0.51,0.49,0.51,284000,143640,+0.04,7
109/05/28,0.50,0.53,0.49,0.52,304000,157550,+0.01,11
109/05/29,0.57,0.57,0.57,0.57,68000,38760,+0.05,1
109/06/01,---,---,---,---,0,0,---,0
109/06/02,0.47,0.47,0.47,0.47,35000,16450,-0.04,1
109/06/03,0.47,0.49,0.47,0.49,35000,16750,+0.02,2
109/06/04,0.49,0.54,0.49,0.54,55000,27950,+0.05,24
109/06/05,0.51,0.51,0.50,0.50,20000,10170,-0.04,18
109/06/08,---,---,---,---,0,0,---,0
109/06/09,0.49,0.49,0.49,0.49,1000,490,-0.01,1
109/06/10,0.48,0.51,0.48,0.51,29000,14400,+0.02,3
109/06/11,0.51,0.51,0.50,0.50,86000,43610,-0.01,5
109/06/12,0.44,0.48,0.44,0.48,76000,34020,-0.02,3
109/06/15,0.49,0.60,0.25,0.51,412000,232630,+0.03,12
109/06/16,0.55,0.58,0.53,0.57,869000,486670,+0.06,22
109/06/17,0.55,0.62,0.55,0.55,476000,280680,-0.02,8
109/06/18,---,---,---,---,0,0,---,0
109/06/19,0.52,0.52,0.52,0.52,50000,26000,-0.01,1
109/06/22,0.53,0.53,0.53,0.53,392000,207760,+0.01,2
109/06/23,0.49,0.49,0.47,0.47,392000,189660,-0.06,4
109/06/24,0.46,0.46,0.46,0.46,109000,50140,-0.01,1
109/06/29,0.46,0.46,0.46,0.46,109000,50140,0.00,2
109/06/30,0.44,0.44,0.44,0.44,50000,22000,-0.02,1
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
109/07/03,---,---,---,---,0,0,---,0
109/07/06,0.44,0.44,0.44,0.44,40000,17600,-0.01,1
109/07/07,0.42,0.42,0.42,0.42,8000,3360,-0.02,1
109/07/08,0.39,0.39,0.37,0.37,57000,21130,-0.05,2
109/07/09,0.39,0.39,0.39,0.39,2000,780,+0.02,1
109/07/10,---,---,---,---,0,0,---,0
109/07/13,---,---,---,---,0,0,---,0
109/07/14,---,---,---,---,0,0,---,0
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,---,---,---,---,0,0,---,0
109/07/21,---,---,---,---,0,0,---,0
109/07/22,---,---,---,---,0,0,---,0
109/07/23,0.29,0.29,0.29,0.29,10000,2900,0.00,1
109/07/24,---,---,---,---,0,0,---,0
109/07/27,0.32,0.32,0.32,0.32,1000,320,+0.03,1
109/07/28,0.30,0.30,0.30,0.30,1000,300,-0.02,1
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,---,---,---,---,0,0,---,0
109/08/04,---,---,---,---,0,0,---,0
109/08/05,---,---,---,---,0,0,---,0
109/08/06,---,---,---,---,0,0,---,0
109/08/07,---,---,---,---,0,0,---,0
109/08/10,---,---,---,---,0,0,---,0
109/08/11,---,---,---,---,0,0,---,0
109/08/12,---,---,---,---,0,0,---,0
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,---,---,---,---,0,0,---,0
109/08/21,---,---,---,---,0,0,---,0
109/08/24,---,---,---,---,0,0,---,0
109/08/25,---,---,---,---,0,0,---,0
109/08/26,---,---,---,---,0,0,---,0
109/08/27,0.08,0.08,0.08,0.08,75000,6000,+0.01,2
109/08/28,0.06,0.06,0.06,0.06,75000,4500,-0.02,2
109/08/31,---,---,---,---,0,0,---,0
109/09/01,---,---,---,---,0,0,---,0
109/09/02,---,---,---,---,0,0,---,0
109/09/03,---,---,---,---,0,0,---,0
109/09/04,---,---,---,---,0,0,---,0
109/09/07,---,---,---,---,0,0,---,0
109/09/08,---,---,---,---,0,0,---,0
109/09/09,---,---,---,---,0,0,---,0
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,---,---,---,---,0,0,---,0
109/09/15,---,---,---,---,0,0,---,0
109/09/16,---,---,---,---,0,0,---,0
109/09/17,---,---,---,---,0,0,---,0
109/09/18,---,---,---,---,0,0,---,0
109/09/21,---,---,---,---,0,0,---,0
109/09/22,---,---,---,---,0,0,---,0
109/09/23,---,---,---,---,0,0,---,0
109/09/24,---,---,---,---,0,0,---,0
109/09/25,---,---,---,---,0,0,---,0
109/09/28,---,---,---,---,0,0,---,0
109/09/29,---,---,---,---,0,0,---,0
109/09/30,---,---,---,---,0,0,---,0
