108/07/25,1.11,1.20,1.03,1.03,87000,96840,-0.25,15
108/07/26,0.93,0.94,0.87,0.89,62000,57160,-0.14,10
108/07/29,0.91,0.93,0.91,0.92,25000,22950,+0.03,5
108/07/30,0.90,0.90,0.84,0.84,45000,38900,-0.08,8
108/07/31,0.86,0.98,0.86,0.98,756000,706300,+0.14,12
108/08/01,0.95,1.07,0.95,0.95,1026000,1014730,-0.03,27
108/08/02,0.91,0.91,0.87,0.91,515000,467350,-0.04,9
108/08/05,0.94,0.97,0.79,0.79,95000,84850,-0.12,7
108/08/06,0.74,0.78,0.74,0.78,245000,190700,-0.01,4
108/08/07,0.88,0.92,0.85,0.89,470000,416650,+0.11,8
108/08/08,0.96,1.02,0.96,1.02,289000,280580,+0.13,11
108/08/12,1.10,1.27,1.10,1.13,637000,771600,+0.11,16
108/08/13,0.97,1.07,0.97,0.99,714000,730000,-0.14,13
108/08/14,1.02,1.07,0.92,0.92,635000,645320,-0.07,19
108/08/15,0.79,0.91,0.78,0.91,228000,181700,-0.01,6
108/08/16,0.93,0.93,0.89,0.89,41000,37630,-0.02,3
108/08/19,0.87,0.87,0.82,0.82,217000,187890,-0.07,2
108/08/20,0.78,0.90,0.78,0.85,739000,615020,+0.03,10
108/08/21,0.85,0.93,0.85,0.93,544000,488150,+0.08,9
108/08/22,1.02,1.28,1.02,1.21,467000,554370,+0.28,26
108/08/23,1.32,1.37,1.20,1.20,274000,347640,-0.01,28
108/08/26,1.13,1.13,0.98,0.99,135000,139730,-0.21,18
108/08/27,1.02,1.02,0.97,0.97,780000,775570,-0.02,24
108/08/28,0.99,0.99,0.83,0.84,821000,759110,-0.13,12
108/08/29,0.83,0.90,0.83,0.90,72000,63190,+0.06,13
108/08/30,0.90,0.94,0.90,0.90,1256000,1143840,0.00,17
108/09/02,0.82,0.88,0.80,0.88,218000,176880,-0.02,10
108/09/03,0.87,0.87,0.87,0.87,100000,87000,-0.01,1
108/09/04,0.82,0.82,0.79,0.80,1184000,936050,-0.07,10
108/09/05,0.82,0.82,0.76,0.76,128000,99700,-0.04,11
108/09/06,0.79,0.82,0.79,0.82,136000,107770,+0.06,7
108/09/09,0.82,0.89,0.80,0.86,583000,489030,+0.04,10
108/09/10,0.67,0.67,0.54,0.55,864000,516290,-0.31,13
108/09/11,0.50,0.51,0.49,0.49,130000,65200,-0.06,4
108/09/12,0.49,0.49,0.46,0.46,182000,87360,-0.03,9
108/09/16,---,---,---,---,0,0,---,0
108/09/17,0.41,0.42,0.41,0.42,3000,1240,+0.03,2
108/09/18,0.40,0.44,0.37,0.44,29000,11590,+0.02,7
108/09/19,0.45,0.47,0.45,0.47,7000,3170,+0.03,2
108/09/20,0.45,0.45,0.45,0.45,1000,450,-0.02,1
108/09/23,---,---,---,---,0,0,---,0
108/09/24,0.49,0.56,0.49,0.53,143000,75290,+0.10,9
108/09/25,0.55,0.59,0.51,0.51,171000,97630,-0.02,11
108/09/26,0.49,0.50,0.46,0.46,217000,105220,-0.05,5
108/09/27,0.44,0.44,0.40,0.40,76000,30440,-0.06,2
108/10/01,---,---,---,---,0,0,---,0
108/10/02,0.33,0.33,0.33,0.33,280000,92400,-0.04,1
108/10/03,---,---,---,---,0,0,---,0
108/10/04,0.44,0.44,0.44,0.44,140000,61600,+0.03,1
108/10/07,0.42,0.42,0.42,0.42,5000,2100,-0.02,1
108/10/08,0.35,0.35,0.33,0.33,10000,3400,-0.09,2
108/10/09,---,---,---,---,0,0,---,0
108/10/14,0.25,0.25,0.25,0.25,40000,10000,-0.01,1
108/10/15,0.31,0.31,0.31,0.31,1000,310,+0.06,1
108/10/16,0.26,0.26,0.26,0.26,10000,2600,-0.05,1
108/10/17,0.25,0.25,0.25,0.25,5000,1250,-0.01,1
108/10/18,0.27,0.27,0.27,0.27,1000,270,+0.02,1
108/10/21,---,---,---,---,0,0,---,0
108/10/22,---,---,---,---,0,0,---,0
108/10/23,0.30,0.30,0.30,0.30,22000,6600,+0.03,1
108/10/24,---,---,---,---,0,0,---,0
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,---,---,---,---,0,0,---,0
108/10/30,0.23,0.23,0.23,0.23,50000,11500,-0.01,1
108/10/31,---,---,---,---,0,0,---,0
108/11/01,0.25,0.25,0.23,0.25,140000,34800,+0.05,8
108/11/04,0.24,0.24,0.23,0.23,55000,12690,-0.02,6
108/11/05,---,---,---,---,0,0,---,0
108/11/06,---,---,---,---,0,0,---,0
108/11/07,---,---,---,---,0,0,---,0
108/11/08,0.17,0.17,0.17,0.17,25000,4250,-0.01,1
108/11/11,---,---,---,---,0,0,---,0
108/11/12,0.16,0.16,0.16,0.16,1000,160,-0.01,1
108/11/13,---,---,---,---,0,0,---,0
108/11/14,---,---,---,---,0,0,---,0
108/11/15,---,---,---,---,0,0,---,0
108/11/18,0.11,0.11,0.11,0.11,50000,5500,-0.01,1
108/11/19,0.09,0.09,0.09,0.09,51000,4590,-0.02,1
108/11/20,---,---,---,---,0,0,---,0
108/11/21,---,---,---,---,0,0,---,0
108/11/22,---,---,---,---,0,0,---,0
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
108/11/27,---,---,---,---,0,0,---,0
108/11/28,---,---,---,---,0,0,---,0
108/11/29,---,---,---,---,0,0,---,0
108/12/02,---,---,---,---,0,0,---,0
108/12/03,---,---,---,---,0,0,---,0
108/12/04,---,---,---,---,0,0,---,0
108/12/05,---,---,---,---,0,0,---,0
108/12/06,---,---,---,---,0,0,---,0
108/12/09,---,---,---,---,0,0,---,0
108/12/10,---,---,---,---,0,0,---,0
108/12/11,---,---,---,---,0,0,---,0
108/12/12,---,---,---,---,0,0,---,0
108/12/13,---,---,---,---,0,0,---,0
108/12/16,---,---,---,---,0,0,---,0
108/12/17,---,---,---,---,0,0,---,0
108/12/18,---,---,---,---,0,0,---,0
108/12/19,---,---,---,---,0,0,---,0
108/12/20,---,---,---,---,0,0,---,0
108/12/23,---,---,---,---,0,0,---,0
108/12/24,---,---,---,---,0,0,---,0
108/12/25,---,---,---,---,0,0,---,0
108/12/26,---,---,---,---,0,0,---,0
108/12/27,---,---,---,---,0,0,---,0
108/12/30,---,---,---,---,0,0,---,0
108/12/31,---,---,---,---,0,0,---,0
109/01/02,---,---,---,---,0,0,---,0
109/01/03,---,---,---,---,0,0,---,0
109/01/06,---,---,---,---,0,0,---,0
109/01/07,---,---,---,---,0,0,---,0
109/01/08,---,---,---,---,0,0,---,0
109/01/09,---,---,---,---,0,0,---,0
109/01/10,---,---,---,---,0,0,---,0
109/01/13,---,---,---,---,0,0,---,0
109/01/14,---,---,---,---,0,0,---,0
109/01/15,---,---,---,---,0,0,---,0
109/01/16,---,---,---,---,0,0,---,0
109/01/17,---,---,---,---,0,0,---,0
