109/09/21,1.03,1.03,1.03,1.03,5000,5150,-0.16,1
109/09/22,0.93,0.93,0.93,0.93,5000,4650,-0.10,1
109/09/23,---,---,---,---,0,0,---,0
109/09/24,---,---,---,---,0,0,---,0
109/09/25,---,---,---,---,0,0,---,0
109/09/28,---,---,---,---,0,0,---,0
109/09/29,---,---,---,---,0,0,---,0
109/09/30,---,---,---,---,0,0,---,0
109/10/05,---,---,---,---,0,0,---,0
109/10/06,---,---,---,---,0,0,---,0
109/10/07,---,---,---,---,0,0,---,0
109/10/08,---,---,---,---,0,0,---,0
109/10/12,---,---,---,---,0,0,---,0
109/10/13,---,---,---,---,0,0,---,0
109/10/14,0.94,0.97,0.94,0.97,50000,48230,+0.12,3
109/10/15,1.12,1.12,1.08,1.10,85000,93670,+0.13,8
109/10/16,1.02,1.02,0.90,0.90,45000,41700,-0.20,3
109/10/19,---,---,---,---,0,0,---,0
109/10/20,---,---,---,---,0,0,---,0
109/10/21,0.90,0.90,0.90,0.90,2000,1800,0.00,1
109/10/22,0.85,0.85,0.85,0.85,2000,1700,-0.05,1
109/10/23,---,---,---,---,0,0,---,0
109/10/26,---,---,---,---,0,0,---,0
109/10/27,---,---,---,---,0,0,---,0
109/10/28,0.73,0.73,0.73,0.73,10000,7300,-0.06,1
109/10/29,---,---,---,---,0,0,---,0
109/10/30,---,---,---,---,0,0,---,0
109/11/02,---,---,---,---,0,0,---,0
109/11/03,---,---,---,---,0,0,---,0
109/11/04,---,---,---,---,0,0,---,0
109/11/05,---,---,---,---,0,0,---,0
109/11/06,0.73,0.81,0.73,0.76,100000,76700,+0.06,4
109/11/09,0.80,0.81,0.80,0.80,100000,80100,+0.04,5
109/11/10,---,---,---,---,0,0,---,0
109/11/11,---,---,---,---,0,0,---,0
109/11/12,---,---,---,---,0,0,---,0
109/11/13,---,---,---,---,0,0,---,0
109/11/16,0.74,0.74,0.74,0.74,55000,40700,-0.07,1
109/11/17,---,---,---,---,0,0,---,0
109/11/18,0.75,0.75,0.75,0.75,55000,41250,+0.04,1
109/11/19,0.83,0.83,0.83,0.83,2000,1660,+0.08,1
109/11/20,0.77,0.77,0.77,0.77,2000,1540,-0.06,1
109/11/23,0.79,0.79,0.79,0.79,12000,9480,+0.02,1
109/11/24,0.78,0.78,0.78,0.78,12000,9360,-0.01,1
109/11/25,---,---,---,---,0,0,---,0
109/11/26,0.74,0.74,0.74,0.74,147000,108780,+0.11,1
109/11/27,0.85,0.85,0.81,0.83,147000,121710,+0.09,15
109/11/30,---,---,---,---,0,0,---,0
109/12/01,0.77,0.77,0.77,0.77,48000,36960,+0.04,4
109/12/02,0.77,0.77,0.76,0.77,124000,95220,0.00,8
109/12/03,0.88,0.97,0.86,0.86,506000,450890,+0.09,18
109/12/04,0.84,0.84,0.81,0.82,368000,302760,-0.04,23
109/12/07,0.79,0.79,0.74,0.74,71000,53930,-0.08,8
109/12/08,---,---,---,---,0,0,---,0
109/12/09,0.85,0.85,0.85,0.85,25000,21250,+0.05,1
109/12/10,0.79,0.79,0.79,0.79,10000,7900,-0.06,1
109/12/11,---,---,---,---,0,0,---,0
109/12/14,0.78,0.81,0.78,0.81,183000,147510,+0.08,5
109/12/15,0.81,0.81,0.79,0.80,193000,153620,-0.01,19
109/12/16,0.73,0.73,0.71,0.71,25000,17950,-0.09,2
109/12/17,0.69,0.69,0.65,0.65,40000,26400,-0.06,3
109/12/18,0.68,0.68,0.68,0.68,5000,3400,+0.03,1
109/12/21,---,---,---,---,0,0,---,0
109/12/22,---,---,---,---,0,0,---,0
109/12/23,---,---,---,---,0,0,---,0
109/12/24,0.65,0.65,0.64,0.64,20000,12850,+0.03,2
109/12/25,0.64,0.74,0.64,0.74,306000,222040,+0.10,12
109/12/28,0.77,0.88,0.76,0.83,368000,293370,+0.09,37
109/12/29,0.76,0.76,0.69,0.69,72000,52580,-0.14,6
109/12/30,0.68,0.68,0.65,0.65,25000,16550,-0.04,2
109/12/31,---,---,---,---,0,0,---,0
