108/07/17,1.62,1.62,1.59,1.60,96000,154800,+0.13,5
108/07/18,1.60,1.62,1.60,1.60,305000,490860,0.00,9
108/07/19,1.60,1.60,1.55,1.56,214000,341100,-0.04,5
108/07/22,1.60,1.78,1.60,1.69,1012000,1710310,+0.13,31
108/07/23,1.66,1.69,1.41,1.41,967000,1586570,-0.28,22
108/07/24,1.49,1.51,1.49,1.51,55000,82050,+0.10,2
108/07/25,1.53,1.53,1.46,1.46,103000,153880,-0.05,3
108/07/26,1.47,1.47,1.47,1.47,50000,73500,+0.01,1
108/07/29,1.50,1.52,1.48,1.48,300000,450200,+0.01,7
108/07/30,1.52,1.54,1.47,1.47,370000,564030,-0.01,9
108/07/31,1.45,1.45,1.43,1.45,135000,194960,-0.02,5
108/08/01,---,---,---,---,0,0,---,0
108/08/02,1.20,1.20,1.20,1.20,220000,264000,-0.14,4
108/08/05,1.14,1.24,1.14,1.24,448000,537320,+0.04,7
108/08/06,1.11,1.28,1.11,1.28,745000,887980,+0.04,14
108/08/07,1.26,1.28,1.20,1.20,485000,613080,-0.08,14
108/08/08,---,---,---,---,0,0,---,0
108/08/12,1.24,1.31,1.22,1.25,120000,151470,+0.05,14
108/08/13,1.22,1.22,1.17,1.20,43000,52080,-0.05,6
108/08/14,1.22,1.26,1.22,1.26,111000,138030,+0.06,9
108/08/15,1.19,1.21,1.18,1.21,58000,68990,-0.05,6
108/08/16,1.19,1.22,1.19,1.22,61000,72620,+0.01,7
108/08/19,1.18,1.19,1.17,1.19,275000,323910,-0.03,13
108/08/20,1.17,1.28,1.17,1.25,139000,171940,+0.06,13
108/08/21,1.29,1.35,1.26,1.28,214000,281220,+0.03,24
108/08/22,1.30,1.30,1.27,1.27,258000,331780,-0.01,11
108/08/23,1.26,1.27,1.26,1.27,190000,240100,0.00,11
108/08/26,1.24,1.24,1.20,1.20,90000,110850,-0.07,5
108/08/27,1.24,1.25,1.24,1.25,65000,80700,+0.05,2
108/08/28,1.28,1.30,1.25,1.25,102000,131200,0.00,9
108/08/29,1.25,1.25,1.21,1.21,90000,109800,-0.04,6
108/08/30,1.21,1.21,1.20,1.20,15000,18100,-0.01,2
108/09/02,1.17,1.20,1.17,1.20,593000,697680,0.00,22
108/09/03,1.20,1.20,1.17,1.18,583000,695380,-0.02,8
108/09/04,---,---,---,---,0,0,---,0
108/09/05,1.19,1.19,1.19,1.19,60000,71400,+0.01,6
108/09/06,1.21,1.21,1.21,1.21,60000,72600,+0.02,1
108/09/09,1.22,1.40,1.20,1.32,648000,811200,+0.11,25
108/09/10,1.25,1.25,1.18,1.24,796000,977710,-0.08,26
108/09/11,1.23,1.24,1.23,1.24,100000,123800,0.00,10
108/09/12,1.24,1.24,1.20,1.20,338000,415940,-0.04,10
108/09/16,1.21,1.21,1.21,1.21,20000,24200,+0.01,1
108/09/17,---,---,---,---,0,0,---,0
108/09/18,1.13,1.13,1.13,1.13,22000,24860,-0.03,1
108/09/19,1.14,1.14,1.10,1.10,62000,69370,-0.03,8
108/09/20,---,---,---,---,0,0,---,0
108/09/23,1.08,1.08,1.07,1.07,5000,5390,-0.03,2
108/09/24,1.07,1.07,1.06,1.06,12000,12820,-0.01,2
108/09/25,1.05,1.05,1.02,1.02,35000,35900,-0.04,3
108/09/26,---,---,---,---,0,0,---,0
108/09/27,---,---,---,---,0,0,---,0
108/10/01,1.03,1.04,1.03,1.04,53000,54620,0.00,2
108/10/02,---,---,---,---,0,0,---,0
108/10/03,---,---,---,---,0,0,---,0
108/10/04,1.02,1.02,1.00,1.00,7000,7040,-0.05,2
108/10/07,---,---,---,---,0,0,---,0
108/10/08,---,---,---,---,0,0,---,0
108/10/09,0.93,0.93,0.92,0.92,77000,70860,-0.09,8
108/10/14,0.94,0.96,0.94,0.96,83000,78450,+0.04,4
108/10/15,0.94,0.94,0.94,0.94,30000,28200,-0.02,2
108/10/16,0.94,0.94,0.94,0.94,10000,9400,0.00,1
108/10/17,0.93,0.98,0.93,0.98,101000,96830,+0.04,11
108/10/18,0.98,0.98,0.97,0.97,101000,98880,-0.01,6
108/10/21,0.97,0.97,0.97,0.97,10000,9700,0.00,2
108/10/22,1.02,1.02,1.00,1.02,133000,134330,+0.05,16
108/10/23,1.00,1.00,0.99,0.99,85000,84750,-0.03,3
108/10/24,---,---,---,---,0,0,---,0
108/10/25,0.99,1.03,0.99,1.01,196000,196890,+0.02,20
