109/03/06,1.37,1.37,1.37,1.37,11000,15070,+0.04,2
109/03/09,1.25,1.25,1.11,1.11,26000,30260,-0.26,4
109/03/10,---,---,---,---,0,0,---,0
109/03/11,---,---,---,---,0,0,---,0
109/03/12,0.86,0.86,0.82,0.82,37000,31420,-0.23,2
109/03/13,0.64,0.64,0.64,0.64,37000,23680,-0.18,1
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,0.20,0.21,0.20,0.21,70000,14400,-0.05,7
109/03/20,---,---,---,---,0,0,---,0
109/03/23,0.14,0.15,0.14,0.15,70000,10400,-0.06,2
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,0.47,0.47,0.47,0.47,10000,4700,+0.04,1
109/03/30,---,---,---,---,0,0,---,0
109/03/31,0.92,0.92,0.92,0.92,20000,18400,+0.34,1
109/04/01,---,---,---,---,0,0,---,0
109/04/06,1.04,1.04,1.04,1.04,20000,20800,+0.09,3
109/04/07,1.17,1.29,1.17,1.29,82000,99940,+0.25,12
109/04/08,1.32,1.45,1.32,1.42,62000,86310,+0.13,5
109/04/09,1.34,1.35,1.34,1.35,5000,6740,-0.07,3
109/04/10,1.23,1.25,1.23,1.25,64000,79450,-0.10,5
109/04/13,1.11,1.16,1.11,1.16,65000,73240,-0.09,7
109/04/14,1.14,1.25,1.13,1.21,175000,212000,+0.05,19
109/04/15,1.23,1.23,1.20,1.23,164000,201130,+0.02,6
109/04/16,1.23,1.25,1.22,1.24,29000,35930,+0.01,6
109/04/17,1.30,1.38,1.28,1.38,39000,52620,+0.14,3
109/04/20,1.17,1.17,1.17,1.17,10000,11700,-0.21,1
109/04/21,---,---,---,---,0,0,---,0
109/04/22,1.12,1.16,1.12,1.16,50000,57100,+0.03,3
109/04/23,1.20,1.20,1.20,1.20,20000,24000,+0.04,1
109/04/24,1.15,1.17,1.15,1.16,144000,167320,-0.04,4
109/04/27,1.16,1.20,1.16,1.19,190000,226150,+0.03,6
109/04/28,1.18,1.25,1.18,1.23,121000,144110,+0.04,5
109/04/29,1.35,1.41,1.35,1.41,134000,186700,+0.18,9
109/04/30,1.35,1.35,1.28,1.28,130000,170930,-0.13,4
109/05/04,1.15,1.15,1.15,1.15,1000,1150,-0.13,1
109/05/05,1.20,1.21,1.11,1.14,24000,27820,-0.01,5
109/05/06,1.19,1.23,1.19,1.23,51000,61990,+0.09,6
109/05/07,1.19,1.25,1.19,1.25,81000,99020,+0.02,5
109/05/08,1.36,1.46,1.36,1.46,136000,190980,+0.21,8
109/05/11,1.54,1.68,1.50,1.50,142000,224520,+0.04,9
109/05/12,1.38,1.42,1.37,1.42,50000,69570,-0.08,11
109/05/13,1.31,1.31,1.31,1.31,37000,48470,-0.11,2
109/05/14,1.28,1.28,1.28,1.28,27000,34560,-0.03,1
109/05/15,---,---,---,---,0,0,---,0
109/05/18,1.04,1.04,1.04,1.04,10000,10400,-0.14,1
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,0.96,0.96,0.96,0.96,8000,7680,+0.04,1
109/05/22,0.98,0.98,0.96,0.96,8000,7760,0.00,8
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,1.02,1.03,1.02,1.03,109000,111440,+0.04,3
109/05/28,0.98,0.99,0.98,0.99,109000,107650,-0.04,2
109/05/29,0.97,0.99,0.97,0.99,86000,85080,0.00,3
109/06/01,1.03,1.04,1.03,1.04,136000,140640,+0.05,4
109/06/02,---,---,---,---,0,0,---,0
109/06/03,1.27,1.29,1.23,1.23,104000,130620,+0.18,3
109/06/04,1.14,1.14,1.14,1.14,54000,61560,-0.09,1
109/06/05,---,---,---,---,0,0,---,0
109/06/08,---,---,---,---,0,0,---,0
109/06/09,---,---,---,---,0,0,---,0
109/06/10,1.12,1.12,1.12,1.12,5000,5600,+0.05,2
109/06/11,1.08,1.08,1.08,1.08,5000,5400,-0.04,1
109/06/12,---,---,---,---,0,0,---,0
109/06/15,---,---,---,---,0,0,---,0
109/06/16,0.97,0.97,0.97,0.97,116000,112520,+0.06,1
109/06/17,0.96,0.96,0.96,0.96,116000,111360,-0.01,1
109/06/18,0.98,0.98,0.98,0.98,102000,99960,+0.02,1
109/06/19,1.00,1.00,1.00,1.00,102000,102000,+0.02,1
109/06/22,---,---,---,---,0,0,---,0
109/06/23,---,---,---,---,0,0,---,0
109/06/24,---,---,---,---,0,0,---,0
109/06/29,---,---,---,---,0,0,---,0
109/06/30,---,---,---,---,0,0,---,0
109/07/01,0.90,1.10,0.90,1.10,206000,201440,+0.24,9
109/07/02,1.12,1.24,1.10,1.24,323000,369440,+0.14,8
109/07/03,1.33,1.33,1.23,1.23,177000,229950,-0.01,15
109/07/06,1.14,1.26,1.14,1.23,285000,348980,0.00,12
109/07/07,1.23,1.24,1.17,1.22,225000,275380,-0.01,7
109/07/08,1.25,1.35,1.25,1.35,171000,221340,+0.13,4
109/07/09,1.57,1.78,1.54,1.78,183000,287340,+0.43,9
109/07/10,1.34,1.34,1.17,1.20,162000,199660,-0.58,10
109/07/13,1.20,1.20,1.15,1.15,107000,127780,-0.05,4
109/07/14,1.09,1.12,1.00,1.02,175000,182740,-0.13,8
109/07/15,1.04,1.04,0.95,0.95,116000,115420,-0.07,2
109/07/16,0.96,0.97,0.90,0.94,298000,278860,-0.01,7
109/07/17,0.98,1.00,0.98,1.00,60000,59400,+0.06,2
