108/12/06,1.05,1.08,1.05,1.08,23000,24390,-0.05,3
108/12/09,1.02,1.02,1.02,1.02,18000,18360,-0.06,1
108/12/10,1.07,1.07,1.07,1.07,5000,5350,+0.05,1
108/12/11,---,---,---,---,0,0,---,0
108/12/12,---,---,---,---,0,0,---,0
108/12/13,0.93,0.97,0.92,0.97,65000,62350,0.00,3
108/12/16,0.98,0.98,0.98,0.98,15000,14700,+0.01,1
108/12/17,---,---,---,---,0,0,---,0
108/12/18,---,---,---,---,0,0,---,0
108/12/19,---,---,---,---,0,0,---,0
108/12/20,1.03,1.07,1.03,1.07,88000,91840,+0.09,3
108/12/23,1.03,1.05,1.03,1.05,64000,66040,-0.02,3
108/12/24,1.01,1.01,0.95,0.98,9000,8820,-0.07,3
108/12/25,0.96,0.96,0.94,0.94,120000,114800,-0.04,2
108/12/26,---,---,---,---,0,0,---,0
108/12/27,0.82,0.85,0.82,0.85,61000,50350,-0.04,3
108/12/30,---,---,---,---,0,0,---,0
108/12/31,0.94,0.94,0.94,0.94,50000,47000,+0.05,1
109/01/02,0.81,0.81,0.81,0.81,50000,40500,-0.13,1
109/01/03,---,---,---,---,0,0,---,0
109/01/06,0.98,0.98,0.98,0.98,7000,6860,+0.10,2
109/01/07,0.98,0.98,0.98,0.98,100000,98000,0.00,1
109/01/08,1.02,1.09,1.02,1.09,561000,595260,+0.11,12
109/01/09,0.99,1.02,0.96,0.96,95000,93700,-0.13,10
109/01/10,0.96,1.00,0.95,0.95,528000,507860,-0.01,12
109/01/13,0.97,0.97,0.97,0.97,10000,9700,+0.02,1
109/01/14,0.91,0.91,0.91,0.91,2000,1820,-0.06,1
109/01/15,---,---,---,---,0,0,---,0
109/01/16,0.95,0.97,0.93,0.93,52000,49620,+0.03,5
109/01/17,0.92,0.92,0.92,0.92,2000,1840,-0.01,1
109/01/20,0.90,0.90,0.90,0.90,5000,4500,-0.02,1
109/01/30,0.98,1.03,0.91,0.96,100000,98100,+0.06,12
109/01/31,0.91,0.96,0.89,0.89,122000,114170,-0.07,4
109/02/03,1.09,1.09,0.96,0.99,149000,152460,+0.10,7
109/02/04,0.96,0.96,0.92,0.95,65000,60450,-0.04,5
109/02/05,0.79,0.79,0.76,0.76,31000,24080,-0.19,5
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,0.78,0.78,0.78,0.78,23000,17940,+0.09,1
109/02/11,0.70,0.70,0.63,0.63,25000,16800,-0.15,2
109/02/12,0.58,0.58,0.58,0.58,5000,2900,-0.05,1
109/02/13,0.46,0.48,0.46,0.48,70000,33400,-0.10,3
109/02/14,0.56,0.57,0.54,0.57,126000,70100,+0.09,10
109/02/17,0.64,0.70,0.63,0.70,150000,98650,+0.13,9
109/02/18,0.71,0.78,0.71,0.78,214000,157460,+0.08,7
109/02/19,0.75,0.79,0.73,0.79,249000,190790,+0.01,4
109/02/20,0.73,0.73,0.70,0.70,303000,220000,-0.09,8
109/02/21,0.72,0.73,0.72,0.73,17000,12360,+0.03,3
109/02/24,0.76,0.76,0.71,0.71,195000,139520,-0.02,6
109/02/25,0.70,0.70,0.68,0.68,163000,110900,-0.03,2
109/02/26,---,---,---,---,0,0,---,0
109/02/27,0.72,0.79,0.72,0.79,21000,16200,+0.09,3
109/03/02,0.87,0.87,0.76,0.79,55000,46630,0.00,8
109/03/03,0.70,0.75,0.70,0.75,36000,26330,-0.04,5
109/03/04,0.70,0.70,0.69,0.69,23000,15900,-0.06,2
109/03/05,0.64,0.64,0.61,0.61,8000,5030,-0.08,2
109/03/06,---,---,---,---,0,0,---,0
109/03/09,0.68,0.74,0.68,0.74,47000,34210,+0.13,5
109/03/10,0.77,0.81,0.77,0.77,163000,129530,+0.03,7
109/03/11,0.71,0.86,0.71,0.86,500000,393510,+0.09,8
109/03/12,0.98,1.23,0.98,1.17,519000,516370,+0.31,11
109/03/13,1.73,1.73,1.10,1.10,187000,294330,-0.07,17
109/03/16,1.10,1.25,0.99,1.21,140000,155420,+0.11,29
109/03/17,1.35,1.55,1.15,1.55,196000,259130,+0.34,23
109/03/18,1.50,1.68,1.50,1.68,148000,228160,+0.13,13
109/03/19,1.76,2.13,1.76,2.11,36000,68010,+0.43,5
109/03/20,1.89,1.89,1.68,1.68,7000,12210,-0.43,3
109/03/23,1.55,1.55,1.55,1.55,10000,15500,-0.13,1
109/03/24,1.10,1.10,1.10,1.10,10000,11000,-0.45,1
109/03/25,0.88,0.88,0.88,0.88,10000,8800,-0.22,1
109/03/26,1.02,1.02,0.87,0.87,25000,24160,-0.01,5
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,0.72,0.72,0.72,0.72,10000,7200,-0.06,2
109/04/01,0.72,0.85,0.72,0.85,18000,14000,+0.13,2
109/04/06,0.55,0.55,0.55,0.55,2000,1100,-0.30,1
109/04/07,0.48,0.54,0.48,0.54,23000,11730,-0.01,3
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,0.70,0.70,0.61,0.61,8000,5240,+0.01,2
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,0.55,0.55,0.55,0.55,2000,1100,+0.08,1
109/04/22,0.70,0.70,0.70,0.70,4000,2800,+0.15,1
109/04/23,0.71,0.71,0.71,0.71,10000,7100,+0.01,1
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,0.56,0.56,0.56,0.56,4000,2240,-0.20,1
109/04/30,0.45,0.46,0.45,0.46,22000,9920,-0.10,2
109/05/04,0.50,0.50,0.50,0.50,43000,21500,+0.04,1
109/05/05,0.49,0.49,0.49,0.49,28000,13720,-0.01,1
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,0.55,0.55,0.55,0.55,6000,3300,+0.20,1
109/05/19,0.51,0.51,0.51,0.51,1000,510,-0.04,1
109/05/20,0.57,0.57,0.57,0.57,1000,570,+0.06,1
109/05/21,0.50,0.50,0.50,0.50,3000,1500,-0.07,1
109/05/22,0.54,0.64,0.54,0.64,13000,7970,+0.14,3
109/05/25,0.65,0.65,0.49,0.49,6000,3420,-0.15,2
109/05/26,0.50,0.54,0.50,0.54,23000,11620,+0.05,2
109/05/27,0.48,0.48,0.48,0.48,2000,960,-0.06,1
109/05/28,---,---,---,---,0,0,---,0
109/05/29,0.33,0.33,0.33,0.33,2000,660,-0.14,1
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
109/06/08,---,---,---,---,0,0,---,0
109/06/09,---,---,---,---,0,0,---,0
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,---,---,---,---,0,0,---,0
109/06/15,---,---,---,---,0,0,---,0
109/06/16,---,---,---,---,0,0,---,0
109/06/17,---,---,---,---,0,0,---,0
109/06/18,---,---,---,---,0,0,---,0
109/06/19,---,---,---,---,0,0,---,0
109/06/22,---,---,---,---,0,0,---,0
109/06/23,---,---,---,---,0,0,---,0
109/06/24,---,---,---,---,0,0,---,0
109/06/29,---,---,---,---,0,0,---,0
109/06/30,---,---,---,---,0,0,---,0
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
