109/05/29,---,---,---,---,0,0,---,0
109/06/01,1.79,1.79,1.71,1.71,130000,226600,-0.02,3
109/06/02,1.43,1.46,1.43,1.46,2000,2890,-0.25,2
109/06/03,1.14,1.22,1.14,1.19,80000,95660,-0.27,7
109/06/04,1.19,1.30,1.19,1.21,109000,135230,+0.02,10
109/06/05,1.11,1.13,1.01,1.03,41000,44550,-0.18,4
109/06/08,1.14,1.20,1.11,1.19,37000,42070,+0.16,5
109/06/09,1.15,1.25,1.15,1.19,102000,123880,0.00,14
109/06/10,1.23,1.45,1.21,1.45,221000,294060,+0.26,35
109/06/11,1.46,1.57,1.29,1.29,130000,189730,-0.16,21
109/06/12,1.11,1.26,1.11,1.25,139000,168760,-0.04,19
109/06/15,1.31,1.31,1.05,1.09,136000,156760,-0.16,20
109/06/16,1.13,1.18,1.13,1.18,69000,80790,+0.09,7
109/06/17,1.21,1.21,1.16,1.19,67000,78610,+0.01,7
109/06/18,1.16,1.16,1.07,1.15,533000,585020,-0.04,20
109/06/19,1.12,1.18,1.12,1.16,406000,465000,+0.01,11
109/06/22,1.05,1.09,1.04,1.08,327000,343970,-0.08,11
109/06/23,1.14,1.18,1.07,1.07,253000,277570,-0.01,10
109/06/24,1.09,1.18,1.08,1.13,264000,297100,+0.06,11
109/06/29,1.10,1.10,0.91,0.92,421000,406330,-0.21,17
109/06/30,0.98,1.00,0.87,0.89,353000,321780,-0.03,8
109/07/01,0.84,0.84,0.68,0.68,636000,490170,-0.21,18
109/07/02,0.65,0.71,0.62,0.68,83000,53160,0.00,7
109/07/03,0.65,0.79,0.65,0.79,265000,193970,+0.11,16
109/07/06,0.85,0.97,0.82,0.97,230000,199570,+0.18,32
109/07/07,0.98,0.98,0.86,0.86,68000,63950,-0.11,13
109/07/08,0.80,0.86,0.71,0.72,112000,89210,-0.14,11
109/07/09,0.75,0.88,0.75,0.85,211000,171220,+0.13,18
109/07/10,0.80,0.83,0.76,0.79,126000,99570,-0.06,17
109/07/13,0.86,0.93,0.86,0.92,151000,133890,+0.13,17
109/07/14,0.87,0.97,0.87,0.97,129000,121790,+0.05,14
109/07/15,---,---,---,---,0,0,---,0
109/07/16,0.99,0.99,0.99,0.99,50000,49500,0.00,1
109/07/17,0.93,0.93,0.83,0.84,106000,92480,-0.15,7
109/07/20,0.69,0.71,0.67,0.71,118000,80880,-0.13,6
109/07/21,0.78,0.87,0.78,0.87,118000,98160,+0.16,2
109/07/22,0.88,0.88,0.83,0.83,51000,44830,-0.04,2
109/07/23,0.85,0.85,0.85,0.85,1000,850,+0.02,1
109/07/24,0.61,0.63,0.61,0.63,70000,43100,-0.22,2
109/07/27,0.61,0.61,0.52,0.52,133000,79430,-0.11,6
109/07/28,0.61,0.61,0.52,0.52,83000,49150,0.00,4
109/07/29,0.54,0.55,0.51,0.51,15000,8000,-0.01,3
109/07/30,0.53,0.58,0.53,0.58,161000,91040,+0.07,6
109/07/31,0.50,0.52,0.49,0.49,171000,85400,-0.09,11
109/08/03,0.40,0.40,0.33,0.33,168000,58240,-0.16,13
109/08/04,0.38,0.40,0.38,0.38,133000,51620,+0.05,6
109/08/05,0.39,0.43,0.39,0.42,170000,69500,+0.04,12
109/08/06,0.41,0.41,0.38,0.39,227000,88920,-0.03,17
109/08/07,0.41,0.45,0.41,0.45,202000,87930,+0.06,12
109/08/10,0.43,0.44,0.41,0.41,111000,48310,-0.04,16
109/08/11,---,---,---,---,0,0,---,0
109/08/12,0.35,0.38,0.35,0.38,50000,18100,+0.01,2
109/08/13,0.34,0.36,0.34,0.36,55000,19190,-0.02,6
109/08/14,0.31,0.41,0.31,0.41,85000,34150,+0.05,6
109/08/17,0.41,0.43,0.38,0.43,148000,61170,+0.02,15
109/08/18,0.37,0.37,0.34,0.34,136000,48280,-0.09,2
109/08/19,0.39,0.40,0.39,0.40,35000,13800,+0.06,2
109/08/20,0.34,0.34,0.31,0.31,103000,32730,-0.09,10
109/08/21,---,---,---,---,0,0,---,0
109/08/24,---,---,---,---,0,0,---,0
109/08/25,0.35,0.38,0.35,0.38,4000,1430,+0.04,2
109/08/26,0.35,0.41,0.35,0.39,272000,107970,+0.01,7
109/08/27,0.39,0.39,0.37,0.37,269000,103440,-0.02,11
109/08/28,0.35,0.35,0.34,0.34,69000,23470,-0.03,2
109/08/31,0.33,0.33,0.33,0.33,2000,660,-0.01,1
109/09/01,0.33,0.33,0.32,0.32,70000,22700,-0.01,3
109/09/02,0.46,0.46,0.46,0.46,110000,50600,+0.14,3
109/09/03,0.42,0.42,0.38,0.38,110000,43400,-0.08,12
109/09/04,---,---,---,---,0,0,---,0
