108/11/14,1.89,1.89,1.85,1.85,102000,188780,0.00,2
108/11/15,1.80,1.80,1.80,1.80,2000,3600,-0.05,1
108/11/18,---,---,---,---,0,0,---,0
108/11/19,1.53,1.54,1.53,1.54,24000,36860,-0.03,2
108/11/20,1.42,1.42,1.31,1.31,24000,33390,-0.23,5
108/11/21,1.30,1.56,1.30,1.56,279000,391870,+0.25,14
108/11/22,1.65,1.65,1.53,1.53,391000,620640,-0.03,38
108/11/25,1.46,1.56,1.46,1.53,363000,561220,0.00,10
108/11/26,1.58,1.58,1.53,1.53,460000,707980,0.00,6
108/11/27,1.53,1.61,1.52,1.60,1588000,2494700,+0.07,34
108/11/28,1.62,1.67,1.55,1.56,918000,1475460,-0.04,33
108/11/29,1.50,1.50,1.41,1.42,74000,106600,-0.14,5
108/12/02,1.40,1.40,1.31,1.35,36000,48200,-0.07,5
108/12/03,1.37,1.49,1.36,1.49,205000,284480,+0.14,13
108/12/04,1.38,1.42,1.35,1.37,369000,517030,-0.12,23
108/12/05,1.45,1.53,1.42,1.51,927000,1363990,+0.14,26
108/12/06,1.45,1.54,1.45,1.54,970000,1438360,+0.03,38
108/12/09,1.47,1.62,1.39,1.62,895000,1356110,+0.08,51
108/12/10,1.55,1.59,1.53,1.59,423000,652630,-0.03,28
108/12/11,1.56,1.57,1.52,1.57,176000,275910,-0.02,6
108/12/12,1.65,1.68,1.62,1.66,373000,615110,+0.09,26
108/12/13,1.65,1.66,1.47,1.48,336000,519600,-0.18,39
108/12/16,1.45,1.49,1.45,1.49,449000,665940,+0.01,13
108/12/17,1.51,1.56,1.48,1.52,431000,658690,+0.03,19
108/12/18,1.52,1.54,1.50,1.54,209000,319720,+0.02,11
108/12/19,1.73,1.80,1.62,1.65,481000,825120,+0.11,41
108/12/20,1.60,1.60,0.90,1.49,544000,823970,-0.16,34
108/12/23,1.45,1.46,1.35,1.36,342000,469330,-0.13,10
108/12/24,1.33,1.39,1.33,1.39,70000,95550,+0.03,6
108/12/25,1.40,1.42,1.40,1.42,100000,141000,+0.03,3
108/12/26,1.42,1.45,1.42,1.45,51000,73920,+0.03,2
108/12/27,1.47,1.50,1.47,1.49,222000,327640,+0.04,7
108/12/30,1.49,1.52,1.48,1.48,354000,531850,-0.01,20
108/12/31,1.43,1.46,1.42,1.45,157000,227180,-0.03,12
109/01/02,1.49,1.49,1.47,1.47,72000,106040,+0.02,3
109/01/03,1.51,1.56,1.40,1.40,140000,209600,-0.07,13
109/01/06,1.32,1.35,1.31,1.31,26000,34480,-0.09,3
109/01/07,1.46,1.46,1.38,1.38,26000,36820,+0.07,3
109/01/08,1.32,1.32,1.31,1.31,13000,17080,-0.07,3
109/01/09,---,---,---,---,0,0,---,0
109/01/10,1.20,1.20,1.20,1.20,20000,24000,-0.07,1
109/01/13,1.23,1.29,1.23,1.29,237000,296450,+0.09,4
109/01/14,1.31,1.37,1.31,1.35,356000,476460,+0.06,12
109/01/15,1.29,1.31,1.22,1.22,209000,264200,-0.13,12
109/01/16,1.25,1.26,1.25,1.26,160000,201000,+0.04,2
109/01/17,1.28,1.29,1.27,1.27,60000,76700,+0.01,5
109/01/20,1.25,1.25,1.25,1.25,13000,16250,-0.02,2
109/01/30,0.96,0.96,0.96,0.96,36000,34560,-0.29,3
109/01/31,0.87,0.88,0.57,0.64,81000,58620,-0.32,9
109/02/03,0.50,0.63,0.50,0.63,106000,56680,-0.01,7
109/02/04,0.68,0.73,0.63,0.73,166000,115680,+0.10,13
109/02/05,0.79,0.79,0.71,0.71,190000,139630,-0.02,16
109/02/06,0.73,0.80,0.73,0.73,273000,200950,+0.02,8
109/02/07,0.95,0.95,0.81,0.81,253000,225720,+0.08,14
109/02/10,0.73,0.84,0.72,0.77,177000,135920,-0.04,15
109/02/11,0.84,0.94,0.82,0.94,135000,118540,+0.17,34
109/02/12,0.94,0.98,0.94,0.97,121000,116440,+0.03,21
109/02/13,1.00,1.09,1.00,1.04,222000,232120,+0.07,14
109/02/14,1.04,1.04,1.01,1.02,40000,41070,-0.02,17
109/02/17,0.95,0.98,0.93,0.93,50000,47450,-0.09,4
109/02/18,0.97,0.98,0.94,0.94,62000,60140,+0.01,3
109/02/19,0.92,0.96,0.91,0.94,514000,480970,0.00,20
109/02/20,1.06,1.10,1.00,1.03,670000,692590,+0.09,44
109/02/21,1.04,1.16,1.03,1.13,490000,545050,+0.10,35
109/02/24,1.05,1.05,1.01,1.01,262000,267190,-0.12,27
109/02/25,0.95,0.99,0.95,0.95,110000,107220,-0.06,5
109/02/26,0.92,0.93,0.92,0.93,60000,55220,-0.02,3
109/02/27,0.75,0.76,0.75,0.76,20000,15100,-0.17,2
109/03/02,0.62,0.73,0.62,0.68,159000,108640,-0.08,10
109/03/03,0.74,0.74,0.69,0.69,320000,232940,+0.01,27
109/03/04,0.66,0.66,0.60,0.60,152000,97160,-0.09,11
109/03/05,0.68,0.72,0.68,0.72,21000,14680,+0.12,4
109/03/06,---,---,---,---,0,0,---,0
109/03/09,0.53,0.53,0.53,0.53,10000,5300,-0.15,1
109/03/10,0.56,0.57,0.56,0.57,14000,7880,+0.04,2
109/03/11,0.57,0.57,0.48,0.48,30000,16200,-0.09,2
109/03/12,0.33,0.33,0.33,0.33,10000,3300,-0.15,1
109/03/13,0.10,0.10,0.10,0.10,16000,1600,-0.23,1
109/03/16,0.10,0.10,0.10,0.10,14000,1400,0.00,2
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,0.05,0.05,0.05,0.05,10000,500,-0.05,1
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,0.09,0.09,0.09,0.09,1000,90,-0.01,1
109/04/15,0.10,0.11,0.10,0.10,90000,9100,+0.01,5
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,0.10,0.10,0.10,0.10,109000,10900,0.00,3
109/04/29,---,---,---,---,0,0,---,0
109/04/30,0.23,0.23,0.23,0.23,1000,230,+0.09,1
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,---,---,---,---,0,0,---,0
109/05/19,---,---,---,---,0,0,---,0
109/05/20,0.06,0.06,0.06,0.06,1000,60,-0.04,1
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
