109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,1.43,1.62,1.43,1.58,473000,736820,+0.33,25
109/05/22,1.43,1.47,1.26,1.26,289000,416260,-0.32,18
109/05/25,1.36,1.36,1.34,1.34,39000,52300,+0.08,2
109/05/26,1.21,1.34,1.18,1.18,84000,105470,-0.16,8
109/05/27,1.18,1.27,1.18,1.19,110000,135450,+0.01,11
109/05/28,1.17,1.17,1.04,1.04,97000,109240,-0.15,6
109/05/29,1.05,1.17,1.05,1.17,144000,158400,+0.13,7
109/06/01,1.19,1.20,1.15,1.15,235000,274520,-0.02,10
109/06/02,1.15,1.15,0.65,0.65,116000,127830,-0.50,4
109/06/03,1.14,1.18,1.12,1.15,238000,268160,+0.50,10
109/06/04,1.20,1.20,1.18,1.18,236000,280880,+0.03,7
109/06/05,1.18,1.42,1.18,1.31,246000,320150,+0.13,29
109/06/08,1.43,1.65,1.33,1.36,495000,739110,+0.05,50
109/06/09,1.39,1.48,1.22,1.22,280000,387930,-0.14,26
109/06/10,1.30,1.35,1.19,1.19,64000,83530,-0.03,5
109/06/11,1.22,1.26,1.15,1.15,74000,91520,-0.04,8
109/06/12,---,---,---,---,0,0,---,0
109/06/15,1.04,1.05,0.86,0.88,183000,158950,-0.21,5
109/06/16,0.97,1.01,0.96,0.97,162000,160810,+0.09,5
109/06/17,1.03,1.04,0.98,0.98,166000,170930,+0.01,12
109/06/18,0.97,1.02,0.90,0.96,156000,147890,-0.02,17
109/06/19,1.00,1.08,0.99,1.08,180000,183630,+0.12,23
109/06/22,1.11,1.35,1.11,1.22,570000,694460,+0.14,32
109/06/23,1.29,2.06,1.20,2.06,1034000,1372070,+0.84,27
109/06/24,1.78,2.07,1.78,2.05,654000,1272820,-0.01,27
109/06/29,1.97,2.10,1.72,1.75,173000,332120,-0.30,30
109/06/30,1.96,2.22,1.83,2.22,337000,684770,+0.47,40
109/07/01,2.51,2.92,2.49,2.92,327000,875420,+0.70,44
109/07/02,3.23,3.53,3.11,3.15,200000,657430,+0.23,34
109/07/03,2.67,2.99,2.65,2.88,119000,336640,-0.27,12
109/07/06,2.80,2.97,2.70,2.86,154000,437860,-0.02,23
109/07/07,2.81,2.81,2.26,2.40,140000,356060,-0.46,25
109/07/08,2.38,3.16,2.38,3.16,218000,603440,+0.76,24
109/07/09,3.34,3.49,2.90,3.24,235000,773940,+0.08,30
109/07/10,3.08,3.08,2.41,2.86,118000,328190,-0.38,10
109/07/13,2.83,2.83,2.62,2.65,85000,224460,-0.21,12
109/07/14,2.72,2.82,2.57,2.58,37000,100410,-0.07,5
109/07/15,2.74,3.00,2.62,2.71,186000,509940,+0.13,19
109/07/16,2.71,2.98,2.71,2.98,32000,89260,+0.27,7
109/07/17,2.66,2.73,2.61,2.64,37000,98820,-0.34,7
109/07/20,2.69,2.82,2.69,2.80,67000,184100,+0.16,6
109/07/21,2.86,3.53,2.86,3.48,160000,505600,+0.68,24
109/07/22,3.58,4.29,3.15,3.25,116000,448740,-0.23,35
109/07/23,3.59,3.69,3.31,3.55,44000,152410,+0.30,11
109/07/24,3.24,3.61,3.24,3.35,16000,53910,-0.20,6
109/07/27,3.20,3.33,3.19,3.33,24000,77220,-0.02,3
109/07/28,3.22,3.29,2.26,2.26,91000,251750,-1.07,14
109/07/29,2.36,2.54,2.35,2.35,48000,117280,+0.09,7
109/07/30,2.44,2.47,2.44,2.47,22000,53840,+0.12,10
109/07/31,2.39,2.62,2.37,2.62,69000,173640,+0.15,9
109/08/03,2.58,2.63,2.42,2.42,39000,99200,-0.20,6
109/08/04,2.44,2.49,2.30,2.49,41000,98320,+0.07,8
109/08/05,2.58,2.81,2.58,2.77,84000,223330,+0.28,8
109/08/06,2.79,2.79,2.52,2.52,59000,162650,-0.25,10
109/08/07,2.44,2.44,2.25,2.25,62000,151020,-0.27,3
109/08/10,2.19,2.19,1.96,1.96,36000,77360,-0.29,4
109/08/11,1.68,1.70,1.64,1.66,42000,70220,-0.30,7
109/08/12,1.71,1.72,1.64,1.64,22000,37500,-0.02,4
109/08/13,1.72,1.72,1.70,1.70,18000,30820,+0.06,5
109/08/14,1.43,1.57,1.43,1.57,41000,62840,-0.13,6
109/08/17,1.56,1.56,1.51,1.51,38000,58260,-0.06,6
109/08/18,1.28,1.28,1.28,1.28,3000,3840,-0.23,1
109/08/19,---,---,---,---,0,0,---,0
109/08/20,---,---,---,---,0,0,---,0
109/08/21,0.78,1.04,0.78,1.04,214000,206690,+0.29,13
109/08/24,1.12,1.25,1.12,1.17,236000,280140,+0.13,15
109/08/25,1.24,1.24,1.02,1.05,81000,87330,-0.12,10
109/08/26,1.00,1.14,1.00,1.11,106000,110140,+0.06,5
109/08/27,1.12,1.13,0.99,1.02,62000,67460,-0.09,8
109/08/28,0.97,1.05,0.97,1.05,267000,278220,+0.03,7
109/08/31,1.02,1.02,0.94,0.94,242000,242750,-0.11,6
109/09/01,---,---,---,---,0,0,---,0
109/09/02,0.95,1.02,0.95,0.97,36000,35620,+0.11,4
109/09/03,0.98,1.00,0.94,0.94,166000,161740,-0.03,10
109/09/04,0.82,0.84,0.79,0.79,272000,219510,-0.15,12
109/09/07,0.90,0.90,0.75,0.75,144000,127050,-0.04,2
109/09/08,0.75,0.79,0.72,0.74,112000,82670,-0.01,4
109/09/09,0.63,0.68,0.63,0.68,133000,86470,-0.06,5
109/09/10,0.73,0.77,0.73,0.76,243000,184670,+0.08,3
109/09/11,0.65,0.75,0.65,0.75,332000,230240,-0.01,7
109/09/14,0.80,1.08,0.80,1.05,250000,241210,+0.30,12
