108/08/20,1.59,1.59,1.59,1.59,30000,47700,-0.17,3
108/08/21,1.70,1.71,1.70,1.70,55000,93800,+0.11,4
108/08/22,1.71,1.71,1.61,1.61,95000,157150,-0.09,4
108/08/23,---,---,---,---,0,0,---,0
108/08/26,1.53,1.69,1.53,1.65,174000,285280,+0.05,7
108/08/27,1.63,1.67,1.63,1.63,150000,248480,-0.02,6
108/08/28,1.56,1.56,1.56,1.56,10000,15600,-0.07,1
108/08/29,1.60,1.64,1.58,1.63,64000,103530,+0.07,6
108/08/30,1.66,1.67,1.65,1.65,75000,124500,+0.02,6
108/09/02,1.63,1.83,1.63,1.81,1152000,2061980,+0.16,36
108/09/03,1.76,1.80,1.74,1.79,1159000,2057290,-0.02,24
108/09/04,1.78,1.78,1.77,1.77,60000,106400,-0.02,2
108/09/05,1.68,1.68,1.65,1.65,59000,98820,-0.12,2
108/09/06,1.68,1.68,1.64,1.66,129000,214640,+0.01,6
108/09/09,1.69,1.71,1.69,1.71,265000,451350,+0.05,7
108/09/10,1.71,1.71,1.67,1.67,265000,446850,-0.04,13
108/09/11,---,---,---,---,0,0,---,0
108/09/12,---,---,---,---,0,0,---,0
108/09/16,---,---,---,---,0,0,---,0
108/09/17,---,---,---,---,0,0,---,0
108/09/18,---,---,---,---,0,0,---,0
108/09/19,1.43,1.45,1.43,1.45,60000,86000,-0.02,2
108/09/20,1.43,1.43,1.43,1.43,20000,28600,-0.02,1
108/09/23,---,---,---,---,0,0,---,0
108/09/24,1.42,1.42,1.42,1.42,50000,71000,+0.04,1
108/09/25,---,---,---,---,0,0,---,0
108/09/26,---,---,---,---,0,0,---,0
108/09/27,1.35,1.35,1.35,1.35,20000,27000,+0.05,1
108/10/01,1.32,1.32,1.32,1.32,20000,26400,-0.03,1
108/10/02,---,---,---,---,0,0,---,0
108/10/03,1.31,1.31,1.31,1.31,52000,68120,-0.03,5
108/10/04,1.29,1.29,1.29,1.29,24000,30960,-0.02,1
108/10/07,---,---,---,---,0,0,---,0
108/10/08,1.20,1.20,1.20,1.20,28000,33600,-0.03,1
108/10/09,---,---,---,---,0,0,---,0
108/10/14,1.18,1.18,1.18,1.18,10000,11800,-0.01,1
108/10/15,---,---,---,---,0,0,---,0
108/10/16,---,---,---,---,0,0,---,0
108/10/17,---,---,---,---,0,0,---,0
108/10/18,0.96,0.96,0.96,0.96,100000,96000,+0.06,1
