108/11/20,1.23,1.23,1.20,1.20,30000,36030,+0.02,4
108/11/21,1.11,1.11,1.11,1.11,1000,1110,-0.09,1
108/11/22,1.06,1.06,1.06,1.06,5000,5300,-0.05,1
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
108/11/27,---,---,---,---,0,0,---,0
108/11/28,1.08,1.09,1.04,1.04,45000,48260,-0.01,4
108/11/29,0.99,1.05,0.98,1.05,264000,273770,+0.01,7
108/12/02,1.05,1.06,1.04,1.06,405000,424260,+0.01,7
108/12/03,0.97,0.98,0.97,0.97,336000,326080,-0.09,3
108/12/04,0.92,0.93,0.92,0.93,110000,101300,-0.04,2
108/12/05,0.85,0.85,0.84,0.84,19000,16010,-0.09,2
108/12/06,0.83,0.83,0.79,0.79,405000,320150,-0.05,2
108/12/09,0.79,0.79,0.79,0.79,23000,18170,0.00,2
108/12/10,---,---,---,---,0,0,---,0
108/12/11,0.83,0.85,0.83,0.85,10000,8440,+0.05,2
108/12/12,0.81,0.81,0.81,0.81,7000,5670,-0.04,1
108/12/13,0.86,0.86,0.86,0.86,24000,20640,+0.05,1
108/12/16,0.81,0.81,0.81,0.81,24000,19440,-0.05,1
108/12/17,0.73,0.78,0.73,0.78,37000,28460,-0.03,3
108/12/18,0.74,0.78,0.74,0.78,53000,40260,0.00,2
108/12/19,0.79,0.81,0.79,0.81,51000,40690,+0.03,3
108/12/20,0.81,0.85,0.81,0.83,457000,383450,+0.02,7
108/12/23,0.81,0.83,0.81,0.83,32000,26520,0.00,2
108/12/24,0.82,0.82,0.82,0.82,5000,4100,-0.01,1
108/12/25,0.78,0.78,0.78,0.78,30000,23400,-0.04,1
108/12/26,0.74,0.74,0.73,0.73,6000,4400,-0.05,2
108/12/27,0.72,0.72,0.72,0.72,4000,2880,-0.01,1
108/12/30,0.74,0.74,0.74,0.74,3000,2220,+0.02,1
108/12/31,0.73,0.73,0.73,0.73,2000,1460,-0.01,1
109/01/02,0.70,0.72,0.70,0.72,5000,3560,-0.01,2
109/01/03,0.72,0.76,0.72,0.76,55000,41450,+0.04,3
109/01/06,0.86,0.90,0.86,0.90,234000,207990,+0.14,6
109/01/07,0.91,0.99,0.91,0.99,841000,815590,+0.09,11
109/01/08,1.08,1.08,0.97,0.97,695000,700010,-0.02,11
109/01/09,0.94,0.99,0.94,0.99,15000,14350,+0.02,2
109/01/10,1.00,1.01,1.00,1.01,13000,13030,+0.02,2
109/01/13,0.93,0.95,0.93,0.95,13000,12150,-0.06,2
109/01/14,0.94,0.94,0.93,0.93,23000,21560,-0.02,2
109/01/15,0.91,0.91,0.91,0.91,1000,910,-0.02,1
109/01/16,0.95,0.95,0.95,0.95,2000,1900,+0.04,1
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,1.27,1.27,1.27,1.27,7000,8890,+0.05,1
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,1.25,1.25,1.25,1.25,10000,12500,+0.03,1
109/02/06,1.32,1.32,1.32,1.32,1000,1320,+0.07,1
109/02/07,1.19,1.19,1.19,1.19,1000,1190,-0.13,1
109/02/10,---,---,---,---,0,0,---,0
109/02/11,1.25,1.25,1.25,1.25,10000,12500,-0.05,1
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
109/02/14,---,---,---,---,0,0,---,0
