108/11/18,2.80,2.83,2.80,2.83,150000,422500,-0.29,3
108/11/19,3.05,3.11,3.05,3.11,178000,544580,+0.28,4
108/11/20,3.10,3.10,3.10,3.10,15000,46500,-0.01,1
108/11/21,---,---,---,---,0,0,---,0
108/11/22,2.91,2.91,2.91,2.91,5000,14550,-0.03,1
108/11/25,---,---,---,---,0,0,---,0
108/11/26,---,---,---,---,0,0,---,0
108/11/27,---,---,---,---,0,0,---,0
108/11/28,---,---,---,---,0,0,---,0
108/11/29,---,---,---,---,0,0,---,0
108/12/02,---,---,---,---,0,0,---,0
108/12/03,2.51,2.68,2.51,2.68,208000,548620,+0.16,8
108/12/04,2.61,2.69,2.56,2.69,244000,645120,+0.01,6
108/12/05,2.65,2.73,2.65,2.73,46000,123220,+0.04,3
108/12/06,2.66,2.66,2.66,2.66,10000,26600,-0.07,1
108/12/09,2.72,2.72,2.69,2.69,176000,474220,+0.03,4
108/12/10,2.64,2.74,2.64,2.73,230000,626960,+0.04,8
108/12/11,2.73,2.74,2.71,2.72,56000,152460,-0.01,6
108/12/12,2.71,2.74,2.71,2.74,54000,147120,+0.02,3
108/12/13,2.78,2.78,2.74,2.74,67000,185740,0.00,4
108/12/16,2.74,2.74,2.74,2.74,20000,54800,0.00,2
108/12/17,2.76,2.76,2.76,2.76,10000,27600,+0.02,1
108/12/18,2.59,2.59,2.59,2.59,100000,259000,-0.17,2
108/12/19,2.57,2.61,2.57,2.61,110000,286700,+0.02,2
108/12/20,2.52,2.52,2.52,2.52,10000,25200,-0.09,1
108/12/23,---,---,---,---,0,0,---,0
108/12/24,---,---,---,---,0,0,---,0
108/12/25,2.50,2.50,2.50,2.50,10000,25000,+0.10,1
108/12/26,2.52,2.53,2.52,2.53,18000,45460,+0.03,2
108/12/27,2.47,2.47,2.47,2.47,8000,19760,-0.06,1
108/12/30,---,---,---,---,0,0,---,0
108/12/31,---,---,---,---,0,0,---,0
109/01/02,2.43,2.43,2.43,2.43,1000,2430,-0.02,1
109/01/03,2.25,2.31,2.25,2.31,2000,4560,-0.12,2
109/01/06,---,---,---,---,0,0,---,0
109/01/07,2.17,2.17,2.17,2.17,20000,43400,-0.04,3
109/01/08,2.14,2.17,2.14,2.17,39000,83860,0.00,3
109/01/09,2.15,2.15,2.15,2.15,20000,43000,-0.02,2
109/01/10,---,---,---,---,0,0,---,0
109/01/13,---,---,---,---,0,0,---,0
109/01/14,2.22,2.27,2.22,2.27,209000,473930,+0.11,2
109/01/15,2.19,2.19,2.19,2.19,1000,2190,-0.08,1
109/01/16,2.16,2.16,2.16,2.16,209000,451440,-0.03,1
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,1.56,1.58,1.56,1.58,20000,31400,+0.05,2
109/02/03,1.43,1.43,1.43,1.43,20000,28600,-0.15,1
109/02/04,1.51,1.61,1.51,1.61,30000,47300,+0.18,4
109/02/05,1.56,1.58,1.45,1.46,43000,65030,-0.15,8
109/02/06,1.46,1.46,1.43,1.43,13000,18680,-0.03,3
109/02/07,1.37,1.37,1.37,1.37,47000,64390,-0.06,1
109/02/10,1.19,1.23,1.19,1.22,52000,63370,-0.15,3
109/02/11,1.21,1.21,1.15,1.15,7000,8230,-0.07,3
109/02/12,1.19,1.20,1.19,1.19,5000,5960,+0.04,3
109/02/13,1.20,1.21,1.20,1.21,3000,3610,+0.02,2
109/02/14,1.18,1.18,1.18,1.18,200000,236000,-0.03,2
109/02/17,1.11,1.12,1.11,1.12,297000,330640,-0.06,3
109/02/18,1.07,1.07,1.07,1.07,97000,103790,-0.05,2
109/02/19,---,---,---,---,0,0,---,0
109/02/20,1.15,1.16,1.15,1.16,7000,8060,+0.07,3
109/02/21,---,---,---,---,0,0,---,0
109/02/24,0.99,0.99,0.99,0.99,3000,2970,-0.10,1
109/02/25,0.92,0.92,0.92,0.92,2000,1840,-0.07,1
109/02/26,---,---,---,---,0,0,---,0
109/02/27,---,---,---,---,0,0,---,0
109/03/02,---,---,---,---,0,0,---,0
109/03/03,---,---,---,---,0,0,---,0
109/03/04,---,---,---,---,0,0,---,0
109/03/05,0.77,0.77,0.77,0.77,6000,4620,-0.01,1
109/03/06,---,---,---,---,0,0,---,0
109/03/09,---,---,---,---,0,0,---,0
109/03/10,0.52,0.52,0.52,0.52,5000,2600,-0.07,1
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,0.18,0.18,0.18,0.18,20000,3600,-0.19,2
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,0.06,0.06,0.05,0.05,73000,3780,-0.04,2
109/03/20,0.08,0.08,0.08,0.08,60000,4800,+0.03,4
109/03/23,0.06,0.06,0.06,0.06,30000,1800,-0.02,1
109/03/24,---,---,---,---,0,0,---,0
109/03/25,0.14,0.17,0.14,0.17,46000,7190,+0.08,3
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
