109/02/20,1.17,1.17,1.08,1.10,209000,233390,+0.04,5
109/02/21,1.07,1.10,1.06,1.09,218000,235870,-0.01,12
109/02/24,1.06,1.10,1.05,1.10,243000,260430,+0.01,9
109/02/25,1.00,1.03,1.00,1.03,21000,21600,-0.07,2
109/02/26,1.07,1.08,1.07,1.08,56000,60470,+0.05,3
109/02/27,1.22,1.22,0.91,0.91,238000,243210,-0.17,13
109/03/02,0.78,0.86,0.78,0.86,240000,190740,-0.05,5
109/03/03,---,---,---,---,0,0,---,0
109/03/04,---,---,---,---,0,0,---,0
109/03/05,---,---,---,---,0,0,---,0
109/03/06,0.77,0.77,0.77,0.77,45000,34650,-0.09,3
109/03/09,0.69,0.70,0.69,0.70,73000,50730,-0.07,3
109/03/10,0.59,0.59,0.59,0.59,63000,37170,-0.11,2
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,---,---,---,---,0,0,---,0
109/03/16,0.27,0.27,0.27,0.27,110000,29700,+0.03,2
109/03/17,0.13,0.17,0.13,0.16,165000,26360,-0.11,8
109/03/18,0.16,0.16,0.15,0.15,55000,8430,-0.01,4
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,0.23,0.23,0.23,0.23,5000,1150,+0.03,1
109/04/09,0.27,0.27,0.24,0.24,82000,20240,+0.01,4
109/04/10,0.22,0.23,0.22,0.23,100000,22500,-0.01,5
109/04/13,0.18,0.19,0.18,0.19,62000,11660,-0.04,3
109/04/14,0.19,0.19,0.19,0.19,5000,950,0.00,1
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,0.23,0.24,0.23,0.24,20000,4700,+0.03,2
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,0.19,0.19,0.19,0.19,50000,9500,0.00,2
109/04/24,---,---,---,---,0,0,---,0
109/04/27,0.21,0.21,0.21,0.21,255000,53550,+0.02,2
109/04/28,---,---,---,---,0,0,---,0
109/04/29,0.22,0.23,0.22,0.23,50000,11200,+0.01,2
109/04/30,0.27,0.27,0.27,0.27,5000,1350,+0.04,1
109/05/04,0.25,0.25,0.25,0.25,20000,5000,-0.02,1
109/05/05,---,---,---,---,0,0,---,0
109/05/06,0.23,0.25,0.23,0.25,120000,28600,0.00,3
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,0.18,0.18,0.18,0.18,50000,9000,-0.06,1
109/05/12,0.17,0.17,0.17,0.17,112000,19040,-0.01,5
109/05/13,0.17,0.18,0.17,0.18,36000,6170,+0.01,4
109/05/14,---,---,---,---,0,0,---,0
109/05/15,0.16,0.16,0.16,0.16,70000,11200,0.00,3
109/05/18,0.13,0.13,0.13,0.13,11000,1430,-0.03,1
109/05/19,0.12,0.13,0.12,0.13,20000,2550,0.00,2
109/05/20,0.13,0.13,0.13,0.13,25000,3250,0.00,2
109/05/21,0.14,0.14,0.14,0.14,10000,1400,+0.01,1
109/05/22,0.13,0.13,0.13,0.13,40000,5200,-0.01,1
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
109/06/08,0.11,0.11,0.11,0.11,22000,2420,0.00,1
109/06/09,---,---,---,---,0,0,---,0
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,---,---,---,---,0,0,---,0
109/06/15,---,---,---,---,0,0,---,0
109/06/16,---,---,---,---,0,0,---,0
109/06/17,---,---,---,---,0,0,---,0
109/06/18,---,---,---,---,0,0,---,0
109/06/19,0.06,0.06,0.06,0.06,20000,1200,-0.02,1
109/06/22,---,---,---,---,0,0,---,0
109/06/23,---,---,---,---,0,0,---,0
109/06/24,---,---,---,---,0,0,---,0
109/06/29,---,---,---,---,0,0,---,0
109/06/30,---,---,---,---,0,0,---,0
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
109/07/03,---,---,---,---,0,0,---,0
109/07/06,---,---,---,---,0,0,---,0
109/07/07,---,---,---,---,0,0,---,0
109/07/08,---,---,---,---,0,0,---,0
109/07/09,---,---,---,---,0,0,---,0
109/07/10,---,---,---,---,0,0,---,0
109/07/13,---,---,---,---,0,0,---,0
109/07/14,---,---,---,---,0,0,---,0
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,---,---,---,---,0,0,---,0
109/07/21,---,---,---,---,0,0,---,0
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,---,---,---,---,0,0,---,0
109/07/27,---,---,---,---,0,0,---,0
109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
