108/11/11,1.38,1.38,1.38,1.38,5000,6900,-0.26,2
108/11/12,1.32,1.32,1.32,1.32,3000,3960,-0.06,1
108/11/13,1.27,1.27,1.27,1.27,2000,2540,-0.05,1
108/11/14,1.32,1.32,1.27,1.27,26000,33640,0.00,5
108/11/15,1.23,1.28,1.23,1.28,20000,25100,+0.01,2
108/11/18,1.27,1.27,1.27,1.27,10000,12700,-0.01,1
108/11/19,---,---,---,---,0,0,---,0
108/11/20,1.32,1.32,1.32,1.32,100000,132000,+0.04,1
108/11/21,1.32,1.33,1.32,1.33,100000,132120,+0.01,2
108/11/22,---,---,---,---,0,0,---,0
108/11/25,1.30,1.30,1.30,1.30,199000,258700,+0.03,3
108/11/26,1.27,1.29,1.27,1.29,318000,406830,-0.01,8
108/11/27,1.29,1.29,1.27,1.27,167000,214040,-0.02,4
108/11/28,1.25,1.29,1.25,1.29,229000,290520,+0.02,7
108/11/29,1.24,1.25,1.24,1.25,181000,225250,-0.04,5
108/12/02,1.27,1.27,1.25,1.25,20000,25200,0.00,2
108/12/03,1.22,1.22,1.22,1.22,10000,12200,-0.03,1
108/12/04,1.18,1.18,1.12,1.12,20000,22900,-0.10,3
108/12/05,1.03,1.03,0.92,0.92,125000,121650,-0.20,6
108/12/06,0.84,0.91,0.84,0.90,793000,692940,-0.02,17
108/12/09,0.91,0.92,0.89,0.90,726000,661340,0.00,14
108/12/10,0.92,0.92,0.90,0.90,15000,13700,0.00,3
108/12/11,0.93,0.94,0.93,0.94,135000,125900,+0.04,4
108/12/12,0.92,0.92,0.89,0.92,142000,130280,-0.02,6
108/12/13,0.92,0.93,0.92,0.92,50000,46200,0.00,3
108/12/16,0.91,0.91,0.86,0.88,110000,99700,-0.04,3
108/12/17,0.85,0.86,0.85,0.86,165000,140850,-0.02,5
108/12/18,0.80,0.81,0.74,0.81,75000,57070,-0.05,5
108/12/19,0.83,0.84,0.83,0.84,50000,41590,+0.03,3
108/12/20,0.82,0.82,0.80,0.81,112000,91020,-0.03,7
108/12/23,0.79,0.79,0.79,0.79,45000,35550,-0.02,2
108/12/24,0.78,0.79,0.77,0.77,120000,93400,-0.02,3
108/12/25,0.68,0.68,0.63,0.68,156000,104270,-0.09,9
108/12/26,0.67,0.68,0.67,0.67,122000,82430,-0.01,6
108/12/27,0.65,0.67,0.64,0.67,196000,126500,0.00,6
108/12/30,0.63,0.70,0.63,0.69,162000,106100,+0.02,6
108/12/31,0.69,0.70,0.69,0.70,112000,77820,+0.01,5
109/01/02,0.67,0.67,0.60,0.60,142000,91460,-0.10,7
109/01/03,0.61,0.66,0.59,0.66,337000,207900,+0.06,10
109/01/06,0.68,0.74,0.67,0.74,350000,239960,+0.08,7
109/01/07,0.71,0.81,0.71,0.81,230000,177800,+0.07,8
109/01/08,0.79,0.79,0.78,0.78,130000,102160,-0.03,3
109/01/09,0.75,0.75,0.72,0.72,15000,11000,-0.06,3
109/01/10,0.72,0.72,0.72,0.72,5000,3600,0.00,1
109/01/13,0.73,0.73,0.68,0.70,61000,42880,-0.02,4
109/01/14,0.64,0.64,0.63,0.63,31000,19790,-0.07,3
109/01/15,0.61,0.61,0.56,0.58,103000,61080,-0.05,3
109/01/16,0.57,0.57,0.52,0.52,108000,58830,-0.06,4
109/01/17,---,---,---,---,0,0,---,0
109/01/20,0.46,0.46,0.44,0.44,85000,38000,-0.05,3
109/01/30,0.56,0.57,0.56,0.57,15000,8450,+0.13,2
109/01/31,0.60,0.60,0.60,0.60,10000,6000,+0.03,1
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,0.50,0.50,0.50,0.50,60000,30000,-0.01,1
109/02/06,0.44,0.44,0.44,0.44,60000,26400,-0.06,1
109/02/07,0.47,0.47,0.47,0.47,10000,4700,+0.03,1
109/02/10,---,---,---,---,0,0,---,0
109/02/11,---,---,---,---,0,0,---,0
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
109/02/14,---,---,---,---,0,0,---,0
109/02/17,---,---,---,---,0,0,---,0
109/02/18,---,---,---,---,0,0,---,0
109/02/19,---,---,---,---,0,0,---,0
109/02/20,---,---,---,---,0,0,---,0
109/02/21,---,---,---,---,0,0,---,0
109/02/24,---,---,---,---,0,0,---,0
109/02/25,---,---,---,---,0,0,---,0
109/02/26,---,---,---,---,0,0,---,0
109/02/27,0.29,0.29,0.29,0.29,5000,1450,+0.04,1
109/03/02,---,---,---,---,0,0,---,0
109/03/03,---,---,---,---,0,0,---,0
109/03/04,---,---,---,---,0,0,---,0
109/03/05,---,---,---,---,0,0,---,0
109/03/06,---,---,---,---,0,0,---,0
109/03/09,---,---,---,---,0,0,---,0
109/03/10,---,---,---,---,0,0,---,0
109/03/11,0.29,0.29,0.29,0.29,3000,870,+0.01,1
109/03/12,0.38,0.44,0.38,0.38,74000,28180,+0.09,4
109/03/13,0.62,0.62,0.47,0.47,170000,90880,+0.09,14
109/03/16,0.43,0.45,0.41,0.45,104000,45720,-0.02,5
109/03/17,0.58,0.65,0.58,0.65,63000,38890,+0.20,8
109/03/18,0.57,0.62,0.56,0.59,1017000,606180,-0.06,29
109/03/19,0.67,1.00,0.67,1.00,320000,232110,+0.41,10
109/03/20,0.83,0.84,0.70,0.70,130000,94450,-0.30,4
109/03/23,1.05,1.10,1.05,1.10,10000,10750,+0.40,2
109/03/24,0.86,0.94,0.86,0.93,320000,291180,-0.17,16
109/03/25,0.78,0.80,0.69,0.70,120000,85100,-0.23,7
109/03/26,---,---,---,---,0,0,---,0
109/03/27,0.67,0.76,0.67,0.76,90000,63700,+0.04,5
109/03/30,0.82,0.82,0.80,0.80,70000,56400,+0.04,3
109/03/31,0.73,0.73,0.73,0.73,10000,7300,-0.07,1
109/04/01,0.80,0.82,0.80,0.82,15000,12200,+0.09,2
109/04/06,---,---,---,---,0,0,---,0
109/04/07,0.56,0.56,0.56,0.56,30000,16800,-0.19,1
109/04/08,0.50,0.50,0.38,0.38,13000,6140,-0.18,2
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,0.33,0.33,0.33,0.33,55000,18150,-0.11,2
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,0.28,0.28,0.28,0.28,792000,221760,-0.05,2
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
