109/07/21,---,---,---,---,0,0,---,0
109/07/22,1.23,1.25,1.23,1.25,26000,32400,+0.04,2
109/07/23,1.33,1.45,1.33,1.36,421000,588980,+0.11,26
109/07/24,1.29,1.34,1.23,1.25,311000,406910,-0.11,19
109/07/27,1.32,1.40,1.26,1.27,164000,221750,+0.02,11
109/07/28,1.30,1.35,1.17,1.17,326000,419960,-0.10,20
109/07/29,1.06,1.06,1.05,1.05,130000,136550,-0.12,2
109/07/30,1.12,1.17,1.12,1.17,84000,96320,+0.12,4
109/07/31,1.11,1.11,1.09,1.09,78000,86260,-0.08,3
109/08/03,1.10,1.12,1.10,1.12,160000,178500,+0.03,4
109/08/04,1.12,1.22,1.09,1.22,372000,430560,+0.10,21
109/08/05,1.26,1.32,1.24,1.26,206000,266880,+0.04,13
109/08/06,1.21,1.30,1.21,1.25,291000,364270,-0.01,13
109/08/07,1.29,1.29,1.23,1.25,446000,563260,0.00,11
109/08/10,1.24,1.24,1.12,1.12,225000,265480,-0.13,7
109/08/11,1.06,1.09,1.06,1.09,110000,116900,-0.03,2
109/08/12,1.17,1.20,1.16,1.16,205000,242580,+0.07,11
109/08/13,1.19,1.19,1.11,1.11,233000,267880,-0.05,16
109/08/14,1.17,1.17,1.17,1.17,100000,117000,+0.06,3
109/08/17,1.13,1.17,1.11,1.15,263000,301910,-0.02,10
109/08/18,1.15,1.15,1.12,1.12,99000,112660,-0.03,11
109/08/19,1.14,1.16,1.02,1.02,353000,380330,-0.10,8
109/08/20,1.04,1.04,0.90,0.90,190000,184920,-0.12,14
109/08/21,---,---,---,---,0,0,---,0
109/08/24,0.99,1.07,0.99,1.07,531000,548660,+0.10,17
109/08/25,1.09,1.15,1.06,1.13,936000,1039450,+0.06,42
109/08/26,1.12,1.20,1.11,1.15,664000,763920,+0.02,34
109/08/27,1.13,1.15,1.09,1.14,372000,415230,-0.01,21
109/08/28,1.19,1.22,1.12,1.12,546000,633540,-0.02,33
109/08/31,1.10,1.11,1.05,1.05,179000,193250,-0.07,14
109/09/01,1.01,1.02,1.01,1.02,159000,160730,-0.03,4
109/09/02,1.02,1.02,1.02,1.02,5000,5100,0.00,1
109/09/03,1.03,1.07,1.03,1.07,323000,338450,+0.05,12
109/09/04,1.03,1.04,1.01,1.02,340000,349150,-0.05,19
109/09/07,1.02,1.02,1.01,1.01,34000,34380,-0.01,2
109/09/08,1.05,1.05,0.96,0.96,24000,23770,-0.05,4
109/09/09,0.92,0.92,0.91,0.91,38000,34880,-0.05,2
109/09/10,0.92,0.92,0.92,0.92,30000,27600,+0.01,1
109/09/11,0.88,0.88,0.88,0.88,5000,4400,-0.04,1
109/09/14,---,---,---,---,0,0,---,0
109/09/15,---,---,---,---,0,0,---,0
109/09/16,0.88,0.98,0.88,0.95,424000,405380,+0.08,18
109/09/17,0.91,0.97,0.91,0.94,357000,341080,-0.01,12
109/09/18,1.01,1.03,0.99,1.00,368000,372870,+0.06,16
109/09/21,0.99,0.99,0.93,0.93,295000,284680,-0.07,9
109/09/22,0.90,0.90,0.84,0.84,181000,154840,-0.09,10
109/09/23,0.83,0.90,0.83,0.90,62000,55260,+0.06,4
109/09/24,1.05,1.26,1.05,1.23,163000,178220,+0.33,17
109/09/25,1.10,1.10,0.85,0.90,140000,141550,-0.33,19
109/09/28,0.88,0.91,0.88,0.88,84000,74330,-0.02,8
109/09/29,0.97,1.10,0.96,0.99,491000,502790,+0.11,31
109/09/30,0.94,0.99,0.91,0.95,457000,439410,-0.04,23
109/10/05,0.91,0.91,0.89,0.91,191000,170890,-0.04,6
109/10/06,0.94,0.94,0.92,0.92,74000,68120,+0.01,6
109/10/07,0.90,0.97,0.90,0.91,530000,496280,-0.01,17
109/10/08,0.91,0.91,0.88,0.88,666000,593320,-0.03,15
109/10/12,0.92,1.00,0.92,0.97,1642000,1556440,+0.09,37
109/10/13,0.99,0.99,0.93,0.95,350000,337690,-0.02,16
109/10/14,0.94,0.98,0.94,0.98,303000,290850,+0.03,24
109/10/15,1.03,1.11,0.98,0.98,2016000,2087330,0.00,77
109/10/16,0.97,0.98,0.90,0.90,1550000,1442890,-0.08,30
109/10/19,0.90,0.90,0.88,0.88,511000,454410,-0.02,13
109/10/20,0.88,0.88,0.87,0.88,310000,271800,0.00,5
109/10/21,0.91,0.91,0.91,0.91,94000,85540,+0.03,2
109/10/22,0.90,0.92,0.87,0.87,152000,135920,-0.04,5
109/10/23,0.85,0.86,0.85,0.86,700000,601000,-0.01,4
109/10/26,0.86,0.86,0.84,0.84,455000,390250,-0.02,3
109/10/27,0.80,0.80,0.80,0.80,4000,3200,-0.04,1
109/10/28,0.78,0.78,0.78,0.78,463000,361140,-0.02,2
109/10/29,0.72,0.72,0.72,0.72,25000,18000,-0.06,1
109/10/30,0.76,0.76,0.76,0.76,8000,6080,+0.04,1
109/11/02,0.71,0.71,0.71,0.71,10000,7100,-0.05,1
109/11/03,0.76,0.76,0.76,0.76,10000,7600,+0.05,1
109/11/04,0.89,0.89,0.83,0.83,13000,11180,+0.07,3
109/11/05,---,---,---,---,0,0,---,0
109/11/06,0.80,0.80,0.80,0.80,10000,8000,-0.02,1
109/11/09,0.85,0.85,0.83,0.83,24000,20160,+0.03,2
109/11/10,0.80,0.80,0.79,0.79,24000,19080,-0.04,2
109/11/11,0.85,0.87,0.85,0.87,56000,48320,+0.08,4
109/11/12,---,---,---,---,0,0,---,0
109/11/13,0.76,0.79,0.76,0.79,240000,186300,-0.03,5
