108/09/06,1.60,1.60,1.60,1.60,31000,49600,+0.01,1
108/09/09,1.59,1.67,1.58,1.58,561000,914120,-0.02,18
108/09/10,1.38,1.38,1.16,1.16,512000,659950,-0.42,28
108/09/11,1.08,1.09,1.08,1.09,28000,30340,-0.07,3
108/09/12,1.11,1.11,1.08,1.08,60000,65100,-0.01,3
108/09/16,0.96,0.96,0.93,0.93,60000,56100,-0.15,2
108/09/17,0.92,1.01,0.92,0.93,128000,123480,0.00,11
108/09/18,0.93,1.02,0.90,1.02,491000,448810,+0.09,10
108/09/19,1.04,1.07,1.02,1.04,511000,529590,+0.02,14
108/09/20,1.05,1.06,1.03,1.06,72000,75420,+0.02,6
108/09/23,1.02,1.02,1.02,1.02,30000,30600,-0.04,2
108/09/24,1.13,1.26,1.13,1.24,433000,522800,+0.22,49
108/09/25,1.22,1.30,1.20,1.26,341000,425590,+0.02,51
108/09/26,1.18,1.18,1.10,1.10,216000,244140,-0.16,6
108/09/27,0.92,0.97,0.92,0.93,89000,83690,-0.17,8
108/10/01,0.97,0.97,0.94,0.94,88000,84520,+0.01,2
108/10/02,0.90,0.97,0.90,0.97,208000,192530,+0.03,15
108/10/03,0.92,1.04,0.92,1.03,436000,424360,+0.06,30
108/10/04,1.04,1.09,1.01,1.01,479000,497610,-0.02,16
108/10/07,1.02,1.07,0.98,0.98,411000,420700,-0.03,17
108/10/08,0.99,0.99,0.89,0.89,385000,351930,-0.09,28
108/10/09,0.78,0.84,0.73,0.84,193000,148590,-0.05,7
108/10/14,0.81,0.81,0.81,0.81,40000,32400,-0.03,1
108/10/15,0.79,0.89,0.79,0.89,155000,130730,+0.08,31
108/10/16,0.88,0.88,0.83,0.83,149000,126930,-0.06,24
108/10/17,0.78,0.78,0.78,0.78,20000,15600,-0.05,1
108/10/18,0.79,0.79,0.79,0.79,320000,252800,+0.01,4
108/10/21,0.80,0.80,0.79,0.80,300000,238090,+0.01,10
108/10/22,0.82,0.82,0.82,0.82,60000,49200,+0.02,6
108/10/23,0.82,0.91,0.82,0.90,146000,125210,+0.08,17
108/10/24,0.91,0.91,0.85,0.89,156000,140100,-0.01,18
108/10/25,0.91,0.91,0.91,0.91,50000,45500,+0.02,1
108/10/28,0.85,0.85,0.85,0.85,20000,17000,-0.06,1
108/10/29,0.87,0.89,0.87,0.89,20000,17600,+0.04,2
108/10/30,0.77,0.77,0.77,0.77,20000,15400,-0.12,2
108/10/31,---,---,---,---,0,0,---,0
108/11/01,0.70,0.84,0.69,0.84,1108000,808950,+0.12,20
108/11/04,0.86,0.86,0.78,0.78,1098000,889340,-0.06,41
108/11/05,0.77,0.77,0.77,0.77,10000,7700,-0.01,1
108/11/06,0.74,0.74,0.69,0.70,80000,56100,-0.07,4
108/11/07,0.69,0.69,0.66,0.68,65000,44200,-0.02,3
108/11/08,0.67,0.67,0.67,0.67,100000,67000,-0.01,1
108/11/11,0.69,0.79,0.68,0.68,452000,326420,+0.01,38
108/11/12,0.68,0.68,0.64,0.65,240000,158790,-0.03,28
108/11/13,0.67,0.68,0.65,0.65,703000,470190,0.00,8
108/11/14,0.64,0.64,0.62,0.62,593000,373950,-0.03,13
108/11/15,---,---,---,---,0,0,---,0
108/11/18,---,---,---,---,0,0,---,0
108/11/19,---,---,---,---,0,0,---,0
108/11/20,0.52,0.55,0.52,0.55,277000,144580,+0.03,5
108/11/21,0.51,0.54,0.51,0.53,800000,429350,-0.02,15
108/11/22,0.52,0.53,0.52,0.53,523000,276990,0.00,5
108/11/25,0.55,0.58,0.55,0.58,624000,352510,+0.05,9
108/11/26,0.54,0.55,0.53,0.53,685000,368520,-0.05,21
108/11/27,---,---,---,---,0,0,---,0
108/11/28,0.51,0.51,0.51,0.51,137000,69870,-0.01,1
108/11/29,0.50,0.50,0.48,0.48,142000,70900,-0.03,2
108/12/02,0.45,0.48,0.45,0.48,417000,195320,0.00,6
108/12/03,0.49,0.49,0.46,0.46,412000,196000,-0.02,4
108/12/04,---,---,---,---,0,0,---,0
108/12/05,0.47,0.49,0.47,0.49,247000,118050,+0.03,2
108/12/06,0.49,0.49,0.49,0.49,247000,121030,0.00,2
108/12/09,0.49,0.49,0.49,0.49,143000,70070,0.00,1
108/12/10,0.48,0.52,0.48,0.52,447000,219490,+0.03,5
108/12/11,0.53,0.53,0.49,0.53,350000,181580,+0.01,4
108/12/12,0.52,0.52,0.52,0.52,109000,56680,-0.01,2
108/12/13,0.46,0.46,0.40,0.42,114000,46360,-0.10,3
108/12/16,0.41,0.41,0.41,0.41,98000,40180,-0.01,1
108/12/17,---,---,---,---,0,0,---,0
108/12/18,---,---,---,---,0,0,---,0
108/12/19,0.43,0.43,0.43,0.43,47000,20210,+0.01,1
108/12/20,0.40,0.40,0.40,0.40,47000,18800,-0.03,1
108/12/23,0.41,0.41,0.41,0.41,265000,108650,+0.01,1
108/12/24,0.39,0.39,0.39,0.39,265000,103350,-0.02,1
108/12/25,0.41,0.44,0.41,0.41,271000,111140,+0.02,4
108/12/26,0.41,0.41,0.39,0.39,266000,107100,-0.02,3
108/12/27,---,---,---,---,0,0,---,0
108/12/30,0.37,0.37,0.37,0.37,20000,7400,-0.02,1
108/12/31,---,---,---,---,0,0,---,0
109/01/02,0.39,0.52,0.39,0.52,560000,243300,+0.14,8
109/01/03,0.52,0.53,0.44,0.46,611000,302590,-0.06,49
109/01/06,0.43,0.44,0.41,0.41,61000,25730,-0.05,3
109/01/07,0.34,0.37,0.34,0.36,119000,41930,-0.05,4
109/01/08,0.33,0.33,0.33,0.33,50000,16500,-0.03,1
109/01/09,0.33,0.33,0.33,0.33,90000,29700,0.00,2
109/01/10,0.35,0.35,0.34,0.34,90000,31450,+0.01,4
109/01/13,---,---,---,---,0,0,---,0
109/01/14,0.33,0.34,0.33,0.34,190000,63700,+0.02,3
109/01/15,0.35,0.35,0.35,0.35,180000,63000,+0.01,1
109/01/16,0.36,0.36,0.36,0.36,5000,1800,+0.01,1
109/01/17,0.36,0.36,0.35,0.36,145000,52150,0.00,4
109/01/20,0.37,0.37,0.33,0.33,140000,49850,-0.03,15
109/01/30,---,---,---,---,0,0,---,0
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,---,---,---,---,0,0,---,0
109/02/11,---,---,---,---,0,0,---,0
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
109/02/14,---,---,---,---,0,0,---,0
109/02/17,---,---,---,---,0,0,---,0
109/02/18,---,---,---,---,0,0,---,0
109/02/19,---,---,---,---,0,0,---,0
109/02/20,---,---,---,---,0,0,---,0
109/02/21,---,---,---,---,0,0,---,0
109/02/24,---,---,---,---,0,0,---,0
109/02/25,---,---,---,---,0,0,---,0
109/02/26,---,---,---,---,0,0,---,0
109/02/27,---,---,---,---,0,0,---,0
109/03/02,---,---,---,---,0,0,---,0
109/03/03,0.01,0.01,0.01,0.01,14000,140,-0.01,1
109/03/04,---,---,---,---,0,0,---,0
109/03/05,---,---,---,---,0,0,---,0
109/03/06,---,---,---,---,0,0,---,0
109/03/09,---,---,---,---,0,0,---,0
109/03/10,---,---,---,---,0,0,---,0
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,---,---,---,---,0,0,---,0
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
