108/08/16,1.08,1.08,1.04,1.04,35000,37560,-0.03,7
108/08/19,1.01,1.04,1.01,1.03,42000,43180,-0.01,3
108/08/20,0.93,0.94,0.88,0.94,217000,198210,-0.09,8
108/08/21,0.94,0.95,0.94,0.94,130000,122220,0.00,11
108/08/22,0.90,0.91,0.89,0.89,50000,45040,-0.05,3
108/08/23,0.84,0.86,0.84,0.85,138000,118100,-0.04,5
108/08/26,0.90,0.90,0.89,0.89,191000,171320,+0.04,7
108/08/27,0.86,0.86,0.86,0.86,50000,43000,-0.03,1
108/08/28,0.87,0.91,0.87,0.91,456000,402760,+0.05,4
108/08/29,0.87,0.91,0.87,0.91,459000,404750,0.00,8
108/08/30,0.89,0.91,0.89,0.91,121000,109000,0.00,4
108/09/02,0.89,0.89,0.89,0.89,38000,33820,-0.02,1
108/09/03,0.80,0.86,0.79,0.86,791000,654060,-0.03,13
108/09/04,0.84,0.86,0.84,0.86,711000,597640,0.00,13
108/09/05,0.82,0.82,0.82,0.82,30000,24600,-0.04,1
108/09/06,0.82,0.85,0.82,0.85,335000,278000,+0.03,4
108/09/09,0.81,0.83,0.81,0.83,325000,265250,-0.02,4
108/09/10,0.90,0.93,0.89,0.91,297000,270030,+0.08,19
108/09/11,0.92,0.92,0.91,0.92,179000,164140,+0.01,10
108/09/12,0.87,0.91,0.87,0.91,270000,243260,-0.01,8
108/09/16,0.89,0.95,0.89,0.93,451000,407470,+0.02,15
108/09/17,0.93,0.95,0.93,0.95,484000,457760,+0.02,11
108/09/18,0.92,0.94,0.91,0.92,547000,506870,-0.03,11
108/09/19,0.92,0.92,0.91,0.91,327000,298210,-0.01,3
108/09/20,0.91,0.91,0.91,0.91,94000,85540,0.00,3
108/09/23,0.89,0.90,0.88,0.88,164000,145180,-0.03,4
108/09/24,0.87,0.87,0.84,0.84,81000,70200,-0.04,4
108/09/25,0.87,0.87,0.87,0.87,99000,86130,+0.03,2
108/09/26,0.84,0.84,0.84,0.84,109000,91560,-0.03,2
108/09/27,0.85,0.90,0.85,0.90,1130000,984490,+0.06,13
108/10/01,0.85,0.87,0.85,0.87,1092000,945760,-0.03,11
108/10/02,0.86,0.88,0.86,0.88,39000,33880,+0.01,3
108/10/03,0.89,0.89,0.87,0.87,18000,15860,-0.01,2
108/10/04,0.86,0.87,0.86,0.87,521000,453150,0.00,4
108/10/07,0.86,0.90,0.85,0.90,665000,574110,+0.03,11
108/10/08,0.86,0.96,0.86,0.96,677000,637300,+0.06,26
108/10/09,0.94,0.94,0.93,0.93,272000,254160,-0.03,10
108/10/14,---,---,---,---,0,0,---,0
108/10/15,0.95,0.98,0.95,0.97,106000,102270,+0.04,5
108/10/16,0.99,0.99,0.97,0.97,65000,63350,0.00,3
108/10/17,0.92,0.93,0.92,0.93,32000,29550,-0.04,3
108/10/18,0.92,0.92,0.92,0.92,5000,4600,-0.01,1
108/10/21,0.93,0.93,0.92,0.92,60000,55700,0.00,2
108/10/22,0.88,0.90,0.88,0.90,61000,54680,-0.02,3
108/10/23,---,---,---,---,0,0,---,0
108/10/24,0.83,0.85,0.83,0.85,76000,63240,-0.01,5
108/10/25,0.84,0.85,0.84,0.85,51000,43340,0.00,3
108/10/28,0.82,0.82,0.82,0.82,50000,41000,-0.03,1
108/10/29,0.81,0.87,0.81,0.87,73000,60510,+0.05,3
108/10/30,0.84,0.85,0.83,0.83,144000,120730,-0.04,5
108/10/31,0.83,0.86,0.83,0.86,123000,102150,+0.03,3
108/11/01,0.85,0.85,0.85,0.85,118000,100300,-0.01,1
108/11/04,0.83,0.83,0.82,0.82,148000,122740,-0.03,4
108/11/05,0.83,0.83,0.82,0.82,54000,44810,0.00,3
108/11/06,0.83,0.84,0.81,0.84,76000,63390,+0.02,5
108/11/07,0.84,0.86,0.84,0.86,35000,30020,+0.02,5
108/11/08,0.85,0.85,0.85,0.85,22000,18700,-0.01,2
108/11/11,0.93,0.95,0.92,0.94,189000,177280,+0.09,15
108/11/12,0.91,0.93,0.91,0.93,54000,49970,-0.01,4
108/11/13,---,---,---,---,0,0,---,0
108/11/14,0.91,0.91,0.91,0.91,21000,19110,-0.01,3
108/11/15,0.89,0.90,0.88,0.90,61000,54250,-0.01,5
108/11/18,0.90,0.90,0.90,0.90,5000,4500,0.00,1
108/11/19,---,---,---,---,0,0,---,0
108/11/20,0.83,0.83,0.83,0.83,3000,2490,-0.05,2
108/11/21,---,---,---,---,0,0,---,0
108/11/22,0.80,0.82,0.80,0.81,31000,25100,-0.02,3
108/11/25,---,---,---,---,0,0,---,0
108/11/26,0.80,0.80,0.80,0.80,10000,8000,-0.01,1
108/11/27,---,---,---,---,0,0,---,0
108/11/28,---,---,---,---,0,0,---,0
108/11/29,0.77,0.80,0.77,0.80,35000,27750,+0.01,3
108/12/02,0.79,0.83,0.79,0.83,21000,16630,+0.03,2
108/12/03,---,---,---,---,0,0,---,0
108/12/04,---,---,---,---,0,0,---,0
108/12/05,0.73,0.73,0.73,0.73,1000,730,-0.05,1
108/12/06,---,---,---,---,0,0,---,0
108/12/09,0.71,0.71,0.71,0.71,37000,26270,0.00,2
108/12/10,0.70,0.70,0.68,0.68,77000,53100,-0.03,2
108/12/11,0.68,0.68,0.68,0.68,5000,3400,0.00,1
108/12/12,---,---,---,---,0,0,---,0
108/12/13,---,---,---,---,0,0,---,0
108/12/16,---,---,---,---,0,0,---,0
108/12/17,0.67,0.67,0.67,0.67,50000,33500,0.00,1
108/12/18,0.64,0.64,0.64,0.64,20000,12800,-0.03,2
108/12/19,0.63,0.63,0.63,0.63,30000,18900,-0.01,1
108/12/20,0.63,0.63,0.63,0.63,32000,20160,0.00,1
108/12/23,0.63,0.63,0.63,0.63,32000,20160,0.00,1
108/12/24,---,---,---,---,0,0,---,0
108/12/25,0.54,0.54,0.54,0.54,50000,27000,-0.03,2
108/12/26,0.52,0.52,0.52,0.52,51000,26520,-0.02,3
108/12/27,---,---,---,---,0,0,---,0
108/12/30,---,---,---,---,0,0,---,0
108/12/31,---,---,---,---,0,0,---,0
109/01/02,---,---,---,---,0,0,---,0
109/01/03,---,---,---,---,0,0,---,0
109/01/06,---,---,---,---,0,0,---,0
109/01/07,---,---,---,---,0,0,---,0
109/01/08,---,---,---,---,0,0,---,0
109/01/09,---,---,---,---,0,0,---,0
109/01/10,---,---,---,---,0,0,---,0
109/01/13,---,---,---,---,0,0,---,0
109/01/14,0.46,0.46,0.46,0.46,20000,9200,-0.04,1
109/01/15,---,---,---,---,0,0,---,0
109/01/16,---,---,---,---,0,0,---,0
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,---,---,---,---,0,0,---,0
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,---,---,---,---,0,0,---,0
109/02/07,---,---,---,---,0,0,---,0
109/02/10,0.73,0.73,0.73,0.73,10000,7300,+0.12,1
109/02/11,---,---,---,---,0,0,---,0
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
