109/02/25,0.82,0.82,0.82,0.82,10000,8200,0.00,1
109/02/26,0.80,0.80,0.80,0.80,10000,8000,-0.02,1
109/02/27,---,---,---,---,0,0,---,0
109/03/02,0.58,0.58,0.58,0.58,100000,58000,-0.04,2
109/03/03,0.65,0.70,0.64,0.70,201000,138100,+0.12,7
109/03/04,0.69,0.69,0.67,0.67,101000,68670,-0.03,12
109/03/05,0.80,0.87,0.80,0.84,465000,393550,+0.17,14
109/03/06,0.87,0.90,0.83,0.85,603000,523520,+0.01,46
109/03/09,0.79,0.82,0.66,0.66,341000,265080,-0.19,13
109/03/10,0.64,0.70,0.60,0.60,140000,93300,-0.06,10
109/03/11,0.68,0.69,0.57,0.57,200000,133300,-0.03,11
109/03/12,0.53,0.53,0.40,0.40,150000,75900,-0.17,15
109/03/13,0.23,0.28,0.22,0.28,65000,16000,-0.12,6
109/03/16,0.26,0.26,0.26,0.26,2000,520,-0.02,1
109/03/17,0.16,0.16,0.16,0.16,10000,1600,-0.10,1
109/03/18,---,---,---,---,0,0,---,0
109/03/19,0.12,0.12,0.12,0.12,10000,1200,-0.04,1
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,0.12,0.12,0.12,0.12,10000,1200,0.00,1
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,0.13,0.18,0.13,0.18,759000,107460,+0.06,76
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,0.23,0.35,0.23,0.35,9000,2550,+0.17,2
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,---,---,---,---,0,0,---,0
109/05/19,0.15,0.15,0.15,0.15,5000,750,+0.01,1
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,0.17,0.17,0.17,0.17,5000,850,+0.06,1
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,0.12,0.12,0.12,0.12,10000,1200,-0.03,1
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,0.11,0.14,0.11,0.14,25000,2900,+0.02,3
109/06/04,---,---,---,---,0,0,---,0
