109/02/11,1.19,1.19,1.19,1.19,200000,238000,+0.08,1
109/02/12,1.39,1.39,1.36,1.36,268000,370070,+0.17,4
109/02/13,1.36,1.47,1.36,1.41,266000,377210,+0.05,13
109/02/14,1.42,1.42,1.39,1.42,238000,334140,+0.01,10
109/02/17,---,---,---,---,0,0,---,0
109/02/18,1.31,1.34,1.28,1.28,60000,78000,-0.03,4
109/02/19,1.29,1.32,1.28,1.32,193000,249670,+0.04,5
109/02/20,1.49,1.49,1.41,1.41,197000,280290,+0.09,6
109/02/21,1.46,1.58,1.45,1.56,194000,295330,+0.15,11
109/02/24,1.57,1.57,1.41,1.41,171000,243950,-0.15,16
109/02/25,1.24,1.24,1.24,1.24,10000,12400,-0.17,1
109/02/26,1.30,1.30,1.20,1.20,64000,78080,-0.04,3
109/02/27,1.25,1.25,1.25,1.25,10000,12500,+0.05,1
109/03/02,0.96,1.00,0.96,1.00,107000,104770,-0.25,10
109/03/03,1.10,1.10,1.08,1.09,148000,160920,+0.09,8
109/03/04,1.00,1.00,0.95,0.95,66000,63200,-0.14,3
109/03/05,1.04,1.04,1.04,1.04,65000,67600,+0.09,2
109/03/06,0.98,1.00,0.97,0.99,65000,64150,-0.05,5
109/03/09,---,---,---,---,0,0,---,0
109/03/10,0.82,0.89,0.82,0.89,131000,111200,+0.06,3
109/03/11,0.92,0.93,0.85,0.85,139000,128430,-0.04,6
109/03/12,0.67,0.68,0.51,0.51,87000,52310,-0.34,6
109/03/13,0.31,0.31,0.31,0.31,10000,3100,-0.20,1
109/03/16,0.34,0.35,0.34,0.35,20000,6900,+0.04,2
109/03/17,---,---,---,---,0,0,---,0
109/03/18,0.12,0.12,0.12,0.12,10000,1200,-0.01,1
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,0.18,0.18,0.18,0.18,20000,3600,+0.09,1
109/03/26,0.17,0.17,0.17,0.17,10000,1700,-0.01,1
109/03/27,0.20,0.20,0.20,0.20,10000,2000,+0.03,1
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,0.27,0.27,0.27,0.27,10000,2700,+0.02,1
109/04/09,0.46,0.46,0.46,0.46,25000,11500,+0.19,1
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,0.45,0.45,0.45,0.45,82000,36900,+0.02,1
109/04/20,0.34,0.40,0.33,0.40,112000,39800,-0.05,8
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,0.72,0.73,0.19,0.19,70000,44900,-0.47,7
109/05/04,0.60,0.63,0.60,0.62,10000,6100,+0.43,4
109/05/05,---,---,---,---,0,0,---,0
109/05/06,0.71,0.71,0.71,0.71,20000,14200,+0.09,2
109/05/07,0.70,0.70,0.68,0.68,30000,20800,-0.03,2
109/05/08,0.59,0.59,0.58,0.58,30000,17600,-0.10,2
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,0.47,0.47,0.47,0.47,10000,4700,-0.07,1
109/05/15,---,---,---,---,0,0,---,0
109/05/14,0.47,0.47,0.47,0.47,10000,4700,-0.07,1
109/05/13,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/08,0.59,0.59,0.58,0.58,30000,17600,-0.10,2
109/05/07,0.70,0.70,0.68,0.68,30000,20800,-0.03,2
109/05/06,0.71,0.71,0.71,0.71,20000,14200,+0.09,2
109/05/05,---,---,---,---,0,0,---,0
109/05/04,0.60,0.63,0.60,0.62,10000,6100,+0.43,4
109/04/30,0.72,0.73,0.19,0.19,70000,44900,-0.47,7
109/04/29,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
