109/06/30,1.52,1.52,1.46,1.46,8000,11980,+0.10,4
109/07/01,1.47,1.47,1.42,1.43,32000,46140,-0.03,6
109/07/02,1.37,1.37,1.22,1.23,47000,58420,-0.20,11
109/07/03,1.14,1.26,1.14,1.26,35000,42450,+0.03,7
109/07/06,1.18,1.23,1.17,1.20,41000,49130,-0.06,9
109/07/07,1.19,1.21,1.19,1.21,19000,22810,+0.01,3
109/07/08,---,---,---,---,0,0,---,0
109/07/09,1.14,1.21,1.14,1.19,137000,160640,+0.02,8
109/07/10,1.16,1.23,1.16,1.18,301000,363780,-0.01,6
109/07/13,1.16,1.17,1.16,1.17,99000,114850,-0.01,3
109/07/14,1.16,1.16,1.16,1.16,86000,99760,-0.01,1
109/07/15,1.16,1.28,1.16,1.28,102000,119980,+0.12,5
109/07/16,1.28,1.28,1.28,1.28,1000,1280,0.00,1
109/07/17,1.33,1.41,1.33,1.38,110000,149750,+0.10,8
109/07/20,1.42,1.42,1.28,1.28,58000,80410,-0.10,4
109/07/21,1.36,1.39,1.33,1.37,187000,254280,+0.09,8
109/07/22,1.34,1.34,1.30,1.30,166000,218120,-0.07,3
109/07/23,1.33,1.33,1.33,1.33,100000,133000,+0.03,1
109/07/24,1.35,1.39,1.35,1.39,13000,17900,+0.06,3
109/07/27,1.41,1.41,1.41,1.41,5000,7050,+0.02,1
109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,1.25,1.25,1.23,1.23,22000,27350,-0.03,4
109/08/04,---,---,---,---,0,0,---,0
109/08/05,1.20,1.22,1.20,1.22,18000,21720,-0.01,3
109/08/06,1.10,1.16,1.10,1.16,24000,27120,-0.06,2
109/08/07,1.15,1.22,1.15,1.21,218000,257400,+0.05,7
109/08/10,1.16,1.20,1.16,1.20,137000,161320,-0.01,3
109/08/11,1.23,1.26,1.23,1.26,398000,496970,+0.06,16
109/08/12,1.27,1.33,1.19,1.19,434000,538870,-0.07,20
109/08/13,1.16,1.22,1.16,1.22,219000,258550,+0.03,9
109/08/14,1.23,1.23,1.20,1.20,57000,69000,-0.02,2
109/08/17,1.21,1.21,1.16,1.16,13000,15580,-0.04,2
109/08/18,1.11,1.11,1.10,1.10,110000,122000,-0.06,3
109/08/19,---,---,---,---,0,0,---,0
109/08/20,1.06,1.14,1.06,1.14,30000,33300,+0.15,3
109/08/21,0.99,0.99,0.92,0.92,30000,28300,-0.22,2
109/08/24,0.83,0.83,0.83,0.83,2000,1660,-0.09,1
109/08/25,0.72,0.72,0.67,0.67,11000,7870,-0.16,2
109/08/26,0.68,0.69,0.68,0.69,210000,144850,+0.02,4
109/08/27,0.62,0.63,0.62,0.62,160000,99250,-0.07,3
109/08/28,0.66,0.69,0.66,0.68,213000,142620,+0.06,7
109/08/31,0.65,0.70,0.65,0.70,292000,197160,+0.02,13
109/09/01,0.67,0.67,0.55,0.55,425000,250950,-0.15,19
109/09/02,0.51,0.58,0.49,0.57,445000,232480,+0.02,16
109/09/03,0.53,0.55,0.52,0.52,230000,123400,-0.05,7
109/09/04,0.55,0.56,0.53,0.55,259000,142350,+0.03,9
109/09/07,0.59,0.71,0.59,0.71,402000,240620,+0.16,6
109/09/08,0.69,0.70,0.69,0.69,61000,42490,-0.02,5
109/09/09,0.73,0.75,0.71,0.71,150000,108550,+0.02,7
109/09/10,0.72,0.75,0.72,0.75,43000,31500,+0.04,5
109/09/11,0.78,0.78,0.72,0.75,30000,22500,0.00,3
109/09/14,0.74,0.74,0.70,0.70,81000,58640,-0.05,4
109/09/15,0.70,0.70,0.70,0.70,83000,58100,0.00,3
109/09/16,0.67,0.67,0.67,0.67,10000,6700,-0.03,1
109/09/17,---,---,---,---,0,0,---,0
109/09/18,0.67,0.67,0.67,0.67,20000,13400,0.00,1
109/09/21,0.67,0.67,0.67,0.67,20000,13400,0.00,1
109/09/22,---,---,---,---,0,0,---,0
109/09/23,---,---,---,---,0,0,---,0
109/09/24,0.75,0.76,0.75,0.76,110000,83000,+0.08,3
109/09/25,0.74,0.80,0.74,0.79,36000,27350,+0.03,4
109/09/28,0.82,0.82,0.82,0.82,20000,16400,+0.03,1
109/09/29,---,---,---,---,0,0,---,0
109/09/30,0.78,0.78,0.78,0.78,77000,60060,-0.01,1
109/10/05,0.74,0.79,0.74,0.79,336000,260120,+0.01,8
109/10/06,0.76,0.77,0.69,0.69,219000,158440,-0.10,7
109/10/07,0.69,0.69,0.69,0.69,17000,11730,0.00,2
109/10/08,0.61,0.63,0.58,0.63,116000,69380,-0.06,8
109/10/12,0.62,0.63,0.58,0.63,596000,370130,0.00,8
109/10/13,0.62,0.64,0.62,0.64,276000,171140,+0.01,3
109/10/14,0.70,0.70,0.70,0.70,109000,76300,+0.06,3
109/10/15,0.70,0.70,0.69,0.69,58000,40520,-0.01,2
109/10/16,0.69,0.69,0.69,0.69,122000,84180,0.00,2
109/10/19,0.69,0.70,0.69,0.70,173000,120380,+0.01,2
109/10/20,---,---,---,---,0,0,---,0
109/10/21,0.63,0.63,0.63,0.63,15000,9450,-0.05,1
109/10/22,---,---,---,---,0,0,---,0
109/10/23,0.59,0.59,0.59,0.59,20000,11800,-0.02,1
109/10/26,0.64,0.64,0.64,0.64,20000,12800,+0.05,1
109/10/27,0.65,0.65,0.65,0.65,15000,9750,+0.01,1
109/10/28,0.63,0.63,0.63,0.63,19000,11970,-0.02,2
109/10/29,0.70,0.70,0.70,0.70,88000,61600,+0.07,3
109/10/30,0.65,0.65,0.61,0.63,107000,68390,-0.07,7
