109/03/11,0.83,0.89,0.83,0.89,88000,75130,-0.06,6
109/03/12,0.95,1.07,0.94,1.07,172000,173440,+0.18,10
109/03/13,1.24,1.24,1.12,1.12,119000,142320,+0.05,12
109/03/16,1.01,1.06,1.01,1.06,20000,20700,-0.06,2
109/03/17,1.18,1.26,1.18,1.26,22000,26840,+0.20,3
109/03/18,1.32,1.35,1.32,1.35,11000,14820,+0.09,2
109/03/19,1.66,1.66,1.66,1.66,1000,1660,+0.31,1
109/03/20,1.50,1.50,1.42,1.44,75000,109030,-0.22,6
109/03/23,---,---,---,---,0,0,---,0
109/03/24,1.43,1.43,1.43,1.43,1000,1430,-0.16,1
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,1.08,1.08,1.08,1.08,10000,10800,-0.02,1
109/04/17,1.03,1.03,1.03,1.03,10000,10300,-0.05,1
109/04/20,1.09,1.09,1.09,1.09,10000,10900,+0.06,1
109/04/21,1.07,1.07,1.06,1.06,10000,10660,-0.03,5
109/04/22,1.09,1.09,1.09,1.09,15000,16350,+0.03,1
109/04/23,---,---,---,---,0,0,---,0
109/04/24,1.04,1.04,1.04,1.04,15000,15600,-0.05,1
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,1.01,1.01,1.01,1.01,30000,30300,+0.03,2
109/05/05,0.99,0.99,0.99,0.99,20000,19800,-0.02,2
109/05/06,0.95,0.95,0.95,0.95,10000,9500,-0.04,1
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,1.05,1.09,1.05,1.08,56000,60530,+0.05,5
109/05/13,1.07,1.07,1.05,1.05,13000,13710,-0.03,2
109/05/14,1.06,1.10,1.06,1.10,148000,160360,+0.05,12
109/05/15,1.06,1.10,1.06,1.06,43000,45840,-0.04,10
109/05/18,1.07,1.07,1.03,1.06,35000,36540,0.00,4
109/05/19,1.02,1.03,1.02,1.03,8000,8190,-0.03,2
109/05/20,1.05,1.05,1.04,1.04,2000,2090,+0.01,2
109/05/21,1.03,1.03,1.02,1.02,81000,82630,-0.02,2
109/05/22,1.02,1.02,1.02,1.02,1000,1020,0.00,1
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,0.95,0.96,0.94,0.94,11000,10460,-0.08,3
109/05/28,0.91,0.97,0.91,0.97,38000,35430,+0.03,5
109/05/29,0.98,0.99,0.97,0.98,62000,60750,+0.01,7
109/06/01,0.93,0.93,0.93,0.93,9000,8370,-0.05,3
109/06/02,---,---,---,---,0,0,---,0
109/06/03,0.87,0.87,0.87,0.87,15000,13050,-0.05,1
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
109/06/08,---,---,---,---,0,0,---,0
109/06/09,---,---,---,---,0,0,---,0
109/06/10,0.90,0.90,0.90,0.90,35000,31500,0.00,2
109/06/11,0.89,0.92,0.89,0.91,29000,26370,+0.01,15
109/06/12,0.94,0.96,0.94,0.94,44000,41760,+0.03,7
109/06/15,0.97,0.97,0.97,0.97,34000,32980,+0.03,19
109/06/16,---,---,---,---,0,0,---,0
109/06/17,0.94,0.95,0.94,0.95,8000,7580,+0.01,2
109/06/18,---,---,---,---,0,0,---,0
109/06/19,---,---,---,---,0,0,---,0
109/06/22,0.92,0.92,0.88,0.88,42000,37760,-0.05,3
109/06/23,0.89,0.89,0.89,0.89,20000,17800,+0.01,10
109/06/24,0.90,0.90,0.90,0.90,20000,18000,+0.01,1
109/06/29,0.88,0.88,0.88,0.88,20000,17600,-0.02,1
109/06/30,0.80,0.80,0.80,0.80,5000,4000,-0.08,1
109/07/01,0.77,0.77,0.77,0.77,5000,3850,-0.03,1
109/07/02,0.77,0.77,0.77,0.77,408000,314160,0.00,1
109/07/03,---,---,---,---,0,0,---,0
109/07/06,0.64,0.64,0.57,0.57,424000,270240,-0.15,3
109/07/07,0.51,0.51,0.50,0.50,64000,32300,-0.07,5
109/07/08,0.48,0.48,0.48,0.48,50000,24000,-0.02,4
109/07/09,0.35,0.35,0.35,0.35,10000,3500,-0.13,1
109/07/10,0.35,0.35,0.35,0.35,8000,2800,0.00,1
109/07/13,0.29,0.29,0.29,0.29,8000,2320,-0.06,4
109/07/14,0.37,0.37,0.37,0.37,10000,3700,+0.08,1
109/07/15,---,---,---,---,0,0,---,0
