109/07/03,1.03,1.03,1.03,1.03,10000,10300,+0.16,1
109/07/06,1.00,1.00,1.00,1.00,10000,10000,-0.03,1
109/07/07,---,---,---,---,0,0,---,0
109/07/08,---,---,---,---,0,0,---,0
109/07/09,---,---,---,---,0,0,---,0
109/07/10,---,---,---,---,0,0,---,0
109/07/13,---,---,---,---,0,0,---,0
109/07/14,0.96,0.96,0.96,0.96,14000,13440,-0.01,1
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,0.97,0.97,0.97,0.97,14000,13580,+0.02,1
109/07/20,---,---,---,---,0,0,---,0
109/07/21,---,---,---,---,0,0,---,0
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,---,---,---,---,0,0,---,0
109/07/27,---,---,---,---,0,0,---,0
109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,0.89,0.89,0.89,0.89,200000,178000,0.00,2
109/08/04,0.89,0.95,0.89,0.95,220000,197000,+0.06,2
109/08/05,---,---,---,---,0,0,---,0
109/08/06,0.88,0.88,0.88,0.88,20000,17600,-0.04,1
109/08/07,0.93,0.93,0.93,0.93,10000,9300,+0.05,1
109/08/10,0.94,0.94,0.94,0.94,10000,9400,+0.01,1
109/08/11,---,---,---,---,0,0,---,0
109/08/12,1.00,1.00,1.00,1.00,5000,5000,+0.06,1
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,0.93,0.93,0.93,0.93,5000,4650,-0.06,1
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,1.05,1.05,1.05,1.05,46000,48300,+0.04,1
109/08/21,1.07,1.09,1.07,1.09,66000,71020,+0.04,3
109/08/24,1.09,1.09,1.09,1.09,30000,32700,0.00,1
109/08/25,1.04,1.04,1.04,1.04,60000,62400,-0.05,2
109/08/26,1.01,1.01,1.01,1.01,198000,199980,-0.03,2
109/08/27,0.98,0.98,0.98,0.98,198000,194040,-0.03,1
109/08/28,---,---,---,---,0,0,---,0
109/08/31,---,---,---,---,0,0,---,0
109/09/01,---,---,---,---,0,0,---,0
109/09/02,---,---,---,---,0,0,---,0
109/09/03,0.94,0.94,0.94,0.94,20000,18800,-0.03,1
109/09/04,---,---,---,---,0,0,---,0
109/09/07,---,---,---,---,0,0,---,0
109/09/08,---,---,---,---,0,0,---,0
109/09/09,---,---,---,---,0,0,---,0
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,0.91,0.91,0.91,0.91,5000,4550,-0.04,1
109/09/15,0.89,0.89,0.89,0.89,5000,4450,-0.02,1
109/09/16,0.85,0.86,0.85,0.86,20000,17100,-0.03,2
109/09/17,0.85,0.85,0.85,0.85,10000,8500,-0.01,1
109/09/18,0.81,0.81,0.81,0.81,30000,24300,-0.04,1
109/09/21,---,---,---,---,0,0,---,0
109/09/22,---,---,---,---,0,0,---,0
109/09/23,---,---,---,---,0,0,---,0
109/09/24,0.87,0.87,0.87,0.87,40000,34800,+0.03,2
109/09/25,0.91,0.91,0.91,0.91,10000,9100,+0.04,1
109/09/28,0.87,0.88,0.87,0.88,30000,26300,-0.03,3
109/09/29,---,---,---,---,0,0,---,0
109/09/30,---,---,---,---,0,0,---,0
109/10/05,---,---,---,---,0,0,---,0
109/10/06,0.75,0.76,0.74,0.74,30000,22650,-0.09,3
109/10/07,---,---,---,---,0,0,---,0
109/10/08,---,---,---,---,0,0,---,0
109/10/12,---,---,---,---,0,0,---,0
109/10/13,---,---,---,---,0,0,---,0
109/10/14,0.65,0.65,0.65,0.65,10000,6500,-0.04,1
109/10/15,0.68,0.70,0.68,0.70,15000,10300,+0.05,2
109/10/16,0.70,0.70,0.70,0.70,10000,7000,0.00,1
109/10/19,---,---,---,---,0,0,---,0
109/10/20,0.66,0.66,0.66,0.66,5000,3300,-0.02,1
109/10/21,0.68,0.68,0.68,0.68,52000,35360,+0.02,2
109/10/22,0.67,0.68,0.67,0.68,62000,41640,0.00,3
109/10/23,---,---,---,---,0,0,---,0
109/10/26,---,---,---,---,0,0,---,0
109/10/27,---,---,---,---,0,0,---,0
109/10/28,---,---,---,---,0,0,---,0
109/10/29,---,---,---,---,0,0,---,0
109/10/30,---,---,---,---,0,0,---,0
109/11/02,---,---,---,---,0,0,---,0
109/11/03,0.68,0.68,0.68,0.68,20000,13600,-0.04,2
109/11/04,---,---,---,---,0,0,---,0
109/11/05,---,---,---,---,0,0,---,0
109/11/06,0.64,0.64,0.64,0.64,10000,6400,-0.03,1
109/11/09,0.59,0.59,0.59,0.59,30000,17700,-0.05,1
109/11/10,---,---,---,---,0,0,---,0
109/11/11,0.58,0.60,0.58,0.60,15000,8940,+0.02,5
109/11/12,0.58,0.58,0.58,0.58,15000,8700,-0.02,2
109/11/13,0.59,0.59,0.59,0.59,17000,10030,+0.01,1
