108/12/16,2.27,2.27,2.27,2.27,1000,2270,-0.15,1
108/12/17,2.39,2.44,2.38,2.38,13000,31160,+0.11,4
108/12/18,2.40,2.42,2.33,2.33,26000,62000,-0.05,4
108/12/19,2.28,2.28,2.28,2.28,9000,20520,-0.05,2
108/12/20,---,---,---,---,0,0,---,0
108/12/23,---,---,---,---,0,0,---,0
108/12/24,2.26,2.38,2.26,2.38,26000,60140,+0.17,3
108/12/25,2.30,2.53,2.29,2.42,152000,370840,+0.04,20
108/12/26,2.48,2.48,2.39,2.39,82000,201740,-0.03,8
108/12/27,2.33,2.34,2.33,2.34,15000,35000,-0.05,2
108/12/30,---,---,---,---,0,0,---,0
108/12/31,2.47,2.60,2.47,2.49,124000,314470,+0.08,14
109/01/02,2.63,2.76,2.54,2.54,149000,387700,+0.05,21
109/01/03,2.58,2.58,2.37,2.37,25000,61500,-0.17,4
109/01/06,2.29,2.44,2.29,2.44,45000,108100,+0.07,3
109/01/07,2.45,2.45,2.43,2.45,50000,122100,+0.01,5
109/01/08,2.64,2.66,2.59,2.66,50000,131800,+0.21,4
109/01/09,3.19,3.48,3.06,3.48,24000,74670,+0.82,4
109/01/10,3.53,3.92,3.53,3.91,74000,283840,+0.43,10
109/01/13,3.58,3.66,3.58,3.63,70000,255870,-0.28,10
109/01/14,---,---,---,---,0,0,---,0
109/01/15,3.79,3.79,3.79,3.79,20000,75800,-0.10,1
109/01/16,---,---,---,---,0,0,---,0
109/01/17,---,---,---,---,0,0,---,0
109/01/20,---,---,---,---,0,0,---,0
109/01/30,4.29,4.29,4.29,4.29,95000,407550,+0.43,1
109/01/31,---,---,---,---,0,0,---,0
109/02/03,---,---,---,---,0,0,---,0
109/02/04,---,---,---,---,0,0,---,0
109/02/05,---,---,---,---,0,0,---,0
109/02/06,4.12,4.12,4.12,4.12,10000,41200,+0.18,1
109/02/07,4.48,4.48,4.48,4.48,10000,44800,+0.36,1
109/02/10,---,---,---,---,0,0,---,0
109/02/11,---,---,---,---,0,0,---,0
109/02/12,---,---,---,---,0,0,---,0
109/02/13,---,---,---,---,0,0,---,0
109/02/14,4.37,4.37,4.32,4.33,90000,392000,+0.19,9
109/02/17,4.82,4.94,4.80,4.94,22000,106080,+0.61,3
109/02/18,5.00,5.00,5.00,5.00,2000,10000,+0.06,1
109/02/19,5.00,5.55,5.00,5.55,31000,166400,+0.55,3
109/02/20,6.15,6.15,6.15,6.15,10000,61500,+0.60,1
109/02/21,5.80,5.80,5.80,5.80,90000,522000,-0.35,1
109/02/24,---,---,---,---,0,0,---,0
109/02/25,---,---,---,---,0,0,---,0
109/02/26,---,---,---,---,0,0,---,0
109/02/27,---,---,---,---,0,0,---,0
109/03/02,---,---,---,---,0,0,---,0
109/03/03,---,---,---,---,0,0,---,0
109/03/04,---,---,---,---,0,0,---,0
109/03/05,---,---,---,---,0,0,---,0
109/03/06,---,---,---,---,0,0,---,0
109/03/09,---,---,---,---,0,0,---,0
109/03/10,---,---,---,---,0,0,---,0
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,4.46,4.55,4.34,4.52,60000,266500,-0.93,6
109/03/16,5.90,5.90,5.60,5.60,60000,351000,+1.08,4
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,4.88,4.88,4.88,4.88,2000,9760,+0.04,1
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,4.94,4.94,4.94,4.94,2000,9880,+0.14,1
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,---,---,---,---,0,0,---,0
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
109/06/04,---,---,---,---,0,0,---,0
109/06/05,---,---,---,---,0,0,---,0
109/06/08,---,---,---,---,0,0,---,0
109/06/09,---,---,---,---,0,0,---,0
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
