109/08/17,0.80,0.80,0.80,0.80,7000,5600,-0.02,1
109/08/18,0.74,0.74,0.63,0.63,66000,43550,-0.17,8
109/08/19,0.64,0.65,0.64,0.65,160000,103940,+0.02,2
109/08/20,0.59,0.59,0.50,0.50,188000,108770,-0.15,6
109/08/21,0.59,0.59,0.59,0.59,8000,4720,+0.09,1
109/08/24,---,---,---,---,0,0,---,0
109/08/25,0.60,0.61,0.60,0.60,82000,49900,+0.01,4
109/08/26,0.63,0.69,0.63,0.69,125000,85050,+0.09,7
109/08/27,0.71,0.71,0.64,0.64,140000,94300,-0.05,6
109/08/28,0.63,0.64,0.62,0.63,155000,98750,-0.01,5
109/08/31,0.63,0.65,0.63,0.63,222000,141610,0.00,6
109/09/01,0.64,0.64,0.63,0.64,62000,39580,+0.01,5
109/09/02,0.67,0.67,0.67,0.67,10000,6700,+0.03,1
109/09/03,0.63,0.63,0.61,0.61,29000,17930,-0.06,4
109/09/04,0.63,0.68,0.63,0.67,252000,164070,+0.06,8
109/09/07,0.64,0.64,0.54,0.55,259000,153690,-0.12,16
109/09/08,0.54,0.54,0.54,0.54,20000,10800,-0.01,2
109/09/09,0.50,0.50,0.46,0.46,71000,34580,-0.08,7
109/09/10,0.50,0.51,0.50,0.51,17000,8570,+0.05,2
109/09/11,---,---,---,---,0,0,---,0
109/09/14,0.54,0.61,0.54,0.61,128000,74160,+0.10,14
109/09/15,0.63,0.63,0.60,0.60,18000,11010,-0.01,3
109/09/16,0.61,0.62,0.60,0.60,34000,20800,0.00,5
109/09/17,0.62,0.62,0.60,0.61,80000,48700,+0.01,9
109/09/18,0.62,0.62,0.61,0.61,30000,18500,0.00,2
109/09/21,0.59,0.60,0.59,0.60,14000,8360,-0.01,2
109/09/22,0.57,0.57,0.57,0.57,10000,5700,-0.03,1
109/09/23,---,---,---,---,0,0,---,0
109/09/24,0.55,0.55,0.50,0.50,13000,7000,-0.08,2
109/09/25,---,---,---,---,0,0,---,0
109/09/28,---,---,---,---,0,0,---,0
109/09/29,0.53,0.53,0.53,0.53,20000,10600,+0.02,1
109/09/30,0.54,0.54,0.54,0.54,3000,1620,+0.01,1
109/10/05,0.59,0.61,0.59,0.60,39000,23330,+0.06,4
109/10/06,0.61,0.61,0.60,0.60,30000,18200,0.00,3
109/10/07,0.61,0.61,0.57,0.57,50000,29900,-0.03,3
109/10/08,0.59,0.59,0.59,0.59,10000,5900,+0.02,1
109/10/12,0.57,0.57,0.57,0.57,10000,5700,-0.02,1
109/10/13,0.53,0.53,0.53,0.53,10000,5300,-0.04,1
109/10/14,0.54,0.54,0.54,0.54,80000,43200,+0.01,2
109/10/15,0.54,0.54,0.54,0.54,3000,1620,0.00,2
109/10/16,0.50,0.50,0.48,0.48,220000,107800,-0.06,4
109/10/19,---,---,---,---,0,0,---,0
109/10/20,---,---,---,---,0,0,---,0
109/10/21,0.53,0.53,0.53,0.53,197000,104410,+0.03,3
109/10/22,0.50,0.53,0.50,0.53,197000,104140,0.00,2
109/10/23,0.52,0.52,0.52,0.52,2000,1040,-0.01,1
109/10/26,---,---,---,---,0,0,---,0
109/10/27,0.45,0.45,0.45,0.45,4000,1800,-0.02,1
109/10/28,0.43,0.43,0.41,0.41,4000,1700,-0.04,2
109/10/29,---,---,---,---,0,0,---,0
109/10/30,---,---,---,---,0,0,---,0
109/11/02,0.37,0.38,0.37,0.38,4000,1500,-0.03,2
109/11/03,0.41,0.41,0.41,0.41,10000,4100,+0.03,1
109/11/04,0.46,0.46,0.46,0.46,3000,1380,+0.05,1
109/11/05,---,---,---,---,0,0,---,0
109/11/06,0.49,0.49,0.49,0.49,8000,3920,+0.03,1
109/11/09,---,---,---,---,0,0,---,0
109/11/10,0.47,0.47,0.47,0.47,36000,16920,-0.03,1
109/11/11,0.63,0.65,0.62,0.63,1041000,656130,+0.16,24
109/11/12,0.64,0.64,0.63,0.63,60000,38300,0.00,3
109/11/13,---,---,---,---,0,0,---,0
109/11/16,0.69,0.74,0.67,0.70,1062000,726050,+0.12,12
109/11/17,0.69,0.69,0.63,0.63,155000,102400,-0.07,10
109/11/18,0.68,0.68,0.66,0.66,122000,81430,+0.03,11
109/11/19,0.64,0.67,0.64,0.67,171000,111710,+0.01,15
109/11/20,0.65,0.65,0.65,0.65,30000,19500,-0.02,1
109/11/23,0.66,0.66,0.66,0.66,5000,3300,+0.01,1
109/11/24,0.73,0.73,0.69,0.69,273000,192890,+0.03,7
109/11/25,0.69,0.70,0.64,0.64,95000,64150,-0.05,8
109/11/26,0.63,0.63,0.63,0.63,30000,18900,-0.01,1
109/11/27,---,---,---,---,0,0,---,0
109/11/30,---,---,---,---,0,0,---,0
109/12/01,---,---,---,---,0,0,---,0
109/12/02,0.64,0.68,0.64,0.67,36000,24080,+0.09,3
109/12/03,0.63,0.64,0.63,0.64,110000,69350,-0.03,2
109/12/04,0.54,0.55,0.54,0.55,33000,17840,-0.09,3
109/12/07,0.47,0.47,0.47,0.47,3000,1410,-0.08,1
109/12/08,---,---,---,---,0,0,---,0
109/12/09,0.53,0.53,0.53,0.53,2000,1060,+0.01,1
109/12/10,0.52,0.52,0.52,0.52,20000,10400,-0.01,1
109/12/11,0.54,0.54,0.49,0.49,43000,23070,-0.03,2
109/12/14,---,---,---,---,0,0,---,0
109/12/15,0.45,0.45,0.45,0.45,3000,1350,-0.04,1
109/12/16,---,---,---,---,0,0,---,0
109/12/17,0.51,0.53,0.51,0.53,113000,57730,+0.06,3
109/12/18,0.49,0.50,0.49,0.50,110000,54900,-0.03,3
109/12/21,---,---,---,---,0,0,---,0
109/12/22,0.47,0.47,0.47,0.47,3000,1410,-0.02,1
109/12/23,0.46,0.46,0.46,0.46,120000,55200,-0.01,2
109/12/24,0.45,0.48,0.45,0.48,120000,57270,+0.02,2
109/12/25,---,---,---,---,0,0,---,0
