108/07/31,1.17,1.41,1.17,1.36,498000,640820,+0.21,12
108/08/01,1.32,1.32,1.23,1.27,362000,464090,-0.09,15
108/08/02,1.34,1.42,1.30,1.37,540000,742650,+0.10,19
108/08/05,1.35,1.50,1.35,1.46,999000,1430230,+0.09,18
108/08/06,1.58,1.58,1.45,1.45,760000,1171720,-0.01,18
108/08/07,1.39,1.42,1.36,1.36,415000,576490,-0.09,11
108/08/08,1.24,1.27,1.24,1.27,81000,102030,-0.09,4
108/08/12,1.28,1.31,1.24,1.24,484000,624420,-0.03,10
108/08/13,1.28,1.35,1.27,1.35,784000,1014280,+0.11,29
108/08/14,1.29,1.46,1.29,1.46,1038000,1406150,+0.11,28
108/08/15,1.53,1.54,1.45,1.50,858000,1292360,+0.04,40
108/08/16,1.46,1.49,1.46,1.47,192000,284420,-0.03,7
108/08/19,1.45,1.45,1.42,1.42,62000,89450,-0.05,4
108/08/20,1.37,1.37,1.35,1.35,90000,122500,-0.07,2
108/08/21,1.40,1.40,1.40,1.40,63000,88200,+0.05,3
108/08/22,1.38,1.48,1.38,1.48,611000,865090,+0.08,24
108/08/23,1.41,1.44,1.39,1.44,551000,774290,-0.04,18
108/08/26,1.46,1.46,1.46,1.46,5000,7300,+0.02,1
108/08/27,---,---,---,---,0,0,---,0
108/08/28,---,---,---,---,0,0,---,0
108/08/29,1.54,1.54,1.54,1.54,40000,61600,+0.05,2
108/08/30,---,---,---,---,0,0,---,0
108/09/02,1.40,1.43,1.40,1.43,70000,98900,-0.01,4
108/09/03,1.39,1.39,1.39,1.39,30000,41700,-0.04,1
108/09/04,1.37,1.37,1.33,1.33,20000,27000,-0.06,2
108/09/05,1.21,1.21,1.21,1.21,10000,12100,-0.12,1
108/09/06,1.20,1.20,1.18,1.18,295000,353900,-0.03,6
108/09/09,1.16,1.26,1.16,1.26,1113000,1335630,+0.08,17
108/09/10,1.22,1.27,1.22,1.26,994000,1244730,0.00,30
108/09/11,1.21,1.28,1.21,1.28,180000,221400,+0.02,11
108/09/12,1.23,1.27,1.23,1.27,85000,104750,-0.01,3
108/09/16,---,---,---,---,0,0,---,0
108/09/17,1.29,1.32,1.29,1.32,200000,262200,+0.04,10
108/09/18,1.34,1.34,1.33,1.33,100000,133600,+0.01,2
108/09/19,1.32,1.32,1.32,1.32,61000,80520,-0.01,7
108/09/20,1.32,1.32,1.32,1.32,61000,80520,0.00,1
108/09/23,1.33,1.33,1.33,1.33,13000,17290,+0.01,2
108/09/24,1.32,1.32,1.32,1.32,13000,17160,-0.01,1
108/09/25,---,---,---,---,0,0,---,0
108/09/26,---,---,---,---,0,0,---,0
108/09/27,1.40,1.44,1.40,1.44,17000,24080,+0.06,2
108/10/01,1.44,1.44,1.44,1.44,10000,14400,0.00,1
108/10/02,1.49,1.49,1.49,1.49,10000,14900,+0.05,1
108/10/03,1.54,1.54,1.52,1.52,19000,29080,+0.03,3
108/10/04,1.52,1.52,1.52,1.52,1000,1520,0.00,1
108/10/07,1.47,1.49,1.47,1.49,60000,89200,-0.03,6
108/10/08,1.38,1.40,1.35,1.40,95000,130670,-0.09,5
108/10/09,1.42,1.48,1.42,1.48,15000,21600,+0.08,2
108/10/14,---,---,---,---,0,0,---,0
108/10/15,---,---,---,---,0,0,---,0
108/10/16,1.42,1.42,1.42,1.42,10000,14200,-0.03,1
108/10/17,1.41,1.41,1.41,1.41,10000,14100,-0.01,1
108/10/18,1.34,1.37,1.34,1.37,20000,27050,-0.04,4
108/10/21,1.37,1.37,1.36,1.36,20000,27300,-0.01,6
108/10/22,---,---,---,---,0,0,---,0
108/10/23,---,---,---,---,0,0,---,0
108/10/24,---,---,---,---,0,0,---,0
108/10/25,---,---,---,---,0,0,---,0
108/10/28,---,---,---,---,0,0,---,0
108/10/29,1.24,1.31,1.24,1.31,88000,112480,+0.05,15
