109/07/30,1.07,1.10,1.07,1.10,8000,8650,+0.03,2
109/07/31,1.09,1.09,1.09,1.09,9000,9810,-0.01,4
109/08/03,1.06,1.06,1.06,1.06,1000,1060,-0.03,1
109/08/04,---,---,---,---,0,0,---,0
109/08/05,1.07,1.11,1.07,1.11,90000,97100,+0.07,2
109/08/06,1.13,1.15,1.09,1.09,165000,187450,-0.02,11
109/08/07,1.08,1.09,1.07,1.09,70000,75900,0.00,4
109/08/10,---,---,---,---,0,0,---,0
109/08/11,---,---,---,---,0,0,---,0
109/08/12,0.82,0.82,0.82,0.82,57000,46740,-0.11,1
109/08/13,0.85,0.85,0.85,0.85,57000,48450,+0.03,1
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,0.77,0.77,0.77,0.77,4000,3080,-0.05,1
109/08/19,0.70,0.70,0.60,0.60,104000,62800,-0.17,2
109/08/20,0.47,0.47,0.47,0.47,1000,470,-0.13,1
109/08/21,0.52,0.55,0.52,0.55,69000,37920,+0.08,2
109/08/24,0.53,0.53,0.53,0.53,68000,36040,-0.02,1
109/08/25,---,---,---,---,0,0,---,0
109/08/26,0.62,0.62,0.62,0.62,66000,40920,+0.02,1
109/08/27,---,---,---,---,0,0,---,0
109/08/28,0.56,0.56,0.56,0.56,1000,560,+0.01,1
109/08/31,0.56,0.56,0.56,0.56,1000,560,0.00,1
109/09/01,0.49,0.49,0.49,0.49,66000,32340,-0.07,1
109/09/02,---,---,---,---,0,0,---,0
109/09/03,---,---,---,---,0,0,---,0
109/09/04,---,---,---,---,0,0,---,0
109/09/07,0.62,0.63,0.62,0.63,140000,87400,+0.16,7
109/09/08,0.57,0.57,0.55,0.56,140000,78100,-0.07,25
109/09/09,0.52,0.52,0.52,0.52,66000,34320,-0.04,1
109/09/10,0.60,0.60,0.58,0.58,186000,111200,+0.06,3
109/09/11,0.51,0.52,0.50,0.51,120000,61720,-0.07,10
109/09/14,---,---,---,---,0,0,---,0
109/09/15,---,---,---,---,0,0,---,0
109/09/16,0.65,0.65,0.65,0.65,10000,6500,+0.05,1
109/09/17,0.64,0.64,0.64,0.64,10000,6400,-0.01,1
109/09/18,---,---,---,---,0,0,---,0
109/09/21,0.60,0.60,0.60,0.60,68000,40800,0.00,1
109/09/22,0.56,0.56,0.55,0.55,78000,43000,-0.05,2
109/09/23,0.57,0.57,0.57,0.57,10000,5700,+0.02,1
109/09/24,---,---,---,---,0,0,---,0
109/09/25,---,---,---,---,0,0,---,0
109/09/28,---,---,---,---,0,0,---,0
109/09/29,---,---,---,---,0,0,---,0
109/09/30,---,---,---,---,0,0,---,0
109/10/05,---,---,---,---,0,0,---,0
109/10/06,---,---,---,---,0,0,---,0
109/10/07,---,---,---,---,0,0,---,0
109/10/08,---,---,---,---,0,0,---,0
109/10/12,---,---,---,---,0,0,---,0
109/10/13,---,---,---,---,0,0,---,0
109/10/14,---,---,---,---,0,0,---,0
109/10/15,---,---,---,---,0,0,---,0
109/10/16,---,---,---,---,0,0,---,0
