109/07/13,---,---,---,---,0,0,---,0
109/07/14,1.91,1.93,1.91,1.93,15000,28800,+0.04,3
109/07/15,2.06,2.06,2.06,2.06,15000,30900,+0.13,1
109/07/16,2.13,2.23,2.11,2.20,50000,108600,+0.14,5
109/07/17,2.19,2.29,2.19,2.29,43000,96310,+0.09,5
109/07/20,2.43,2.43,2.34,2.37,23000,54840,+0.08,3
109/07/21,2.36,2.41,2.36,2.41,13000,31180,+0.04,2
109/07/22,2.39,2.39,2.25,2.25,13000,29670,-0.16,2
109/07/23,2.34,2.34,2.34,2.34,7000,16380,+0.09,1
109/07/24,2.32,2.32,2.32,2.32,7000,16240,-0.02,1
109/07/27,2.36,2.36,2.36,2.36,5000,11800,+0.04,1
109/07/28,2.48,2.48,2.48,2.48,5000,12400,+0.12,1
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,---,---,---,---,0,0,---,0
109/08/04,---,---,---,---,0,0,---,0
109/08/05,2.11,2.11,2.11,2.11,8000,16880,-0.02,1
109/08/06,1.83,1.83,1.83,1.83,8000,14640,-0.28,1
109/08/07,2.01,2.09,2.01,2.09,87000,178590,+0.26,5
109/08/10,1.95,2.00,1.95,2.00,87000,171050,-0.09,3
109/08/11,2.10,2.17,2.10,2.17,60000,128800,+0.17,3
109/08/12,2.25,2.31,2.05,2.05,135000,302390,-0.12,11
109/08/13,2.04,2.16,2.04,2.16,73000,151530,+0.11,8
109/08/14,2.16,2.16,2.08,2.08,54000,115400,-0.08,5
109/08/17,2.08,2.10,2.00,2.00,32000,64880,-0.08,4
109/08/18,1.92,1.92,1.87,1.89,38000,71860,-0.11,3
109/08/19,1.70,1.70,1.61,1.67,46000,76380,-0.22,12
109/08/20,1.62,1.87,1.62,1.87,128000,229960,+0.20,9
109/08/21,1.58,1.58,1.51,1.51,10000,15660,-0.36,4
109/08/24,1.36,1.42,1.36,1.42,96000,131160,-0.09,4
109/08/25,1.25,1.27,1.20,1.20,42000,52290,-0.22,5
109/08/26,1.19,1.19,1.13,1.16,97000,112600,-0.04,6
109/08/27,1.08,1.12,1.07,1.12,127000,139070,-0.04,11
109/08/28,1.15,1.22,1.12,1.19,412000,471910,+0.07,15
109/08/31,1.11,1.24,1.11,1.24,285000,326780,+0.05,14
109/09/01,1.18,1.18,0.97,0.97,115000,122250,-0.27,13
109/09/02,0.91,1.02,0.91,1.02,69000,65830,+0.05,3
109/09/03,0.96,0.99,0.96,0.99,55000,53700,-0.03,2
109/09/04,1.05,1.05,1.05,1.05,199000,208950,+0.06,1
109/09/07,1.06,1.34,1.06,1.34,396000,464280,+0.29,22
109/09/08,1.28,1.41,1.25,1.37,274000,356890,+0.03,15
109/09/09,1.36,1.40,1.33,1.33,110000,149210,-0.04,19
109/09/10,1.27,1.45,1.25,1.44,218000,302070,+0.11,16
109/09/11,1.41,1.43,1.40,1.40,101000,141840,-0.04,3
109/09/14,1.36,1.39,1.36,1.37,134000,184070,-0.03,5
109/09/15,1.31,1.31,1.29,1.29,59000,77090,-0.08,3
109/09/16,1.25,1.26,1.25,1.26,8000,10070,-0.03,3
109/09/17,1.22,1.24,1.22,1.24,59000,72560,-0.02,2
109/09/18,1.21,1.21,1.21,1.21,59000,71390,-0.03,1
109/09/21,1.25,1.30,1.25,1.30,25000,31500,+0.09,2
109/09/22,1.30,1.30,1.25,1.25,86000,110510,-0.05,11
109/09/23,1.21,1.23,1.21,1.23,72000,87440,-0.02,2
109/09/24,1.29,1.40,1.29,1.40,226000,314540,+0.17,4
109/09/25,1.43,1.48,1.43,1.48,225000,323000,+0.08,2
109/09/28,1.45,1.53,1.45,1.53,325000,493250,+0.05,6
109/09/29,1.44,1.45,1.43,1.43,600000,862010,-0.10,3
109/09/30,1.42,1.42,1.42,1.42,350000,497000,-0.01,3
109/10/05,1.41,1.43,1.41,1.43,15000,21350,+0.01,2
109/10/06,1.40,1.40,1.26,1.26,1064000,1407110,-0.17,8
109/10/07,1.26,1.26,1.24,1.25,614000,766650,-0.01,3
109/10/08,1.16,1.18,1.15,1.18,32000,37180,-0.07,3
