109/01/13,2.37,2.37,2.08,2.08,29000,67850,+0.33,5
109/01/14,2.12,2.23,2.12,2.21,353000,781600,+0.13,12
109/01/15,2.33,2.64,2.27,2.64,296000,714780,+0.43,25
109/01/16,2.31,2.31,2.11,2.11,72000,164070,-0.53,11
109/01/17,2.22,2.32,2.22,2.30,16000,36320,+0.19,3
109/01/20,2.31,2.39,2.31,2.39,67000,157090,+0.09,6
109/01/30,2.02,2.11,1.78,1.78,345000,657070,-0.61,23
109/01/31,1.95,2.01,1.84,2.01,315000,616330,+0.23,34
109/02/03,1.72,1.75,1.57,1.75,322000,534670,-0.26,67
109/02/04,1.82,1.87,1.75,1.75,123000,223560,0.00,8
109/02/05,1.69,1.89,1.69,1.81,191000,348630,+0.06,7
109/02/06,2.01,2.52,2.01,2.49,220000,476660,+0.68,18
109/02/07,2.43,3.02,2.31,2.87,315000,866220,+0.38,59
109/02/10,2.82,3.14,2.67,2.70,291000,819240,-0.17,59
109/02/11,2.84,3.53,2.78,3.51,307000,956680,+0.81,37
109/02/12,3.43,3.55,3.28,3.55,186000,641470,+0.04,35
109/02/13,3.75,3.75,3.51,3.51,30000,109000,-0.04,3
109/02/14,3.81,3.87,3.77,3.77,102000,389500,+0.26,6
109/02/17,---,---,---,---,0,0,---,0
109/02/18,3.48,3.54,3.48,3.54,25000,87920,-0.45,3
109/02/19,3.57,3.67,3.25,3.67,73000,249790,+0.13,14
109/02/20,4.17,4.36,4.03,4.03,46000,197310,+0.36,19
109/02/21,3.77,3.89,3.52,3.55,176000,632640,-0.48,20
109/02/24,3.45,3.51,3.40,3.40,44000,151220,-0.15,10
109/02/25,3.67,3.80,3.67,3.80,94000,356160,+0.40,4
109/02/26,4.14,4.14,4.14,4.14,13000,53820,+0.34,1
109/02/27,3.36,3.36,3.36,3.36,1000,3360,-0.78,1
109/03/02,3.25,3.46,3.25,3.45,31000,106500,+0.09,6
109/03/03,4.60,4.63,4.26,4.26,33000,149400,+0.81,14
109/03/04,4.14,4.14,4.14,4.14,2000,8280,-0.12,1
109/03/05,---,---,---,---,0,0,---,0
109/03/06,---,---,---,---,0,0,---,0
109/03/09,3.12,3.12,2.97,2.97,15000,45300,-1.15,2
109/03/10,2.93,2.93,2.89,2.89,20000,58200,-0.08,2
109/03/11,3.39,3.39,3.39,3.39,10000,33900,+0.50,1
109/03/12,---,---,---,---,0,0,---,0
109/03/13,---,---,---,---,0,0,---,0
109/03/16,---,---,---,---,0,0,---,0
109/03/17,---,---,---,---,0,0,---,0
109/03/18,---,---,---,---,0,0,---,0
109/03/19,---,---,---,---,0,0,---,0
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,---,---,---,---,0,0,---,0
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,1.83,2.23,1.83,2.14,1065000,2158900,+0.06,107
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
