109/02/25,1.33,1.39,1.33,1.39,13000,17950,-1.61,2
109/02/26,1.34,1.34,1.34,1.34,13000,17420,-0.05,1
109/02/27,---,---,---,---,0,0,---,0
109/03/02,0.80,1.20,0.80,1.17,349000,367410,+0.23,12
109/03/03,1.42,1.43,1.39,1.39,349000,493370,+0.22,15
109/03/04,---,---,---,---,0,0,---,0
109/03/05,1.16,1.16,1.07,1.07,22000,24530,-0.14,2
109/03/06,1.10,1.17,0.97,0.97,153000,169810,-0.10,15
109/03/09,0.78,0.80,0.76,0.78,259000,202240,-0.19,6
109/03/10,0.65,0.65,0.64,0.64,103000,65970,-0.14,2
109/03/11,---,---,---,---,0,0,---,0
109/03/12,---,---,---,---,0,0,---,0
109/03/13,0.21,0.21,0.21,0.21,10000,2100,-0.20,1
109/03/16,0.26,0.28,0.23,0.23,578000,150730,+0.02,11
109/03/17,0.17,0.22,0.16,0.22,684000,138700,-0.01,25
109/03/18,0.24,0.25,0.16,0.16,627000,128630,-0.06,11
109/03/19,0.10,0.11,0.08,0.08,399000,39700,-0.08,6
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,0.12,0.12,0.12,0.12,10000,1200,+0.01,1
109/03/25,---,---,---,---,0,0,---,0
109/03/26,0.18,0.27,0.18,0.27,13000,2610,+0.13,2
109/03/27,0.35,0.35,0.35,0.35,4000,1400,+0.08,1
109/03/30,---,---,---,---,0,0,---,0
109/03/31,0.21,0.21,0.21,0.21,319000,66990,-0.14,2
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,0.33,0.33,0.33,0.33,1000,330,+0.05,1
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,1.00,1.00,1.00,1.00,85000,85000,+0.19,1
109/04/20,1.05,1.05,1.05,1.05,190000,199500,+0.05,1
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,0.94,0.94,0.89,0.89,20000,18300,+0.09,2
109/05/05,---,---,---,---,0,0,---,0
109/05/06,1.65,1.65,1.65,1.65,10000,16500,+0.32,1
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,1.35,1.35,1.35,1.35,3000,4050,+0.12,1
109/05/12,1.24,1.24,1.16,1.16,30000,35150,-0.19,3
109/05/13,---,---,---,---,0,0,---,0
109/05/14,1.05,1.05,1.02,1.02,54000,55200,-0.11,2
109/05/15,0.88,0.89,0.88,0.89,2000,1770,-0.13,2
109/05/18,1.01,1.01,1.01,1.01,2000,2020,+0.12,1
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,1.06,1.06,1.06,1.06,50000,53000,+0.07,1
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,1.90,1.90,1.90,1.90,10000,19000,+0.59,1
109/06/04,1.84,1.84,1.84,1.84,10000,18400,-0.06,1
109/06/05,1.61,1.61,1.61,1.61,1000,1610,-0.23,1
109/06/08,---,---,---,---,0,0,---,0
109/06/09,---,---,---,---,0,0,---,0
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,1.13,1.13,1.13,1.13,19000,21470,-0.16,1
109/06/15,1.22,1.22,1.18,1.18,62000,73920,+0.05,2
109/06/16,1.17,1.17,1.16,1.16,120000,139630,-0.02,2
109/06/17,1.25,1.59,1.25,1.59,246000,351700,+0.43,8
109/06/18,1.67,1.74,1.61,1.61,267000,445150,+0.02,11
109/06/19,1.67,1.67,1.67,1.67,98000,163660,+0.06,1
109/06/22,1.90,1.90,1.90,1.90,13000,24700,+0.23,1
109/06/23,1.75,1.75,1.61,1.61,111000,180530,-0.29,2
109/06/24,1.53,1.53,1.44,1.44,196000,291060,-0.17,2
109/06/29,1.35,1.45,1.35,1.45,183000,257550,+0.01,3
109/06/30,1.42,1.42,1.39,1.39,85000,118750,-0.06,4
109/07/01,1.60,1.60,1.60,1.60,20000,32000,+0.21,1
109/07/02,1.96,1.96,1.65,1.65,35000,63480,+0.05,13
109/07/03,1.66,1.77,1.64,1.66,98000,162660,+0.01,13
109/07/06,1.63,1.68,1.63,1.67,83000,138240,+0.01,6
109/07/07,---,---,---,---,0,0,---,0
109/07/08,---,---,---,---,0,0,---,0
109/07/09,---,---,---,---,0,0,---,0
109/07/10,1.16,1.16,1.16,1.16,1000,1160,-0.20,1
109/07/13,1.16,1.43,1.16,1.43,26000,36710,+0.27,3
109/07/14,1.13,1.13,1.13,1.13,25000,28250,-0.30,2
109/07/15,1.02,1.02,1.02,1.02,60000,61200,-0.11,1
109/07/16,0.94,0.94,0.79,0.79,120000,103800,-0.23,2
109/07/17,0.68,0.68,0.68,0.68,60000,40800,-0.11,1
109/07/20,0.43,0.43,0.43,0.43,60000,25800,-0.25,1
109/07/21,0.61,0.61,0.61,0.61,60000,36600,+0.18,1
109/07/22,---,---,---,---,0,0,---,0
109/07/23,0.49,0.52,0.48,0.52,325000,163200,-0.06,6
109/07/24,0.54,0.57,0.52,0.52,197000,108620,0.00,5
109/07/27,0.65,0.69,0.60,0.69,276000,180500,+0.17,4
109/07/28,0.78,0.79,0.70,0.70,74000,54800,+0.01,3
109/07/29,0.62,0.62,0.62,0.62,10000,6200,-0.08,1
109/07/30,0.66,0.66,0.66,0.66,10000,6600,+0.04,1
109/07/31,---,---,---,---,0,0,---,0
109/08/03,0.78,0.89,0.78,0.89,16000,13140,+0.20,2
109/08/04,1.04,1.04,1.02,1.02,16000,16440,+0.13,2
109/08/05,---,---,---,---,0,0,---,0
109/08/06,---,---,---,---,0,0,---,0
109/08/07,---,---,---,---,0,0,---,0
109/08/10,---,---,---,---,0,0,---,0
109/08/11,---,---,---,---,0,0,---,0
109/08/12,---,---,---,---,0,0,---,0
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
