109/09/07,---,---,---,---,0,0,---,0
109/09/08,---,---,---,---,0,0,---,0
109/09/09,---,---,---,---,0,0,---,0
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,0.91,0.98,0.91,0.98,267000,250870,+0.18,6
109/09/15,0.97,0.98,0.92,0.92,287000,275690,-0.06,9
109/09/16,0.98,1.04,0.90,0.90,289000,285340,-0.02,7
109/09/17,0.91,0.97,0.91,0.94,308000,292120,+0.04,11
109/09/18,0.96,1.02,0.93,0.93,297000,287480,-0.01,11
109/09/21,0.98,1.01,0.97,0.97,306000,302230,+0.04,13
109/09/22,0.97,1.05,0.96,1.05,659000,663910,+0.08,28
109/09/23,1.16,1.37,0.88,0.89,1042000,1289540,-0.16,73
109/09/24,0.86,0.92,0.79,0.89,470000,407320,0.00,32
109/09/25,0.87,0.87,0.68,0.70,46000,33870,-0.19,5
109/09/28,0.74,0.74,0.74,0.74,15000,11100,+0.04,2
109/09/29,0.77,0.77,0.75,0.75,45000,34350,+0.01,3
109/09/30,0.76,0.76,0.76,0.76,13000,9880,+0.01,1
109/10/05,0.76,0.94,0.76,0.94,146000,125660,+0.18,13
109/10/06,1.05,1.10,0.94,0.94,160000,167640,0.00,14
109/10/07,0.95,1.03,0.95,1.01,305000,305450,+0.07,8
109/10/08,1.02,1.02,0.93,0.93,267000,268250,-0.08,11
109/10/12,1.00,1.00,0.96,0.98,46000,45260,+0.05,6
109/10/13,1.00,1.08,0.94,1.02,443000,457710,+0.04,17
109/10/14,1.06,1.14,1.05,1.08,623000,678890,+0.06,20
109/10/15,1.13,1.17,1.02,1.02,404000,448560,-0.06,16
109/10/16,1.03,1.03,1.00,1.00,312000,315360,-0.02,4
109/10/19,0.94,0.94,0.92,0.92,122000,112740,-0.08,6
109/10/20,0.88,0.88,0.88,0.88,1000,880,-0.04,1
109/10/21,0.98,1.04,0.98,1.03,317000,326710,+0.15,10
109/10/22,0.99,1.06,0.96,1.06,382000,386150,+0.03,22
109/10/23,1.11,1.17,0.99,0.99,158000,169200,-0.07,17
109/10/26,1.05,1.06,1.05,1.05,229000,240540,+0.06,4
109/10/27,0.98,1.00,0.98,0.98,147000,144730,-0.07,7
109/10/28,0.99,0.99,0.85,0.86,123000,108370,-0.12,6
109/10/29,0.76,0.95,0.76,0.95,57000,47370,+0.09,5
109/10/30,0.91,1.01,0.90,0.90,140000,136100,-0.05,4
109/11/02,0.92,1.00,0.90,0.95,209000,200940,+0.05,10
109/11/03,1.06,1.16,0.97,1.15,511000,561550,+0.20,21
109/11/04,1.11,1.33,1.10,1.33,772000,939660,+0.18,29
109/11/05,1.36,1.51,1.27,1.50,996000,1402750,+0.17,32
109/11/06,1.57,2.04,1.55,1.61,1293000,2148980,+0.11,67
109/11/09,1.73,2.09,1.73,2.09,1566000,2933870,+0.48,81
109/11/10,1.92,1.94,1.63,1.79,1023000,1862850,-0.30,49
109/11/11,1.86,1.92,1.64,1.65,207000,367630,-0.14,25
109/11/12,1.72,1.80,1.60,1.71,316000,544790,+0.06,23
109/11/13,1.61,1.81,1.55,1.81,646000,1100620,+0.10,39
109/11/16,1.95,2.10,1.80,2.05,857000,1657940,+0.24,56
109/11/17,2.02,2.02,1.74,1.74,278000,523590,-0.31,28
109/11/18,1.78,1.83,1.72,1.75,142000,251000,+0.01,23
109/11/19,1.73,1.73,1.53,1.53,96000,157510,-0.22,13
109/11/20,1.61,1.61,1.48,1.51,43000,65990,-0.02,17
109/11/23,1.55,1.57,1.50,1.50,49000,75180,-0.01,7
109/11/24,1.50,1.63,1.50,1.57,192000,309030,+0.07,15
109/11/25,1.65,1.75,1.57,1.57,311000,525010,0.00,23
109/11/26,1.54,1.68,1.54,1.54,204000,330880,-0.03,20
109/11/27,1.57,1.64,1.52,1.64,344000,551230,+0.10,25
109/11/30,1.64,1.80,1.64,1.73,408000,707750,+0.09,34
109/12/01,1.71,1.73,1.59,1.62,399000,655880,-0.11,24
109/12/02,1.62,2.25,1.62,2.25,772000,1414800,+0.63,56
109/12/03,2.30,2.53,1.75,1.81,1681000,3414850,-0.44,101
109/12/04,1.77,1.84,1.66,1.68,621000,1046470,-0.13,15
