109/07/08,---,---,---,---,0,0,---,0
109/07/09,---,---,---,---,0,0,---,0
109/07/10,0.86,0.86,0.86,0.86,85000,73100,-0.03,1
109/07/13,0.78,0.78,0.75,0.75,170000,130050,-0.11,3
109/07/14,0.76,0.76,0.75,0.75,90000,68350,0.00,2
109/07/15,---,---,---,---,0,0,---,0
109/07/16,0.64,0.64,0.63,0.63,151000,96540,+0.04,2
109/07/17,0.63,0.63,0.62,0.62,236000,147280,-0.01,4
109/07/20,0.50,0.50,0.47,0.47,85000,40670,-0.15,3
109/07/21,0.64,0.68,0.64,0.67,90000,59750,+0.20,7
109/07/22,0.65,0.78,0.63,0.78,1067000,768860,+0.11,26
109/07/23,0.76,0.89,0.76,0.85,1721000,1415220,+0.07,45
109/07/24,0.87,0.90,0.70,0.72,904000,722110,-0.13,68
109/07/27,0.78,0.86,0.78,0.80,993000,840330,+0.08,16
109/07/28,0.84,0.84,0.65,0.65,288000,229970,-0.15,29
109/07/29,0.66,0.73,0.66,0.73,623000,420780,+0.08,9
109/07/30,0.73,0.80,0.71,0.77,856000,664240,+0.04,24
109/07/31,0.74,0.82,0.74,0.80,207000,158590,+0.03,10
109/08/03,0.78,0.80,0.76,0.76,60000,47010,-0.04,8
109/08/04,0.80,0.96,0.80,0.96,518000,436890,+0.20,31
109/08/05,1.03,1.09,0.96,1.06,608000,626220,+0.10,45
109/08/06,1.04,1.04,0.94,1.00,244000,242250,-0.06,13
109/08/07,1.06,1.07,1.05,1.05,191000,203310,+0.05,6
109/08/10,1.07,1.07,0.93,0.93,198000,209600,-0.12,7
109/08/11,0.94,0.94,0.94,0.94,5000,4700,+0.01,1
109/08/12,0.90,0.90,0.90,0.90,20000,18000,-0.04,1
109/08/13,1.02,1.02,1.01,1.01,25000,25300,+0.11,2
109/08/14,1.02,1.03,1.02,1.03,29000,29670,+0.02,2
109/08/17,1.04,1.04,1.04,1.04,3000,3120,+0.01,1
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,0.91,0.91,0.74,0.74,4000,3360,-0.13,3
109/08/21,0.91,0.91,0.87,0.87,21000,18310,+0.13,2
109/08/24,0.85,0.85,0.85,0.85,3000,2550,-0.02,1
109/08/25,0.86,0.86,0.86,0.86,6000,5160,+0.01,2
109/08/26,0.85,0.86,0.85,0.86,101000,85870,0.00,2
109/08/27,0.84,0.84,0.77,0.77,111000,92680,-0.09,4
109/08/28,0.66,0.66,0.66,0.66,5000,3300,-0.11,1
109/08/31,0.67,0.67,0.67,0.67,10000,6700,+0.01,1
109/09/01,0.55,0.55,0.55,0.55,45000,24750,-0.12,2
109/09/02,0.61,0.61,0.59,0.59,70000,42000,+0.04,2
109/09/03,0.60,0.63,0.60,0.63,225000,137350,+0.04,5
109/09/04,0.55,0.55,0.54,0.54,171000,93540,-0.09,6
109/09/07,0.37,0.37,0.36,0.36,70000,25800,-0.18,2
109/09/08,0.35,0.47,0.34,0.47,130000,56600,+0.11,6
109/09/09,0.39,0.45,0.38,0.45,70000,27690,-0.02,20
109/09/10,---,---,---,---,0,0,---,0
109/09/11,0.46,0.46,0.46,0.46,3000,1380,+0.01,2
109/09/14,0.49,0.49,0.49,0.49,2000,980,+0.03,2
109/09/15,---,---,---,---,0,0,---,0
109/09/16,0.57,0.62,0.57,0.62,40000,23800,+0.15,2
109/09/17,0.69,0.69,0.59,0.59,126000,83890,-0.03,11
109/09/18,0.64,0.64,0.59,0.59,233000,143120,0.00,3
109/09/21,0.57,0.57,0.53,0.53,183000,101860,-0.06,4
109/09/22,0.51,0.52,0.51,0.52,95000,48550,-0.01,2
109/09/23,0.55,0.61,0.55,0.57,225000,129990,+0.05,8
109/09/24,0.53,0.53,0.51,0.51,79000,41520,-0.06,10
109/09/25,0.58,0.58,0.45,0.45,165000,93600,-0.06,6
109/09/28,0.47,0.47,0.47,0.47,85000,39950,+0.02,1
109/09/29,0.45,0.45,0.42,0.42,10000,4350,-0.05,2
109/09/30,---,---,---,---,0,0,---,0
109/10/05,0.43,0.43,0.42,0.42,10000,4250,-0.05,2
109/10/06,---,---,---,---,0,0,---,0
109/10/07,0.51,0.51,0.50,0.50,55000,27700,+0.09,2
109/10/08,0.48,0.56,0.48,0.56,201000,110950,+0.06,8
109/10/12,0.56,0.59,0.54,0.59,428000,241990,+0.03,7
109/10/13,0.57,0.74,0.57,0.70,682000,417750,+0.11,16
109/10/14,0.66,0.73,0.65,0.73,596000,405070,+0.03,13
109/10/15,0.69,0.72,0.69,0.72,333000,234700,-0.01,10
109/10/16,0.69,0.69,0.67,0.69,167000,112530,-0.03,8
109/10/19,0.62,0.62,0.51,0.51,27000,15610,-0.18,3
109/10/20,0.59,0.67,0.59,0.67,232000,146210,+0.16,7
109/10/21,0.69,0.79,0.65,0.75,417000,297300,+0.08,22
109/10/22,0.79,0.85,0.79,0.82,286000,232940,+0.07,21
109/10/23,0.86,0.95,0.86,0.94,188000,170390,+0.12,16
109/10/26,0.96,0.97,0.80,0.80,78000,75200,-0.14,9
109/10/27,0.71,0.85,0.71,0.85,219000,170040,+0.05,9
109/10/28,0.86,0.87,0.71,0.72,217000,183380,-0.13,8
109/10/29,0.60,0.65,0.59,0.65,28000,16940,-0.07,5
109/10/30,0.65,0.66,0.65,0.66,58000,38260,+0.01,5
109/11/02,0.59,0.59,0.50,0.59,188000,103280,-0.07,8
109/11/03,0.63,0.63,0.52,0.52,167000,95950,-0.07,5
109/11/04,0.50,0.50,0.50,0.50,10000,5000,-0.02,1
109/11/05,0.51,0.63,0.51,0.60,251000,148710,+0.10,7
109/11/06,0.59,0.74,0.59,0.64,380000,252130,+0.04,23
109/11/09,0.70,0.70,0.59,0.59,288000,186660,-0.05,9
109/11/10,0.60,0.66,0.55,0.55,240000,143760,-0.04,6
