109/04/16,1.89,1.89,1.89,1.89,10000,18900,+0.14,1
109/04/17,2.08,2.27,2.00,2.00,475000,986820,+0.11,39
109/04/20,2.13,2.16,2.09,2.14,358000,755240,+0.14,19
109/04/21,2.07,2.09,1.89,1.89,144000,290810,-0.25,16
109/04/22,1.71,2.12,1.71,2.07,532000,1047140,+0.18,48
109/04/23,2.14,2.20,2.00,2.04,533000,1107470,-0.03,38
109/04/24,1.90,1.96,1.88,1.90,42000,80150,-0.14,8
109/04/27,2.01,2.02,1.90,1.97,64000,126190,+0.07,7
109/04/28,1.97,1.97,1.84,1.85,74000,141450,-0.12,10
109/04/29,1.85,1.90,1.85,1.88,296000,554610,+0.03,19
109/04/30,1.98,2.02,1.90,1.90,298000,577450,+0.02,18
109/05/04,1.83,2.33,1.82,2.20,659000,1368310,+0.30,53
109/05/05,2.31,2.49,2.24,2.49,894000,2101780,+0.29,59
109/05/06,2.60,2.91,2.44,2.44,625000,1622190,-0.05,67
109/05/07,2.48,2.60,2.36,2.58,256000,639230,+0.14,28
109/05/08,2.60,2.60,2.39,2.39,185000,466670,-0.19,15
109/05/11,2.44,2.50,2.43,2.48,225000,554860,+0.09,12
109/05/12,2.45,2.56,2.40,2.40,207000,506770,-0.08,13
109/05/13,2.38,2.45,2.26,2.26,286000,686990,-0.14,14
109/05/14,2.29,2.33,2.26,2.32,203000,467960,+0.06,10
109/05/15,2.05,2.19,2.05,2.14,713000,1505150,-0.18,29
109/05/18,2.28,2.37,2.24,2.33,733000,1694550,+0.19,61
109/05/19,2.41,2.41,2.27,2.30,76000,178640,-0.03,6
109/05/20,2.33,2.33,2.25,2.25,11000,25230,-0.05,2
109/05/21,2.28,2.37,2.25,2.27,387000,900830,+0.02,22
109/05/22,2.21,2.36,2.16,2.28,524000,1182000,+0.01,40
109/05/25,2.31,2.31,2.18,2.24,148000,333340,-0.04,9
109/05/26,2.39,2.56,2.39,2.42,285000,698030,+0.18,18
109/05/27,2.40,2.41,2.24,2.27,318000,742440,-0.15,29
109/05/28,2.29,2.36,2.26,2.36,52000,120450,+0.09,3
109/05/29,2.35,2.47,2.33,2.47,201000,487830,+0.11,12
109/06/01,2.62,2.79,2.62,2.79,191000,512240,+0.32,20
109/06/02,2.80,2.82,2.70,2.82,91000,253720,+0.03,10
109/06/03,2.88,3.16,2.87,3.16,94000,275020,+0.34,8
109/06/04,3.22,3.22,3.11,3.13,47000,149910,-0.03,9
109/06/05,2.95,2.95,2.95,2.95,10000,29500,-0.18,1
109/06/08,---,---,---,---,0,0,---,0
109/06/09,2.70,2.70,2.70,2.70,1000,2700,+0.08,1
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,2.09,2.09,2.09,2.09,20000,41800,-0.23,2
109/06/15,---,---,---,---,0,0,---,0
109/06/16,2.26,2.26,2.25,2.25,35000,79070,+0.02,2
109/06/17,2.38,2.62,2.38,2.62,16000,39200,+0.37,4
109/06/18,2.70,2.72,2.67,2.67,18000,48560,+0.05,4
109/06/19,---,---,---,---,0,0,---,0
109/06/22,---,---,---,---,0,0,---,0
109/06/23,---,---,---,---,0,0,---,0
109/06/24,---,---,---,---,0,0,---,0
109/06/29,---,---,---,---,0,0,---,0
109/06/30,---,---,---,---,0,0,---,0
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
109/07/03,---,---,---,---,0,0,---,0
109/07/06,---,---,---,---,0,0,---,0
109/07/07,---,---,---,---,0,0,---,0
109/07/08,2.86,2.86,2.86,2.86,10000,28600,+0.03,1
109/07/09,2.77,2.77,2.77,2.77,15000,41550,-0.09,2
109/07/10,2.57,2.57,2.57,2.57,15000,38550,-0.20,2
109/07/13,---,---,---,---,0,0,---,0
109/07/14,---,---,---,---,0,0,---,0
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,---,---,---,---,0,0,---,0
109/07/21,2.23,2.25,2.18,2.18,10000,22300,+0.02,5
109/07/22,2.24,2.24,2.21,2.21,21000,46740,+0.03,3
109/07/23,2.24,2.25,2.12,2.12,28000,62190,-0.09,10
109/07/24,2.22,2.28,2.22,2.28,8000,18120,+0.16,2
109/07/27,2.67,2.67,2.67,2.67,3000,8010,+0.39,1
109/07/28,2.64,2.64,2.52,2.52,9000,23400,-0.15,2
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,2.81,2.81,2.81,2.81,3000,8430,+0.17,1
109/08/04,3.27,3.27,3.27,3.27,30000,98100,+0.46,1
109/08/05,---,---,---,---,0,0,---,0
109/08/06,---,---,---,---,0,0,---,0
109/08/07,3.50,3.50,3.50,3.50,10000,35000,+0.08,1
109/08/10,---,---,---,---,0,0,---,0
109/08/11,---,---,---,---,0,0,---,0
109/08/12,3.19,3.19,3.19,3.19,70000,223300,-0.09,1
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,---,---,---,---,0,0,---,0
109/08/21,---,---,---,---,0,0,---,0
109/08/24,---,---,---,---,0,0,---,0
109/08/25,---,---,---,---,0,0,---,0
109/08/26,---,---,---,---,0,0,---,0
109/08/27,---,---,---,---,0,0,---,0
109/08/28,---,---,---,---,0,0,---,0
109/08/31,---,---,---,---,0,0,---,0
109/09/01,---,---,---,---,0,0,---,0
109/09/02,---,---,---,---,0,0,---,0
109/09/03,---,---,---,---,0,0,---,0
109/09/04,---,---,---,---,0,0,---,0
