108/12/18,1.55,1.65,1.55,1.65,7000,11450,+0.15,2
108/12/19,1.65,1.66,1.58,1.61,26000,42410,-0.04,5
108/12/20,1.70,1.75,1.70,1.73,248000,422800,+0.12,11
108/12/23,1.68,1.68,1.61,1.64,222000,368250,-0.09,7
108/12/24,1.60,1.63,1.60,1.63,120000,195300,-0.01,2
108/12/25,1.59,1.60,1.58,1.58,236000,376210,-0.05,6
108/12/26,1.51,1.55,1.48,1.49,141000,211990,-0.09,6
108/12/27,1.48,1.67,1.48,1.67,291000,460910,+0.18,10
108/12/30,1.61,1.66,1.61,1.62,470000,774260,-0.05,11
108/12/31,1.63,1.64,1.61,1.61,237000,384800,-0.01,10
109/01/02,1.51,1.52,1.48,1.48,473000,715160,-0.13,11
109/01/03,1.48,1.65,1.47,1.65,678000,1027470,+0.17,19
109/01/06,1.77,1.83,1.71,1.72,256000,452520,+0.07,32
109/01/07,1.83,1.83,1.70,1.70,34000,62090,-0.02,2
109/01/08,1.73,1.73,1.65,1.72,496000,845310,+0.02,31
109/01/09,1.63,1.64,1.63,1.64,179000,291890,-0.08,5
109/01/10,1.69,1.76,1.69,1.74,262000,452890,+0.10,16
109/01/13,1.70,1.96,1.70,1.94,624000,1139740,+0.20,41
109/01/14,1.76,1.81,1.72,1.72,739000,1297680,-0.22,38
109/01/15,1.70,1.83,1.66,1.82,406000,716770,+0.10,26
109/01/16,1.83,1.86,1.80,1.85,568000,1037420,+0.03,24
109/01/17,1.79,1.86,1.79,1.86,196000,359390,+0.01,15
109/01/20,1.79,1.79,1.69,1.69,294000,514760,-0.17,12
109/01/30,1.93,2.02,1.85,2.02,188000,363720,+0.33,17
109/01/31,1.85,2.00,1.85,1.98,219000,422900,-0.04,21
109/02/03,2.15,2.25,2.07,2.07,334000,729780,+0.09,26
109/02/04,2.00,2.00,1.82,1.84,484000,901330,-0.23,9
109/02/05,1.86,1.86,1.80,1.81,458000,839560,-0.03,12
109/02/06,1.77,1.80,1.76,1.77,250000,445450,-0.04,14
109/02/07,1.65,1.78,1.65,1.78,851000,1486080,+0.01,15
109/02/10,1.83,1.85,1.68,1.68,1427000,2522000,-0.10,34
109/02/11,1.65,1.68,1.62,1.67,215000,354000,-0.01,8
109/02/12,1.63,1.63,1.59,1.59,82000,132360,-0.08,14
109/02/13,1.57,1.57,1.46,1.47,313000,469760,-0.12,17
109/02/14,1.52,1.64,1.52,1.64,99000,159130,+0.17,11
109/02/17,1.72,1.90,1.72,1.83,416000,755020,+0.19,21
109/02/18,1.79,1.89,1.79,1.88,26000,48080,+0.05,4
109/02/19,1.82,1.86,1.82,1.85,77000,142550,-0.03,9
109/02/20,1.80,1.93,1.80,1.93,150000,287480,+0.08,8
109/02/21,1.90,1.97,1.90,1.97,215000,412630,+0.04,5
109/02/24,2.02,2.12,1.87,1.87,223000,459280,-0.10,18
109/02/25,1.91,1.92,1.81,1.83,234000,435370,-0.04,17
109/02/26,1.85,1.85,1.85,1.85,19000,35150,+0.02,2
109/02/27,1.89,2.20,1.89,2.19,301000,611000,+0.34,16
109/03/02,2.33,2.33,2.12,2.12,161000,359150,-0.07,14
109/03/03,1.96,2.08,1.96,2.08,26000,53760,-0.04,4
109/03/04,2.00,2.10,1.96,2.07,100000,205100,-0.01,10
109/03/05,2.03,2.03,2.01,2.02,80000,162100,-0.05,7
109/03/06,2.07,2.07,2.07,2.07,1000,2070,+0.05,1
109/03/09,2.22,2.50,2.22,2.50,71000,170000,+0.43,10
109/03/10,2.46,2.52,2.46,2.52,22000,54180,+0.02,4
109/03/11,2.29,2.48,2.29,2.48,42000,98260,-0.04,4
109/03/12,2.45,2.85,2.45,2.85,21000,53710,+0.37,7
109/03/13,3.10,3.10,3.05,3.09,45000,137340,+0.24,4
109/03/16,2.68,2.90,2.61,2.90,29000,78110,-0.19,7
109/03/17,2.86,3.00,2.80,2.95,27000,78060,+0.05,5
109/03/18,2.97,3.09,2.92,3.01,40000,118990,+0.06,7
109/03/19,3.14,3.53,3.14,3.53,30000,103800,+0.52,7
109/03/20,---,---,---,---,0,0,---,0
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
