109/06/29,1.28,1.28,1.28,1.28,10000,12800,+0.01,1
109/06/30,1.21,1.21,1.21,1.21,10000,12100,-0.07,1
109/07/01,1.21,1.23,1.21,1.23,88000,107240,+0.02,3
109/07/02,1.21,1.22,1.18,1.18,113000,135880,-0.05,10
109/07/03,1.16,1.17,1.11,1.16,75000,86450,-0.02,6
109/07/06,1.09,1.09,1.08,1.08,40000,43450,-0.08,3
109/07/07,1.10,1.16,1.10,1.16,130000,149400,+0.08,6
109/07/08,1.10,1.10,1.10,1.10,20000,22000,-0.06,2
109/07/09,---,---,---,---,0,0,---,0
109/07/10,---,---,---,---,0,0,---,0
109/07/13,1.02,1.02,1.02,1.02,27000,27540,+0.01,1
109/07/14,1.00,1.00,1.00,1.00,27000,27000,-0.02,1
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,1.07,1.12,1.07,1.12,87000,94450,+0.08,5
109/07/20,1.09,1.09,1.04,1.04,147000,156850,-0.08,8
109/07/21,1.00,1.00,0.99,0.99,40000,39900,-0.05,2
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,0.94,0.94,0.94,0.94,20000,18800,-0.02,1
109/07/27,---,---,---,---,0,0,---,0
109/07/28,0.99,1.05,0.99,1.05,30000,30900,+0.10,2
109/07/29,1.02,1.02,1.02,1.02,10000,10200,-0.03,1
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
109/08/03,0.95,0.95,0.95,0.95,10000,9500,-0.01,1
109/08/04,0.89,0.93,0.89,0.93,107000,99110,-0.02,2
109/08/05,0.90,0.92,0.90,0.92,147000,133300,-0.01,2
109/08/06,0.91,0.95,0.91,0.95,54000,51140,+0.03,2
109/08/07,---,---,---,---,0,0,---,0
109/08/10,0.94,0.94,0.94,0.94,4000,3760,-0.01,1
109/08/11,1.04,1.10,1.04,1.10,38000,41010,+0.16,5
109/08/12,1.08,1.10,1.08,1.10,20000,21800,0.00,2
109/08/13,1.04,1.14,1.04,1.14,101000,111140,+0.04,5
109/08/14,1.15,1.16,1.09,1.09,89000,101970,-0.05,7
109/08/17,1.09,1.09,1.07,1.09,46000,49740,0.00,3
109/08/18,1.18,1.28,1.18,1.24,1051000,1296870,+0.15,18
109/08/19,1.18,1.26,1.18,1.22,1014000,1209270,-0.02,23
109/08/20,1.26,1.41,1.25,1.41,75000,97880,+0.19,10
109/08/21,1.30,1.30,1.29,1.29,29000,37470,-0.12,3
109/08/24,1.25,1.26,1.25,1.26,5000,6280,-0.03,2
109/08/25,1.22,1.24,1.22,1.24,22000,27120,-0.02,2
109/08/26,1.19,1.19,1.10,1.11,25000,28790,-0.13,3
109/08/27,1.13,1.17,1.13,1.17,67000,77780,+0.06,3
109/08/28,1.16,1.18,1.16,1.18,87000,101340,+0.01,5
109/08/31,1.16,1.16,1.16,1.16,12000,13920,-0.02,3
109/09/01,1.14,1.14,1.14,1.14,30000,34200,-0.02,3
109/09/02,1.12,1.12,1.12,1.12,1000,1120,-0.02,1
109/09/03,1.13,1.16,1.13,1.16,561000,639520,+0.04,6
109/09/04,1.09,1.10,1.05,1.07,586000,623960,-0.09,21
109/09/07,1.09,1.20,1.09,1.20,321000,366990,+0.13,11
109/09/08,1.15,1.19,1.13,1.19,254000,298260,-0.01,11
109/09/09,1.22,1.30,1.22,1.29,278000,352420,+0.10,15
109/09/10,1.20,1.22,1.20,1.22,157000,189170,-0.07,9
109/09/11,---,---,---,---,0,0,---,0
109/09/14,1.11,1.11,1.09,1.09,35000,38170,-0.10,3
109/09/15,1.06,1.06,1.04,1.04,13000,13760,-0.05,2
109/09/16,1.02,1.06,1.02,1.06,25000,25980,+0.02,3
109/09/17,1.02,1.04,1.00,1.04,53000,53480,-0.02,6
109/09/18,1.00,1.00,1.00,1.00,21000,21000,-0.04,1
109/09/21,1.01,1.01,1.01,1.01,22000,22220,+0.01,2
109/09/22,1.03,1.04,1.02,1.02,75000,77380,+0.01,5
109/09/23,1.00,1.01,1.00,1.01,33000,33020,-0.01,5
109/09/24,1.02,1.05,1.02,1.05,14000,14490,+0.04,2
109/09/25,1.04,1.15,1.04,1.15,72000,78000,+0.10,6
109/09/28,1.09,1.09,1.04,1.05,58000,62930,-0.10,5
109/09/29,---,---,---,---,0,0,---,0
109/09/30,---,---,---,---,0,0,---,0
109/10/05,0.92,0.92,0.90,0.90,21000,19300,-0.07,2
109/10/06,0.87,0.87,0.87,0.87,20000,17400,-0.03,1
109/10/07,0.88,0.89,0.88,0.89,90000,80010,+0.02,3
109/10/08,0.86,0.86,0.86,0.86,90000,77400,-0.03,3
109/10/12,0.87,0.89,0.87,0.89,131000,114070,+0.03,4
109/10/13,0.87,0.90,0.87,0.90,418000,369100,+0.01,9
109/10/14,0.90,0.90,0.85,0.86,295000,253680,-0.04,7
109/10/15,0.87,0.87,0.85,0.85,92000,79640,-0.01,4
109/10/16,0.84,0.93,0.84,0.93,149000,130910,+0.08,15
109/10/19,0.89,0.89,0.89,0.89,57000,50730,-0.04,2
109/10/20,0.90,0.90,0.90,0.90,14000,12600,+0.01,1
109/10/21,0.86,0.86,0.81,0.81,32000,26620,-0.09,2
109/10/22,---,---,---,---,0,0,---,0
109/10/23,---,---,---,---,0,0,---,0
109/10/26,0.79,0.80,0.79,0.80,38000,30120,-0.01,2
109/10/27,0.87,0.89,0.87,0.89,108000,95220,+0.09,4
109/10/28,0.85,0.89,0.85,0.89,85000,72710,0.00,4
109/10/29,0.91,0.94,0.89,0.89,41000,37750,0.00,5
109/10/30,0.86,0.86,0.86,0.86,45000,38700,-0.03,2
109/11/02,0.87,0.87,0.86,0.87,85000,73660,+0.01,3
109/11/03,0.87,0.87,0.87,0.87,26000,22620,0.00,1
109/11/04,0.74,0.74,0.73,0.73,55000,40300,-0.14,2
109/11/05,---,---,---,---,0,0,---,0
109/11/06,---,---,---,---,0,0,---,0
109/11/09,---,---,---,---,0,0,---,0
109/11/10,0.65,0.65,0.65,0.65,19000,12350,+0.01,1
109/11/11,0.56,0.56,0.56,0.56,19000,10640,-0.09,1
109/11/12,0.44,0.44,0.44,0.44,45000,19800,-0.12,1
109/11/13,0.45,0.45,0.45,0.45,45000,20250,+0.01,1
