109/08/07,1.06,1.06,1.06,1.06,20000,21200,+0.03,1
109/08/10,1.01,1.01,1.01,1.01,20000,20200,-0.05,1
109/08/11,0.84,0.84,0.67,0.67,21000,14240,-0.34,2
109/08/12,0.65,0.87,0.65,0.87,320000,256360,+0.20,10
109/08/13,0.87,0.90,0.81,0.83,484000,414530,-0.04,22
109/08/14,0.71,0.86,0.70,0.82,519000,415700,-0.01,15
109/08/17,0.77,0.82,0.75,0.82,293000,231920,0.00,8
109/08/18,0.85,0.89,0.84,0.84,465000,405850,+0.02,12
109/08/19,0.74,0.79,0.72,0.74,462000,342890,-0.10,13
109/08/20,0.73,0.73,0.62,0.62,3000,2080,-0.12,2
109/08/21,0.50,0.70,0.50,0.70,279000,177590,+0.08,6
109/08/24,0.66,0.67,0.63,0.63,308000,201640,-0.07,9
109/08/25,0.64,0.70,0.62,0.62,331000,228580,-0.01,7
109/08/26,0.62,0.68,0.62,0.65,392000,247270,+0.03,13
109/08/27,0.69,0.69,0.69,0.69,75000,51750,+0.04,2
109/08/28,0.61,0.61,0.61,0.61,49000,29890,-0.08,3
109/08/31,0.67,0.67,0.67,0.67,112000,75040,+0.06,1
109/09/01,0.62,0.62,0.62,0.62,112000,69440,-0.05,1
109/09/02,---,---,---,---,0,0,---,0
109/09/03,0.61,0.61,0.61,0.61,10000,6100,-0.04,1
109/09/04,0.57,0.57,0.57,0.57,80000,45600,-0.04,2
109/09/07,0.54,0.54,0.54,0.54,81000,43740,-0.03,5
109/09/08,0.45,0.45,0.45,0.45,60000,27000,-0.09,1
109/09/09,0.49,0.52,0.49,0.52,194000,96120,+0.07,5
109/09/10,0.45,0.51,0.45,0.51,140000,64700,-0.01,6
109/09/11,0.46,0.46,0.46,0.46,22000,10120,-0.05,1
109/09/14,0.52,0.52,0.52,0.52,60000,31200,+0.06,1
109/09/15,0.59,0.59,0.57,0.57,65000,37850,+0.05,4
109/09/16,0.55,0.55,0.54,0.54,12000,6500,-0.03,2
109/09/17,0.57,0.57,0.57,0.57,5000,2850,+0.03,1
109/09/18,0.59,0.60,0.58,0.58,130000,76530,+0.01,4
109/09/21,0.70,0.73,0.63,0.63,143000,99790,+0.05,10
109/09/22,0.60,0.60,0.54,0.54,26000,14640,-0.09,4
109/09/23,0.60,0.70,0.60,0.65,38000,24740,+0.11,5
109/09/24,0.58,0.65,0.58,0.65,351000,215330,0.00,12
109/09/25,0.58,0.59,0.41,0.41,337000,167460,-0.24,14
109/09/28,0.43,0.45,0.42,0.45,127000,55130,+0.04,5
109/09/29,0.43,0.43,0.43,0.43,15000,6450,-0.02,1
109/09/30,0.40,0.40,0.39,0.39,82000,32000,-0.04,2
109/10/05,0.36,0.43,0.36,0.43,38000,15640,+0.04,2
109/10/06,0.43,0.46,0.43,0.46,30000,13230,+0.03,5
109/10/07,---,---,---,---,0,0,---,0
109/10/08,0.53,0.60,0.53,0.60,176000,99080,+0.16,10
109/10/12,0.54,0.58,0.52,0.55,240000,130560,-0.05,17
109/10/13,0.52,0.53,0.51,0.53,110000,57050,-0.02,6
109/10/14,0.51,0.52,0.50,0.52,159000,82490,-0.01,5
109/10/15,0.47,0.47,0.43,0.43,268000,123380,-0.09,7
109/10/16,---,---,---,---,0,0,---,0
109/10/19,---,---,---,---,0,0,---,0
109/10/20,0.45,0.48,0.45,0.46,172000,78160,+0.02,4
109/10/21,0.48,0.49,0.46,0.46,62000,29230,0.00,5
109/10/22,0.41,0.41,0.40,0.40,18000,7230,-0.06,4
109/10/23,0.41,0.41,0.40,0.40,86000,34700,0.00,4
109/10/26,0.34,0.34,0.32,0.33,48000,15690,-0.07,3
109/10/27,0.32,0.32,0.32,0.32,8000,2560,-0.01,1
109/10/28,---,---,---,---,0,0,---,0
109/10/29,---,---,---,---,0,0,---,0
109/10/30,---,---,---,---,0,0,---,0
109/11/02,0.20,0.20,0.20,0.20,114000,22800,-0.04,2
109/11/03,0.21,0.21,0.21,0.21,80000,16800,+0.01,1
109/11/04,0.19,0.20,0.19,0.20,198000,38610,-0.01,2
109/11/05,0.20,0.20,0.19,0.19,198000,38610,-0.01,2
109/11/06,0.21,0.23,0.21,0.21,201000,42270,+0.02,3
109/11/09,0.20,0.20,0.18,0.18,105000,20880,-0.03,2
109/11/10,---,---,---,---,0,0,---,0
109/11/11,0.14,0.14,0.14,0.14,99000,13860,+0.01,2
109/11/12,0.14,0.14,0.14,0.14,99000,13860,0.00,1
109/11/13,---,---,---,---,0,0,---,0
109/11/16,0.13,0.13,0.13,0.13,198000,25740,0.00,2
109/11/17,0.15,0.15,0.14,0.14,1539000,230760,+0.01,8
109/11/18,---,---,---,---,0,0,---,0
109/11/19,---,---,---,---,0,0,---,0
109/11/20,---,---,---,---,0,0,---,0
109/11/23,---,---,---,---,0,0,---,0
109/11/24,0.14,0.14,0.14,0.14,20000,2800,+0.01,1
109/11/25,---,---,---,---,0,0,---,0
109/11/26,---,---,---,---,0,0,---,0
109/11/27,---,---,---,---,0,0,---,0
109/11/30,---,---,---,---,0,0,---,0
109/12/01,0.11,0.11,0.11,0.11,1455000,160050,-0.01,3
109/12/02,---,---,---,---,0,0,---,0
109/12/03,0.15,0.16,0.14,0.14,35000,5100,+0.03,3
109/12/04,0.10,0.11,0.10,0.11,26000,2660,-0.03,2
