108/12/06,1.54,1.55,1.52,1.52,555000,852080,-0.43,12
108/12/09,1.56,1.57,1.55,1.57,536000,836240,+0.05,7
108/12/10,1.44,1.51,1.44,1.51,203000,303610,-0.06,5
108/12/11,1.48,1.51,1.47,1.51,228000,337560,0.00,8
108/12/12,1.49,1.54,1.49,1.54,69000,104260,+0.03,4
108/12/13,1.52,1.56,1.49,1.56,150000,229660,+0.02,6
108/12/16,1.59,1.62,1.46,1.46,481000,762260,-0.10,14
108/12/17,1.38,1.42,1.35,1.37,209000,288580,-0.09,10
108/12/18,1.38,1.40,1.37,1.40,346000,478260,+0.03,9
108/12/19,1.39,1.45,1.39,1.45,258000,363550,+0.05,7
108/12/20,1.41,1.43,1.41,1.41,511000,721660,-0.04,10
108/12/23,1.38,1.38,1.38,1.38,24000,33120,-0.03,3
108/12/24,1.30,1.30,1.30,1.30,350000,455000,-0.08,1
108/12/25,1.31,1.31,1.25,1.25,36000,45180,-0.05,2
108/12/26,1.24,1.27,1.24,1.26,95000,119900,+0.01,9
108/12/27,1.26,1.28,1.26,1.28,125000,158990,+0.02,5
108/12/30,1.25,1.25,1.25,1.25,33000,41250,-0.03,1
108/12/31,1.13,1.17,1.13,1.17,16000,18680,-0.08,2
109/01/02,---,---,---,---,0,0,---,0
109/01/03,1.21,1.21,1.21,1.21,10000,12100,+0.04,1
109/01/06,---,---,---,---,0,0,---,0
109/01/07,---,---,---,---,0,0,---,0
109/01/08,1.10,1.10,1.10,1.10,432000,475200,-0.05,1
109/01/09,0.84,0.89,0.79,0.79,228000,187180,-0.31,6
109/01/10,0.70,0.71,0.62,0.62,797000,555240,-0.17,20
109/01/13,0.65,0.69,0.61,0.67,197000,128520,+0.05,12
109/01/14,0.64,0.64,0.60,0.62,115000,70750,-0.05,13
109/01/15,0.61,0.64,0.60,0.63,71000,44520,+0.01,8
109/01/16,0.61,0.63,0.61,0.63,103000,64690,0.00,4
109/01/17,0.62,0.66,0.62,0.66,146000,92500,+0.03,6
109/01/20,0.64,0.64,0.60,0.60,6000,3640,-0.06,2
109/01/30,0.49,0.49,0.47,0.47,30000,14300,-0.13,4
109/01/31,0.48,0.48,0.48,0.48,30000,14400,+0.01,2
109/02/03,0.45,0.60,0.45,0.60,70000,36700,+0.12,4
109/02/04,---,---,---,---,0,0,---,0
109/02/05,0.51,0.53,0.51,0.51,100000,51900,-0.09,6
109/02/06,0.54,0.54,0.49,0.49,60000,31000,-0.02,3
109/02/07,0.40,0.46,0.40,0.45,84000,35600,-0.04,5
109/02/10,0.46,0.46,0.44,0.44,200000,89500,-0.01,4
109/02/11,0.40,0.41,0.39,0.41,165000,66500,-0.03,4
109/02/12,0.41,0.46,0.41,0.46,577000,257580,+0.05,6
109/02/13,0.44,0.44,0.41,0.42,509000,218170,-0.04,11
109/02/14,0.40,0.41,0.37,0.37,94000,37710,-0.05,7
109/02/17,0.32,0.32,0.29,0.29,80000,24500,-0.08,3
109/02/18,0.30,0.31,0.30,0.31,70000,21200,+0.02,4
109/02/19,0.28,0.29,0.24,0.24,80000,21900,-0.07,3
109/02/20,0.19,0.22,0.18,0.21,230000,43400,-0.03,8
109/02/21,0.20,0.20,0.19,0.19,110000,21400,-0.02,3
109/02/24,0.16,0.16,0.14,0.14,90000,13000,-0.05,4
109/02/25,0.13,0.14,0.13,0.13,600000,78100,-0.01,5
109/02/26,0.11,0.14,0.11,0.14,130000,16400,+0.01,4
109/02/27,0.14,0.14,0.14,0.14,40000,5600,0.00,2
109/03/02,---,---,---,---,0,0,---,0
109/03/03,0.13,0.13,0.13,0.13,10000,1300,-0.01,1
109/03/04,0.13,0.14,0.13,0.13,260000,35400,0.00,4
109/03/05,---,---,---,---,0,0,---,0
109/03/06,0.08,0.09,0.08,0.09,175000,14250,-0.04,4
109/03/09,0.07,0.07,0.07,0.07,354000,24780,-0.02,3
109/03/10,0.18,0.18,0.09,0.10,271000,26980,+0.03,7
109/03/11,0.08,0.10,0.08,0.10,195000,15900,0.00,3
109/03/12,0.11,0.18,0.11,0.18,425000,60100,+0.08,11
109/03/13,0.24,0.27,0.19,0.19,295000,66600,+0.01,10
109/03/16,0.12,0.20,0.11,0.20,516000,69680,+0.01,10
109/03/17,0.15,0.15,0.15,0.15,330000,49500,-0.05,1
109/03/18,0.16,0.17,0.16,0.17,10000,1650,+0.02,2
109/03/19,---,---,---,---,0,0,---,0
109/03/20,0.27,0.27,0.26,0.26,60000,15700,-0.15,2
109/03/23,---,---,---,---,0,0,---,0
109/03/24,---,---,---,---,0,0,---,0
109/03/25,0.14,0.14,0.14,0.14,100000,14000,-0.12,1
109/03/26,---,---,---,---,0,0,---,0
109/03/27,---,---,---,---,0,0,---,0
109/03/30,---,---,---,---,0,0,---,0
109/03/31,---,---,---,---,0,0,---,0
109/04/01,---,---,---,---,0,0,---,0
109/04/06,---,---,---,---,0,0,---,0
109/04/07,---,---,---,---,0,0,---,0
109/04/08,---,---,---,---,0,0,---,0
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,---,---,---,---,0,0,---,0
109/04/14,---,---,---,---,0,0,---,0
109/04/15,---,---,---,---,0,0,---,0
109/04/16,---,---,---,---,0,0,---,0
109/04/17,---,---,---,---,0,0,---,0
109/04/20,---,---,---,---,0,0,---,0
109/04/21,---,---,---,---,0,0,---,0
109/04/22,---,---,---,---,0,0,---,0
109/04/23,---,---,---,---,0,0,---,0
109/04/24,---,---,---,---,0,0,---,0
109/04/27,---,---,---,---,0,0,---,0
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,---,---,---,---,0,0,---,0
109/05/04,---,---,---,---,0,0,---,0
109/05/05,---,---,---,---,0,0,---,0
109/05/06,---,---,---,---,0,0,---,0
109/05/07,---,---,---,---,0,0,---,0
109/05/08,---,---,---,---,0,0,---,0
109/05/11,---,---,---,---,0,0,---,0
109/05/12,---,---,---,---,0,0,---,0
109/05/13,---,---,---,---,0,0,---,0
109/05/14,---,---,---,---,0,0,---,0
109/05/15,---,---,---,---,0,0,---,0
109/05/18,---,---,---,---,0,0,---,0
109/05/19,---,---,---,---,0,0,---,0
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,---,---,---,---,0,0,---,0
109/05/25,---,---,---,---,0,0,---,0
109/05/26,---,---,---,---,0,0,---,0
109/05/27,---,---,---,---,0,0,---,0
109/05/28,---,---,---,---,0,0,---,0
109/05/29,---,---,---,---,0,0,---,0
109/06/01,---,---,---,---,0,0,---,0
109/06/02,---,---,---,---,0,0,---,0
109/06/03,---,---,---,---,0,0,---,0
