109/03/18,2.11,2.17,2.06,2.17,18000,37770,+0.82,5
109/03/19,2.27,2.55,2.12,2.48,144000,349530,+0.31,16
109/03/20,1.94,1.94,1.88,1.88,80000,152200,-0.60,3
109/03/23,2.18,2.20,2.09,2.09,40000,86100,+0.21,4
109/03/24,1.84,1.94,1.82,1.94,73000,137540,-0.15,6
109/03/25,1.70,1.88,1.70,1.88,57000,103300,-0.06,3
109/03/26,1.82,1.82,1.82,1.82,10000,18200,-0.06,1
109/03/27,---,---,---,---,0,0,---,0
109/03/30,1.90,1.90,1.90,1.90,20000,38000,+0.08,1
109/03/31,1.89,1.89,1.89,1.89,5000,9450,-0.01,1
109/04/01,1.84,1.84,1.80,1.80,32000,57680,-0.09,2
109/04/06,1.80,1.80,1.80,1.80,20000,36000,0.00,2
109/04/07,---,---,---,---,0,0,---,0
109/04/08,1.42,1.43,1.42,1.43,21000,30020,-0.23,2
109/04/09,---,---,---,---,0,0,---,0
109/04/10,---,---,---,---,0,0,---,0
109/04/13,1.44,1.44,1.44,1.44,1000,1440,-0.01,1
109/04/14,---,---,---,---,0,0,---,0
109/04/15,1.30,1.30,1.30,1.30,1000,1300,-0.14,1
109/04/16,1.30,1.30,1.30,1.30,2000,2600,0.00,2
109/04/17,1.44,1.47,1.44,1.47,20000,29100,+0.17,2
109/04/20,1.44,1.44,1.44,1.44,20000,28800,-0.03,1
109/04/21,1.44,1.51,1.44,1.49,85000,124850,+0.05,9
109/04/22,1.43,1.43,1.43,1.43,5000,7150,-0.06,1
109/04/23,1.44,1.44,1.43,1.43,35000,50200,0.00,4
109/04/24,1.49,1.55,1.49,1.55,125000,190450,+0.12,11
109/04/27,1.52,1.52,1.48,1.49,151000,224700,-0.06,4
109/04/28,---,---,---,---,0,0,---,0
109/04/29,---,---,---,---,0,0,---,0
109/04/30,1.28,1.28,1.28,1.28,20000,25600,-0.15,1
109/05/04,---,---,---,---,0,0,---,0
109/05/05,1.22,1.22,1.22,1.22,20000,24400,-0.06,1
109/05/06,1.23,1.23,1.20,1.23,79000,96870,+0.01,3
109/05/07,1.21,1.21,1.20,1.20,59000,71000,-0.03,3
109/05/08,1.20,1.20,1.17,1.17,11000,12900,-0.03,2
109/05/11,---,---,---,---,0,0,---,0
109/05/12,1.13,1.16,1.13,1.16,46000,52760,0.00,2
109/05/13,1.14,1.14,1.14,1.14,27000,30780,-0.02,2
109/05/14,1.21,1.21,1.21,1.21,80000,96800,+0.07,2
109/05/15,1.28,1.28,1.22,1.22,42000,51760,+0.01,3
109/05/18,1.18,1.25,1.17,1.22,47000,55320,0.00,6
109/05/19,1.16,1.18,1.16,1.18,14000,16500,-0.04,5
109/05/20,---,---,---,---,0,0,---,0
109/05/21,---,---,---,---,0,0,---,0
109/05/22,1.15,1.15,1.15,1.15,7000,8050,+0.02,1
109/05/25,1.20,1.27,1.20,1.23,48000,59770,+0.08,4
109/05/26,1.18,1.18,1.18,1.18,1000,1180,-0.05,1
109/05/27,1.15,1.19,1.15,1.19,36000,42430,+0.01,3
109/05/28,1.13,1.13,1.13,1.13,35000,39550,-0.06,2
109/05/29,1.15,1.16,1.15,1.16,9000,10370,+0.03,3
109/06/01,1.11,1.11,1.11,1.11,7000,7770,-0.05,1
109/06/02,1.00,1.00,1.00,1.00,10000,10000,-0.11,1
109/06/03,0.95,0.95,0.95,0.95,5000,4750,-0.05,1
109/06/04,---,---,---,---,0,0,---,0
109/06/05,0.91,0.91,0.91,0.91,20000,18200,-0.04,1
109/06/08,0.83,0.83,0.75,0.75,80000,61600,-0.16,2
109/06/09,0.74,0.74,0.74,0.74,10000,7400,-0.01,1
109/06/10,---,---,---,---,0,0,---,0
109/06/11,---,---,---,---,0,0,---,0
109/06/12,0.85,0.85,0.85,0.85,20000,17000,+0.06,1
109/06/15,0.78,0.78,0.78,0.78,20000,15600,-0.07,1
109/06/16,---,---,---,---,0,0,---,0
109/06/17,---,---,---,---,0,0,---,0
109/06/18,0.69,0.69,0.69,0.69,20000,13800,-0.04,1
109/06/19,---,---,---,---,0,0,---,0
109/06/22,---,---,---,---,0,0,---,0
109/06/23,0.55,0.55,0.55,0.55,120000,66000,-0.04,1
109/06/24,---,---,---,---,0,0,---,0
109/06/29,0.56,0.56,0.56,0.56,40000,22400,+0.01,1
109/06/30,---,---,---,---,0,0,---,0
109/07/01,---,---,---,---,0,0,---,0
109/07/02,0.47,0.47,0.47,0.47,50000,23500,-0.03,1
109/07/03,---,---,---,---,0,0,---,0
109/07/06,---,---,---,---,0,0,---,0
109/07/07,0.35,0.38,0.35,0.38,90000,33000,-0.08,2
109/07/08,---,---,---,---,0,0,---,0
109/07/09,0.30,0.30,0.30,0.30,50000,15000,-0.05,1
109/07/10,---,---,---,---,0,0,---,0
109/07/13,---,---,---,---,0,0,---,0
109/07/14,---,---,---,---,0,0,---,0
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,0.28,0.28,0.28,0.28,150000,42000,-0.03,1
109/07/21,---,---,---,---,0,0,---,0
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,---,---,---,---,0,0,---,0
109/07/27,---,---,---,---,0,0,---,0
109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,---,---,---,---,0,0,---,0
109/07/31,---,---,---,---,0,0,---,0
