109/07/22,0.97,0.98,0.97,0.98,329000,319430,+0.03,2
109/07/23,0.98,0.99,0.98,0.98,133000,130370,0.00,4
109/07/24,0.96,0.99,0.96,0.99,380000,370200,+0.01,2
109/07/27,0.96,0.96,0.91,0.91,10000,9350,-0.08,2
109/07/28,0.85,0.95,0.85,0.95,33000,29350,+0.04,4
109/07/29,0.91,1.01,0.91,1.00,225000,219250,+0.05,11
109/07/30,0.96,0.98,0.94,0.97,150000,144510,-0.03,13
109/07/31,0.98,1.00,0.98,0.99,287000,285550,+0.02,8
109/08/03,1.02,1.08,1.02,1.08,130000,135600,+0.09,7
109/08/04,1.03,1.04,1.03,1.04,32000,33260,-0.04,2
109/08/05,---,---,---,---,0,0,---,0
109/08/06,1.00,1.05,1.00,1.05,202000,203650,+0.01,3
109/08/07,---,---,---,---,0,0,---,0
109/08/10,1.06,1.07,1.06,1.07,268000,286510,+0.03,5
109/08/11,1.06,1.06,1.06,1.06,60000,63600,-0.01,1
109/08/12,1.10,1.10,1.05,1.06,32000,33900,0.00,3
109/08/13,1.01,1.03,1.01,1.03,5000,5110,-0.03,2
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,1.08,1.12,1.08,1.12,98000,107060,+0.10,6
109/08/19,1.08,1.13,1.06,1.13,225000,246000,+0.01,13
109/08/20,1.20,1.26,1.20,1.26,37000,45660,+0.13,6
109/08/21,1.24,1.24,1.22,1.22,42000,51430,-0.04,4
109/08/24,1.19,1.19,1.18,1.18,30000,35450,-0.04,2
109/08/25,1.17,1.17,1.16,1.16,25000,29150,-0.02,3
109/08/26,1.08,1.10,1.06,1.06,73000,78540,-0.10,8
109/08/27,1.03,1.04,1.03,1.03,285000,294050,-0.03,3
109/08/28,1.03,1.05,1.03,1.05,320000,332550,+0.02,4
109/08/31,1.02,1.03,1.02,1.03,153000,157490,-0.02,3
109/09/01,1.04,1.05,1.04,1.04,215000,224660,+0.01,6
109/09/02,1.01,1.03,1.00,1.03,77000,78080,-0.01,3
109/09/03,0.99,1.03,0.99,1.03,20000,20200,0.00,2
109/09/04,1.05,1.05,1.00,1.00,70000,71100,-0.03,3
109/09/07,1.03,1.03,1.03,1.03,9000,9270,+0.03,1
109/09/08,1.03,1.03,1.03,1.03,9000,9270,0.00,1
109/09/09,1.04,1.04,1.04,1.04,10000,10400,+0.01,1
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,0.94,0.94,0.93,0.94,31000,29040,-0.03,5
109/09/15,0.93,0.93,0.93,0.93,70000,65100,-0.01,1
109/09/16,0.89,0.89,0.89,0.89,31000,27590,-0.04,1
109/09/17,0.90,0.91,0.90,0.91,112000,101710,+0.02,3
109/09/18,0.91,0.91,0.90,0.90,43000,39120,-0.01,2
109/09/21,0.89,0.89,0.89,0.89,44000,39160,-0.01,2
109/09/22,0.88,0.94,0.88,0.94,70000,62950,+0.05,5
109/09/23,0.93,0.93,0.92,0.93,23000,21180,-0.01,3
109/09/24,0.94,0.95,0.93,0.95,44000,41560,+0.02,5
109/09/25,0.94,1.02,0.94,1.02,42000,39580,+0.07,3
109/09/28,0.96,0.96,0.96,0.96,3000,2880,-0.06,3
109/09/29,0.92,0.96,0.92,0.96,16000,14840,0.00,2
109/09/30,0.93,0.93,0.93,0.93,3000,2790,-0.03,3
109/10/05,---,---,---,---,0,0,---,0
109/10/06,---,---,---,---,0,0,---,0
