109/04/24,0.96,0.97,0.96,0.97,100000,96540,-0.09,7
109/04/27,1.00,1.03,0.96,1.01,124000,122190,+0.04,11
109/04/28,0.99,0.99,0.98,0.98,5000,4910,-0.03,2
109/04/29,0.94,1.06,0.94,1.06,15000,14700,+0.08,2
109/04/30,1.01,1.05,1.01,1.03,69000,72070,-0.03,6
109/05/04,0.97,0.98,0.94,0.95,84000,79700,-0.08,8
109/05/05,0.97,0.97,0.93,0.95,72000,68210,0.00,7
109/05/06,0.98,1.05,0.97,1.02,479000,492400,+0.07,21
109/05/07,1.08,1.21,1.08,1.19,837000,973950,+0.17,55
109/05/08,1.28,1.28,1.13,1.13,615000,746680,-0.06,31
109/05/11,1.15,1.15,1.12,1.12,158000,179850,-0.01,12
109/05/12,1.16,1.26,1.16,1.21,617000,749040,+0.09,48
109/05/13,1.26,1.26,1.18,1.22,469000,573300,+0.01,28
109/05/14,1.20,1.23,1.00,1.11,328000,382950,-0.11,25
109/05/15,1.11,1.11,1.04,1.06,114000,122710,-0.05,18
109/05/18,1.04,1.05,1.00,1.05,23000,23620,-0.01,5
109/05/19,1.12,1.20,1.07,1.07,120000,136910,+0.02,10
109/05/20,1.07,1.08,1.03,1.05,51000,53550,-0.02,6
109/05/21,1.05,1.09,1.05,1.09,39000,42040,+0.04,4
109/05/22,1.12,1.14,1.05,1.05,22000,24340,-0.04,5
109/05/25,1.03,1.13,1.02,1.13,213000,220660,+0.08,12
109/05/26,1.13,1.14,1.07,1.07,139000,156270,-0.06,7
109/05/27,1.11,1.15,1.10,1.12,237000,266070,+0.05,15
109/05/28,1.10,1.13,1.07,1.07,100000,109010,-0.05,10
109/05/29,1.08,1.10,1.07,1.08,24000,26120,+0.01,5
109/06/01,1.10,1.30,1.10,1.30,551000,667760,+0.22,38
109/06/02,1.26,1.29,1.14,1.15,407000,495740,-0.15,35
109/06/03,1.18,1.19,1.14,1.16,238000,279820,+0.01,14
109/06/04,1.15,1.15,1.10,1.12,162000,181960,-0.04,12
109/06/05,1.10,1.13,1.10,1.12,48000,53780,0.00,5
109/06/08,1.14,1.17,1.13,1.17,285000,331170,+0.05,16
109/06/09,1.08,1.10,0.91,0.96,536000,528360,-0.21,28
109/06/10,0.90,0.92,0.86,0.92,158000,139600,-0.04,9
109/06/11,0.90,0.90,0.84,0.84,156000,137640,-0.08,8
109/06/12,0.78,0.81,0.78,0.81,38000,30390,-0.03,4
109/06/15,0.81,0.81,0.81,0.81,10000,8100,0.00,1
109/06/16,0.84,0.85,0.84,0.85,22000,18600,+0.04,2
109/06/17,0.88,0.88,0.87,0.87,22000,19260,+0.02,2
109/06/18,0.84,0.84,0.84,0.84,1000,840,-0.03,1
109/06/19,---,---,---,---,0,0,---,0
109/06/22,0.82,0.82,0.80,0.80,35000,28400,-0.06,2
109/06/23,0.82,0.82,0.82,0.82,10000,8200,+0.02,1
109/06/24,0.83,0.83,0.83,0.83,120000,99600,+0.01,2
109/06/29,0.77,0.79,0.77,0.78,101000,78410,-0.05,6
109/06/30,---,---,---,---,0,0,---,0
109/07/01,---,---,---,---,0,0,---,0
109/07/02,---,---,---,---,0,0,---,0
109/07/03,0.83,0.92,0.83,0.92,349000,296730,+0.11,6
109/07/06,0.90,1.01,0.90,0.96,123000,111930,+0.04,4
109/07/07,0.90,0.90,0.86,0.86,267000,235740,-0.10,5
109/07/08,0.87,0.87,0.87,0.87,20000,17400,+0.01,1
109/07/09,0.87,0.87,0.87,0.87,10000,8700,0.00,1
109/07/10,---,---,---,---,0,0,---,0
109/07/13,0.85,0.85,0.85,0.85,10000,8500,+0.03,1
109/07/14,---,---,---,---,0,0,---,0
109/07/15,---,---,---,---,0,0,---,0
109/07/16,---,---,---,---,0,0,---,0
109/07/17,---,---,---,---,0,0,---,0
109/07/20,0.79,0.79,0.79,0.79,41000,32390,-0.01,1
109/07/21,0.86,0.86,0.85,0.85,46000,39510,+0.06,2
109/07/22,---,---,---,---,0,0,---,0
109/07/23,---,---,---,---,0,0,---,0
109/07/24,0.77,0.77,0.71,0.71,7000,5090,-0.08,2
109/07/27,0.69,0.69,0.65,0.65,56000,36990,-0.06,5
109/07/28,---,---,---,---,0,0,---,0
109/07/29,---,---,---,---,0,0,---,0
109/07/30,0.76,0.76,0.76,0.76,1000,760,+0.15,1
109/07/31,---,---,---,---,0,0,---,0
109/08/03,0.80,0.83,0.80,0.83,37000,29760,+0.05,3
109/08/04,0.87,0.87,0.87,0.87,5000,4350,+0.04,1
109/08/05,---,---,---,---,0,0,---,0
109/08/06,0.79,0.79,0.79,0.79,15000,11850,-0.05,1
109/08/07,0.79,0.79,0.79,0.79,7000,5530,0.00,2
109/08/10,---,---,---,---,0,0,---,0
109/08/11,0.67,0.67,0.67,0.67,20000,13400,-0.08,1
109/08/12,0.68,0.68,0.68,0.68,6000,4080,+0.01,1
109/08/13,---,---,---,---,0,0,---,0
109/08/14,---,---,---,---,0,0,---,0
109/08/17,---,---,---,---,0,0,---,0
109/08/18,---,---,---,---,0,0,---,0
109/08/19,---,---,---,---,0,0,---,0
109/08/20,0.50,0.50,0.50,0.50,30000,15000,-0.15,1
109/08/21,---,---,---,---,0,0,---,0
109/08/24,---,---,---,---,0,0,---,0
109/08/25,0.57,0.57,0.57,0.57,10000,5700,+0.03,2
109/08/26,---,---,---,---,0,0,---,0
109/08/27,---,---,---,---,0,0,---,0
109/08/28,---,---,---,---,0,0,---,0
109/08/31,---,---,---,---,0,0,---,0
109/09/01,---,---,---,---,0,0,---,0
109/09/02,---,---,---,---,0,0,---,0
109/09/03,---,---,---,---,0,0,---,0
109/09/04,---,---,---,---,0,0,---,0
109/09/07,---,---,---,---,0,0,---,0
109/09/08,---,---,---,---,0,0,---,0
109/09/09,0.45,0.45,0.45,0.45,3000,1350,-0.02,3
109/09/10,---,---,---,---,0,0,---,0
109/09/11,---,---,---,---,0,0,---,0
109/09/14,---,---,---,---,0,0,---,0
109/09/15,---,---,---,---,0,0,---,0
109/09/16,---,---,---,---,0,0,---,0
109/09/17,---,---,---,---,0,0,---,0
109/09/18,---,---,---,---,0,0,---,0
109/09/21,---,---,---,---,0,0,---,0
109/09/22,---,---,---,---,0,0,---,0
109/09/23,---,---,---,---,0,0,---,0
109/09/24,---,---,---,---,0,0,---,0
109/09/25,---,---,---,---,0,0,---,0
109/09/28,---,---,---,---,0,0,---,0
109/09/29,0.26,0.26,0.26,0.26,20000,5200,0.00,2
109/09/30,---,---,---,---,0,0,---,0
109/10/05,---,---,---,---,0,0,---,0
109/10/06,---,---,---,---,0,0,---,0
109/10/07,---,---,---,---,0,0,---,0
109/10/08,---,---,---,---,0,0,---,0
109/10/12,---,---,---,---,0,0,---,0
109/10/13,---,---,---,---,0,0,---,0
109/10/14,---,---,---,---,0,0,---,0
109/10/15,---,---,---,---,0,0,---,0
109/10/16,---,---,---,---,0,0,---,0
109/10/19,---,---,---,---,0,0,---,0
109/10/20,---,---,---,---,0,0,---,0
109/10/21,---,---,---,---,0,0,---,0
109/10/22,---,---,---,---,0,0,---,0
109/10/23,0.11,0.11,0.11,0.11,6000,660,-0.01,1
109/10/26,---,---,---,---,0,0,---,0
109/10/27,---,---,---,---,0,0,---,0
109/10/28,---,---,---,---,0,0,---,0
109/10/29,---,---,---,---,0,0,---,0
109/10/30,---,---,---,---,0,0,---,0
109/11/02,---,---,---,---,0,0,---,0
109/11/03,---,---,---,---,0,0,---,0
109/11/04,---,---,---,---,0,0,---,0
109/11/05,---,---,---,---,0,0,---,0
109/11/06,---,---,---,---,0,0,---,0
109/11/09,---,---,---,---,0,0,---,0
109/11/10,---,---,---,---,0,0,---,0
109/11/11,---,---,---,---,0,0,---,0
109/11/12,---,---,---,---,0,0,---,0
109/11/13,---,---,---,---,0,0,---,0
