109/06/05,1.63,1.63,1.63,1.63,7000,11410,-0.12,2
109/06/08,1.70,1.73,1.68,1.73,35000,60060,+0.10,6
109/06/09,1.73,1.73,1.62,1.70,39000,64510,-0.03,8
109/06/10,1.72,1.77,1.71,1.77,73000,125690,+0.07,7
109/06/11,1.70,1.87,1.70,1.87,241000,433500,+0.10,15
109/06/12,1.92,1.92,1.87,1.87,197000,377740,0.00,14
109/06/15,1.78,1.78,1.67,1.67,9000,15400,-0.20,3
109/06/16,1.61,1.74,1.61,1.71,467000,796960,+0.04,43
109/06/17,1.71,1.71,1.58,1.58,449000,736740,-0.13,15
109/06/18,1.42,1.47,1.42,1.45,232000,338180,-0.13,8
109/06/19,1.50,1.51,1.49,1.51,71000,106930,+0.06,6
109/06/22,1.52,1.52,1.48,1.51,55000,82400,0.00,5
109/06/23,1.48,1.49,1.42,1.48,147000,215560,-0.03,10
109/06/24,1.47,1.58,1.47,1.56,562000,862320,+0.08,23
109/06/29,1.52,1.52,1.47,1.51,314000,468750,-0.05,20
109/06/30,1.46,1.48,1.46,1.47,89000,130630,-0.04,8
109/07/01,1.46,1.47,1.45,1.45,116000,170250,-0.02,4
109/07/02,1.31,1.38,1.31,1.38,29000,38360,-0.07,4
109/07/03,1.42,1.42,1.42,1.42,4000,5680,+0.04,1
109/07/06,1.37,1.37,1.37,1.37,66000,90420,-0.05,1
109/07/07,1.37,1.45,1.36,1.44,219000,308020,+0.07,15
109/07/08,1.39,1.40,1.36,1.40,152000,211740,-0.04,14
109/07/09,1.40,1.40,1.28,1.33,15000,20050,-0.07,3
109/07/10,1.26,1.38,1.26,1.31,100000,132970,-0.02,7
109/07/13,1.16,1.21,1.12,1.21,162000,189910,-0.10,19
109/07/14,1.24,1.32,1.20,1.32,136000,170220,+0.11,16
109/07/15,1.30,1.32,1.27,1.32,774000,1017960,0.00,19
109/07/16,1.29,1.30,1.29,1.29,210000,271900,-0.03,4
109/07/17,1.29,1.54,1.29,1.52,669000,953310,+0.23,48
109/07/20,1.55,1.63,1.44,1.44,1851000,2765310,-0.08,59
109/07/21,1.40,1.45,1.38,1.42,450000,637030,-0.02,33
109/07/22,1.39,1.40,1.35,1.38,170000,232980,-0.04,25
109/07/23,1.35,1.42,1.35,1.41,227000,315870,+0.03,16
109/07/24,1.40,1.47,1.38,1.46,305000,434160,+0.05,19
109/07/27,1.48,1.56,1.48,1.54,563000,861880,+0.08,23
109/07/28,1.55,1.58,1.45,1.45,231000,354360,-0.09,17
109/07/29,1.43,1.45,1.43,1.45,7000,10050,0.00,2
109/07/30,1.45,1.45,1.43,1.44,63000,90710,-0.01,4
109/07/31,1.40,1.44,1.40,1.44,49000,69460,0.00,3
109/08/03,1.40,1.42,1.36,1.39,105000,146620,-0.05,13
109/08/04,1.39,1.39,1.39,1.39,18000,25020,0.00,1
109/08/05,1.33,1.33,1.28,1.28,26000,33630,-0.11,4
109/08/06,1.24,1.29,1.24,1.29,77000,98480,+0.01,5
109/08/07,1.26,1.26,1.24,1.24,47000,58780,-0.05,5
109/08/10,1.28,1.29,1.28,1.29,50000,64030,+0.05,2
109/08/11,1.28,1.37,1.28,1.37,361000,487290,+0.08,11
